,COUNTY,STATE,Crime_Count,Crime_rate, Civilian_labor_force_2012 , Employed_2012 , Unemployed_2012 ,Unemployment_rate_2012,Age
116,Chicot,Arkansas,649,5516.362090947726,"4,062","3,600",462,11.4,73.5067096
117,Clark,Arkansas,1589,6925.25604706908,"10,140","9,118","1,022",10.1,75.86496432
118,Clay,Arkansas,403,2528.230865746549,"6,869","6,115",754,11.0,74.78319375
119,Cleburne,Arkansas,1921,7388.745720989269,"10,390","9,504",886,8.5,77.48438142
120,Cleveland,Arkansas,266,3055.715106260769,"3,751","3,475",276,7.4,76.18935308
121,Columbia,Arkansas,1567,6397.485098391442,"10,115","9,205",910,9.0,74.73554756
122,Conway,Arkansas,1310,6135.544002622828,"8,704","7,902",802,9.2,76.15932335
123,Craighead,Arkansas,8236,8345.492866407263,"49,059","45,688","3,371",6.9,76.33294164
124,Crawford,Arkansas,3563,5730.2304636613635,"27,610","25,412","2,198",8.0,76.01003061
125,Crittenden,Arkansas,8622,17000.216889800264,"22,103","19,987","2,116",9.6,72.45931265
126,Cross,Arkansas,1011,5664.500224114749,"8,531","7,854",677,7.9,73.85560737
127,Dallas,Arkansas,541,6676.539553251882,"3,182","2,815",367,11.5,74.50363664
128,Desha,Arkansas,696,7604.895104895106,"5,930","5,343",587,9.9,73.92811895
129,Drew,Arkansas,1332,7185.628742514969,"8,369","7,477",892,10.7,76.00998142
130,Faulkner,Arkansas,8997,7703.966296752978,"59,723","55,766","3,957",6.6,77.33918193
131,Franklin,Arkansas,937,5172.223448884964,"7,669","7,125",544,7.1,75.81944949
132,Fulton,Arkansas,423,3427.043668476059,"5,110","4,743",367,7.2,76.39063296
133,Garland,Arkansas,11220,11508.518560306891,"41,203","37,949","3,254",7.9,75.91758484
134,Grant,Arkansas,872,4829.4195835179435,"8,425","7,852",573,6.8,76.13636423
135,Greene,Arkansas,3959,9232.311925749731,"20,006","18,275","1,731",8.7,75.00145409
136,Hempstead,Arkansas,2294,10138.330313342469,"10,851","10,060",791,7.3,75.17396988
137,Hot Spring,Arkansas,329,3179.9729364005416,"14,485","13,441","1,044",7.2,75.86663772
138,Howard,Arkansas,927,6650.405337542148,"6,434","6,003",431,6.7,74.85624535
139,Independence,Arkansas,3545,9580.822139942164,"16,041","14,563","1,478",9.2,75.89242539
140,Izard,Arkansas,777,5768.374164810691,"5,163","4,709",454,8.8,76.08507378
141,Jackson,Arkansas,1818,10137.16962194714,"6,470","5,774",696,10.8,73.95369322
142,Jefferson,Arkansas,9369,12241.458156399032,"32,469","29,222","3,247",10.0,74.41721238
143,Johnson,Arkansas,1561,6041.021671826626,"10,807","10,011",796,7.4,76.52241096
144,Lafayette,Arkansas,133,4519.1980971797475,"2,886","2,612",274,9.5,74.18607475
145,Lawrence,Arkansas,428,2482.166676332425,"7,235","6,576",659,9.1,75.01564933
146,Lee,Arkansas,546,5267.727930535456,"3,521","3,187",334,9.5,73.68572423
147,Lincoln,Arkansas,300,2133.864428479977,"4,586","4,185",401,8.7,76.38422628
148,Little River,Arkansas,545,4177.845917976236,"5,979","5,543",436,7.3,75.17688793
149,Logan,Arkansas,1087,4858.100558659218,"9,627","8,858",769,8.0,75.84684175
150,Lonoke,Arkansas,4716,6775.472673984255,"33,083","30,982","2,101",6.4,75.68699395
151,Madison,Arkansas,361,2680.228673249685,"6,971","6,563",408,5.9,76.58925512
152,Marion,Arkansas,735,4418.129358018755,"6,608","6,065",543,8.2,76.75280766
153,Miller,Arkansas,5266,11988.616960728514,"20,260","19,055","1,205",5.9,75.65669118
154,Mississippi,Arkansas,5245,11367.576939748591,"20,267","18,046","2,221",11.0,72.7106459
155,Monroe,Arkansas,450,5551.443375277572,"3,270","2,974",296,9.1,73.85985715
156,Montgomery,Arkansas,32,337.94487274263383,"3,586","3,282",304,8.5,77.21548259999999
157,Nevada,Arkansas,423,4673.516738481936,"4,129","3,808",321,7.8,74.81246355
158,Newton,Arkansas,48,578.6618444846293,"3,628","3,362",266,7.3,77.62947592
159,Ouachita,Arkansas,1618,6228.347062899376,"10,498","9,395","1,103",10.5,73.55386158
160,Perry,Arkansas,402,3849.099961700498,"4,416","4,015",401,9.1,75.65942376
161,Phillips,Arkansas,2250,16886.82077454218,"7,970","7,048",922,11.6,71.30839433
162,Pike,Arkansas,216,1911.1661652804808,"4,366","3,969",397,9.1,75.88360792
163,Poinsett,Arkansas,1493,6067.379201040354,"10,387","9,486",901,8.7,72.39762586
164,Polk,Arkansas,1300,6283.836040216552,"8,701","8,054",647,7.4,75.80625685
165,Pope,Arkansas,4075,6512.91394962281,"29,999","27,815","2,184",7.3,76.81762531
166,Prairie,Arkansas,297,3433.1291180210383,"3,825","3,536",289,7.6,76.25566285
167,Pulaski,Arkansas,61404,15835.486716078418,"188,484","175,552","12,932",6.9,76.20427619
168,Randolph,Arkansas,136,752.0044235554327,"6,867","6,124",743,10.8,76.18762142
169,St Francis,Arkansas,3465,12341.501638410027,,,,,
170,Saline,Arkansas,7058,6419.748594713576,"54,388","51,067","3,321",6.1,78.14668886
171,Scott,Arkansas,725,6407.423773751657,"4,647","4,335",312,6.7,75.94872006
172,Searcy,Arkansas,99,1227.2220156191893,"3,219","2,955",264,8.2,76.43333333
173,Sebastian,Arkansas,12100,9482.015516025389,"59,025","54,392","4,633",7.8,76.17133418
174,Sevier,Arkansas,885,5098.219943545135,"6,131","5,593",538,8.8,75.32708759
175,Sharp,Arkansas,480,5657.041838538597,"6,105","5,486",619,10.1,75.56846979
176,Stone,Arkansas,484,3825.784522962611,"5,052","4,636",416,8.2,76.81551882
177,Union,Arkansas,3271,8234.731383112632,"16,755","15,211","1,544",9.2,74.0167417
178,Van Buren,Arkansas,733,4274.55096804292,"6,604","5,935",669,10.1,77.18606252
179,Washington,Arkansas,15210,7301.652833050901,"105,383","99,464","5,919",5.6,78.08686934
180,White,Arkansas,5436,6928.017944535074,"36,246","33,396","2,850",7.9,75.909994
181,Woodruff,Arkansas,148,3765.90330788804,"3,383","3,038",345,10.2,73.4148934
182,Yell,Arkansas,1048,4732.6589595375735,"9,266","8,642",624,6.7,75.49435612
183,Alameda,California ,148397,9610.818736553323,,,,,
184,Alpine,California ,102,9172.661870503596,,,,,
185,Amador,California ,1856,4845.320454248793,,,,,
186,Butte,California ,12748,5734.360732134101,,,,,
187,Calaveras,California ,2502,5502.529140092371,,,,,
188,Colusa,California ,1204,5535.886707434825,,,,,
189,Contra Costa,California ,74506,6924.465279158945,,,,,
190,Del Norte,California ,1690,5842.696629213483,,,,,
191,El Dorado,California ,6802,3724.755771673895,,,,,
192,Fresno,California ,94329,10009.794485587889,,,,,
193,Glenn,California ,1627,5731.0930289901025,,,,,
194,Humboldt,California ,10526,7739.079927358816,,,,,
195,Imperial,California ,13538,7923.075122316642,,,,,
196,Inyo,California ,816,4375.569735642662,,,,,
197,Kern,California ,80063,9313.896566807196,,,,,
198,Kings,California ,8448,5443.614642601697,,,,,
199,Lake,California ,4627,7127.343304733591,,,,,
200,Lassen,California ,1335,3867.6594142016975,,,,,
201,Los Angeles,California ,555854,5569.256921093261,,,,,
202,Madera,California ,9913,6422.707864950143,,,,,
203,Marin,California ,11204,4352.8259957419705,,,,,
204,Mariposa,California ,816,4444.444444444444,,,,,
205,Mendocino,California ,4222,4777.909805918633,,,,,
206,Merced,California ,23931,9123.244430211811,,,,,
207,Modoc,California ,447,4653.826132222801,,,,,
208,Mono,California ,605,4189.170475003462,,,,,
209,Monterey,California ,24392,5728.376505953361,,,,,
210,Napa,California ,6707,4812.43901038976,,,,,
211,Nevada,California ,4186,4205.93613729076,,,,,
212,Orange,California ,149518,4848.0568441620035,,,,,
213,Placer,California ,15147,4202.247191011236,,,,,
214,Plumas,California ,1090,5464.206938038901,,,,,
215,Riverside,California ,150571,6661.29000861799,,,,,
216,Sacramento,California ,113216,7811.113671518716,,,,,
217,San Benito,California ,2492,4403.449250777495,,,,,
218,San Bernardino,California ,144629,6938.210022503886,,,,,
219,San Diego,California ,163272,5151.857558421134,,,,,
220,San Francisco,California ,92035,11218.81411033896,,,,,
221,San Joaquin,California ,71184,10130.502227219036,,,,,
222,San Luis Obispo,California ,14403,5247.166573767447,,,,,
223,San Mateo,California ,32332,4405.192710149982,,,,,
224,Santa Barbara,California ,23668,5493.505649481474,,,,,
225,Santa Clara,California ,106180,5814.399207953758,,,,,
226,Santa Cruz,California ,19543,7326.36298542825,,,,,
227,Shasta,California ,15191,8466.584551590375,,,,,
228,Sierra,California ,145,4614.894971355824,,,,,
229,Siskiyou,California ,1848,4113.980409617097,,,,,
230,Solano,California ,30190,7182.400620460446,,,,,
231,Sonoma,California ,20674,4196.556525834176,,,,,
232,Stanislaus,California ,49989,9552.099057955784,,,,,
233,Sutter,California ,6315,6591.926846835561,,,,,
234,Tehama,California ,3727,5806.109890794661,,,,,
235,Trinity,California ,416,3003.610108303249,,,,,
236,Tulare,California ,35025,7724.643210805017,,,,,
237,Tuolumne,California ,2615,4714.854948343941,,,,,
238,Ventura,California ,35298,4204.725760109782,,,,,
239,Yolo,California ,13130,6438.546938135029,,,,,
240,Yuba,California ,4623,6311.176639226767,,,,,
241,Adams,Colorado ,28909,6316.339149547945,,,,,
242,Alamosa,Colorado ,646,4056.0055252087654,,,,,
243,Arapahoe,Colorado ,35756,6029.272898961284,,,,,
244,Archuleta,Colorado ,447,3670.252073240824,,,,,
245,Baca,Colorado ,34,883.5758835758836,,,,,
246,Bent,Colorado ,206,3251.2626262626263,,,,,
247,Boulder,Colorado ,14400,4767.7383041419735,,,,,
248,Broomfield,Colorado ,2502,4303.035514661622,,,,,
249,Chaffee,Colorado ,567,3118.811881188118,,,,,
250,Cheyenne,Colorado ,45,2365.930599369085,,,,,
251,Clear Creek,Colorado ,354,3874.3570099595063,,,,,
252,Conejos,Colorado ,109,1296.6928384487273,,,,,
253,Costilla,Colorado ,38,1023.4311877188256,,,,,
254,Crowley,Colorado ,26,447.11951848667235,,,,,
255,Custer,Colorado ,113,2650.715458597232,,,,,
256,Delta,Colorado ,1219,3948.561803576056,,,,,
257,Denver,Colorado ,55274,8793.96065516391,,,,,
258,Dolores,Colorado ,54,2591.1708253358925,,,,,
259,Douglas,Colorado ,6677,2254.151629423819,,,,,
260,Eagle,Colorado ,1867,3551.3876471819067,,,,,
261,Elbert,Colorado ,238,1040.8921933085498,,,,,
262,El Paso,Colorado ,48099,7457.613979053126,,,,,
263,Fremont,Colorado ,1946,4053.9977500937457,,,,,
264,Garfield,Colorado ,2189,4584.389201868102,,,,,
265,Gilpin,Colorado ,483,8713.69294605809,,,,,
266,Grand,Colorado ,100,5399.5680345572355,,,,,
267,Gunnison,Colorado ,712,4557.966839510915,,,,,
268,Hinsdale,Colorado ,20,2378.1212841854936,,,,,
269,Huerfano,Colorado ,364,5506.807866868381,,,,,
270,Jackson,Colorado ,17,1223.9020878329734,,,,,
271,Jefferson,Colorado ,32369,5913.733915772818,,,,,
272,Kiowa,Colorado ,6,412.9387474191328,,,,,
273,Kit Carson,Colorado ,258,3125.3785584494244,,,,,
274,Lake,Colorado ,156,2071.7131474103585,,,,,
275,La Plata,Colorado ,1860,3533.7703049301795,,,,,
276,Larimer,Colorado ,16719,5397.543841524833,,,,,
277,Las Animas,Colorado ,370,2427.025254181699,,,,,
278,Lincoln,Colorado ,149,2694.8815337312353,,,,,
279,Logan,Colorado ,1149,5010.465724751439,,,,,
280,Mesa,Colorado ,9553,6437.374914925302,,,,,
281,Mineral,Colorado ,2,278.55153203342616,,,,,
282,Moffat,Colorado ,606,4443.792623010926,,,,,
283,Montezuma,Colorado ,941,3648.135225246181,,,,,
284,Montrose,Colorado ,2009,4831.88224541825,,,,,
285,Morgan,Colorado ,1048,3668.8254857342895,,,,,
286,Otero,Colorado ,692,3703.7037037037044,,,,,
287,Ouray,Colorado ,58,1659.0389016018305,,,,,
288,Park,Colorado ,184,1128.0039234919075,,,,,
289,Phillips,Colorado ,32,717.4887892376681,,,,,
290,Pitkin,Colorado ,856,4936.84756906396,,,,,
291,Prowers,Colorado ,674,5297.492729702114,,,,,
292,Pueblo,Colorado ,16485,10128.036567833575,,,,,
293,Rio Blanco,Colorado ,186,2705.061082024433,,,,,
294,Rio Grande,Colorado ,499,4116.822044385777,,,,,
295,Routt,Colorado ,843,3717.9147922730876,,,,,
296,Saguache,Colorado ,199,3151.7263224580297,,,,,
297,San Juan,Colorado ,34,4843.304843304843,,,,,
298,San Miguel,Colorado ,242,3186.7263629180934,,,,,
299,Sedgwick,Colorado ,50,2085.9407592824364,,,,,
300,Summit,Colorado ,1799,6343.665150393173,,,,,
301,Teller,Colorado ,585,2470.543519574306,,,,,
302,Washington,Colorado ,187,3866.8320926385436,,,,,
303,Weld,Colorado ,12299,4962.455768012556,,,,,
304,Yuma,Colorado ,114,1113.28125,,,,,
305,Fairfield,Connecticut,38157,4189.821753868148,"473,705","436,901","36,804",7.8,81.70137767
306,Hartford,Connecticut,50616,5790.886926914879,"471,204","430,874","40,330",8.6,80.06785262
307,Litchfield,Connecticut,4990,4228.3118951988745,"106,126","98,059","8,067",7.6,80.70343257
308,Middlesex,Connecticut,4048,3742.880390561432,"91,837","85,251","6,586",7.2,81.0620773
309,New Haven,Connecticut,55584,6864.154354559061,"456,726","415,190","41,536",9.1,79.83479992
310,New London,Connecticut,7911,5404.020738979854,"140,123","128,037","12,086",8.6,80.10099366
311,Tolland,Connecticut,1662,3988.6723624844,"84,431","78,216","6,215",7.4,81.65170662
312,Windham,Connecticut,1812,4232.062780269058,"63,265","57,308","5,957",9.4,79.10057237
313,Kent,Delaware,14378,8628.025179575501,"74,273","68,382","5,891",7.9,77.42798592
314,New Castle,Delaware,42342,7727.770477441963,"278,297","258,807","19,490",7.0,78.78485833
315,Sussex,Delaware,15022,7417.209387297621,"93,002","86,269","6,733",7.2,78.92376159
316,District of Columbia,District of Columbia,77297,12224.29043384473,,,,,
317,Alachua,Florida,20303,8032.298519980852,"130,007","121,373","8,634",6.6,78.66691170000001
318,Baker,Florida,722,2623.165237610813,"11,347","10,374",973,8.6,75.21090181
319,Bay,Florida,16542,9607.722420342212,"86,694","79,206","7,488",8.6,76.93231127
320,Bradford,Florida,1350,4925.748896267377,"11,152","10,307",845,7.6,76.07169347
321,Brevard,Florida,39308,7134.1584041612905,"262,648","237,972","24,676",9.4,78.75595524
322,Broward,Florida,151498,8395.748093197913,"963,563","886,780","76,783",8.0,79.90247025
323,Calhoun,Florida,268,1792.5222393150962,"5,093","4,627",466,9.1,76.1159358
324,Charlotte,Florida,7819,4805.747967129889,"65,886","59,621","6,265",9.5,80.62552740000001
325,Citrus,Florida,6592,4748.800553258317,"51,550","46,006","5,544",10.8,77.18803903
326,Clay,Florida,10214,5238.083027769943,"96,340","89,002","7,338",7.6,78.13698245
327,Collier,Florida,12736,3829.097654617556,"152,762","139,883","12,879",8.4,83.05113132
328,Columbia,Florida,5251,7676.2272315293985,"28,041","25,567","2,474",8.8,75.23268037
329,De Soto,Florida,1960,5541.419281877297,,,,,
330,Dixie,Florida,988,5912.273352881335,"5,809","5,215",594,10.2,75.14748723
331,Duval,Florida,85252,9659.309146159765,"456,398","416,680","39,718",8.7,76.50948101
332,Escambia,Florida,33934,11192.137073500551,"139,701","127,948","11,753",8.4,76.34272031
333,Flagler,Florida,4404,4461.780051669115,"42,156","37,998","4,158",9.9,79.58052377
334,Franklin,Florida,635,5402.416198740854,"5,051","4,724",327,6.5,76.62181369
335,Gadsden,Florida,2783,6032.950357684804,"18,900","16,952","1,948",10.3,74.92166198
336,Gilchrist,Florida,560,3249.013692271989,"6,717","6,108",609,9.1,76.71005446
337,Glades,Florida,466,3638.635121417975,"5,701","5,262",439,7.7,79.50864825
338,Gulf,Florida,674,4196.762141967623,"6,091","5,598",493,8.1,76.34124612
339,Hamilton,Florida,773,5198.036446775604,"5,175","4,717",458,8.9,75.87337283
340,Hardee,Florida,1624,5745.215268687869,"11,844","10,792","1,052",8.9,78.51263301
341,Hendry,Florida,3060,7722.982181616275,"17,004","14,830","2,174",12.8,77.19824622
342,Hernando,Florida,10293,5866.428050337408,"66,289","59,281","7,008",10.6,77.36626997
343,Highlands,Florida,5484,6024.321385022686,"37,385","33,542","3,843",10.3,78.88005840000001
344,Hillsborough,Florida,70246,5466.304248863684,"668,540","615,740","52,800",7.9,78.47878757
345,Holmes,Florida,595,2953.73312152502,"7,166","6,534",632,8.8,74.85158492
346,Indian River,Florida,8443,5996.917372806114,"62,012","55,217","6,795",11.0,80.34862652
347,Jackson,Florida,2111,4305.615044157539,"18,067","16,502","1,565",8.7,76.45046613
348,Jefferson,Florida,530,3567.101897967425,"5,505","4,996",509,9.2,76.85052854
349,Lafayette,Florida,189,2085.172109443954,"3,485","3,286",199,5.7,76.98760841
350,Lake,Florida,16643,5454.467990272871,"134,048","122,203","11,845",8.8,79.38193859
351,Lee,Florida,34556,5399.847486655081,"292,354","266,535","25,819",8.8,80.96725670000001
352,Leon,Florida,25811,9160.503116082964,"149,342","138,903","10,439",7.0,79.05299144
353,Levy,Florida,2141,5259.9253144654085,"16,732","15,176","1,556",9.3,75.54071737
354,Liberty,Florida,132,1566.3937344250626,"2,747","2,529",218,7.9,76.25417642
355,Madison,Florida,1284,6626.754748142032,"7,999","7,313",686,8.6,75.51390974
356,Manatee,Florida,25668,7740.511329710559,"150,763","138,509","12,254",8.1,80.3513298
357,Marion,Florida,17870,5301.632321266458,"130,450","117,140","13,310",10.2,77.64067440000001
358,Martin,Florida,7251,4849.940136582233,"67,147","61,568","5,579",8.3,81.21830391
359,Miami-Dade,Florida,261660,10104.173464631724,"1,282,458","1,176,385","106,073",8.3,80.59605671
360,Monroe,Florida,7450,9949.11926924053,"43,928","41,431","2,497",5.7,78.82083254
361,Nassau,Florida,3074,4087.3854827343202,"35,950","33,059","2,891",8.0,77.96033184
362,Okaloosa,Florida,11858,6375.782993252144,"91,453","85,311","6,142",6.7,78.47853186
363,Okeechobee,Florida,3172,7795.9103421156115,"18,321","16,495","1,826",10.0,76.08714022
