,COUNTY,STATE,Crime_Count,Crime_rate,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Age
58,Shelby,Alabama,7800,4016.581271,99773.0,92015.0,7758.0,7.8,78.88481176
59,Sumter,Alabama,619,11308.00146,4761.0,4051.0,710.0,14.9,74.41941922
60,Talladega,Alabama,8278,10267.03214,37787.0,32348.0,5439.0,14.4,73.78932976
61,Tallapoosa,Alabama,3027,7457.134411,18149.0,15687.0,2462.0,13.6,74.71988988
62,Tuscaloosa,Alabama,18897,10387.93269,89100.0,80043.0,9057.0,10.2,75.52198664
63,Walker,Alabama,5726,8288.100511,28190.0,24910.0,3280.0,11.6,71.9017345
64,Washington,Alabama,384,2234.8969850000008,6935.0,5889.0,1046.0,15.1,74.57946109999999
65,Wilcox,Alabama,414,3224.047971,3648.0,2698.0,950.0,26.0,72.27457877
66,Winston,Alabama,1188,4953.921855,9519.0,7832.0,1687.0,17.7,74.37897908
67,Aleutians East,Alaska ,0,0.0,,,,,
68,Aleutians West,Alaska ,128,3310.059478,,,,,
69,Anchorage,Alaska ,26149,9230.144723,,,,,
70,Bethel,Alaska ,429,6515.795869,,,,,
71,Bristol Bay,Alaska ,101,10825.29475,,,,,
72,Dillingham,Alaska ,178,7221.095334999999,,,,,
73,Fairbanks North Star,Alaska ,3775,9925.329968,,,,,
74,Haines,Alaska ,116,5103.387593,,,,,
75,Juneau,Alaska ,3179,10246.90562,,,,,
76,Kenai Peninsula,Alaska ,1966,9195.939941,,,,,
77,Ketchikan Gateway,Alaska ,1008,13970.89397,,,,,
78,Kodiak Island,Alaska ,471,7582.099163,,,,,
79,Lake and Peninsula,Alaska ,0,0.0,,,,,
80,Matanuska-Susitna,Alaska ,1599,7273.471616,,,,,
81,Nome,Alaska ,198,5523.012552,,,,,
82,North Slope,Alaska ,338,5135.997569,,,,,
83,Northwest Arctic,Alaska ,145,4549.733291,,,,,
84,Prince of Wales-Outer Ketchikan,Alaska ,76,6608.695652,,,,,
85,Sitka,Alaska ,575,6463.579137,,,,,
86,Skagway-Hoonah-Angoon,Alaska ,50,5586.592179,,,,,
87,Southeast Fairbanks,Alaska ,0,0.0,,,,,
88,Valdez-Cordova,Alaska ,318,5320.394847,,,,,
89,Wade Hampton,Alaska ,0,0.0,,,,,
90,Wrangell-Petersburg,Alaska ,394,8308.730493000001,,,,,
91,Yakutat,Alaska ,0,0.0,,,,,
92,Yukon-Koyukuk,Alaska ,0,0.0,,,,,
93,Apache,Arizona,712,1080.949778,22938.0,19319.0,3619.0,15.8,74.21224472
94,Cochise,Arizona,8705,6758.750272,63049.0,58022.0,5027.0,8.0,78.48252272
95,Coconino,Arizona,9216,7584.061620999999,74805.0,68429.0,6376.0,8.5,78.73865876
96,Gila,Arizona,2846,5644.249648,23275.0,20629.0,2646.0,11.4,76.18139979
97,Graham,Arizona,3545,9745.168651,15246.0,12952.0,2294.0,15.0,77.21309716
98,Greenlee,Arizona,232,2952.405192,4396.0,3564.0,832.0,18.9,77.85281981
99,La Paz,Arizona,1530,7686.510926999998,7702.0,6941.0,761.0,9.9,79.95640195
100,Maricopa,Arizona,327330,8148.6163430000015,1966607.0,1787374.0,179233.0,9.1,79.45238041
101,Mohave,Arizona,14444,7256.796337999999,91554.0,81120.0,10434.0,11.4,75.34516346
102,Navajo,Arizona,5847,5163.689031,41199.0,34893.0,6306.0,15.3,75.58333671
103,Pima,Arizona,58602,5744.111506,485850.0,441837.0,44013.0,9.1,78.70133041
104,Pinal,Arizona,22295,6511.808586,126779.0,111192.0,15587.0,12.3,79.51791963
105,Santa Cruz,Arizona,2397,5683.327011,18594.0,15655.0,2939.0,15.8,81.29109702
106,Yavapai,Arizona,10521,4806.370119,98309.0,88034.0,10275.0,10.5,78.8450198
107,Yuma,Arizona,10443,6143.880829,87808.0,67617.0,20191.0,23.0,79.95640195
108,Arkansas,Arkansas,1555,8116.713643999998,12305.0,10377.0,1928.0,15.7,74.47145652
109,Ashley,Arkansas,1179,5330.982094,9344.0,8359.0,985.0,10.5,74.71297652
110,Baxter,Arkansas,2641,6183.418791,17328.0,15715.0,1613.0,9.3,76.67983052
111,Benton,Arkansas,10154,4675.319892,107694.0,100774.0,6920.0,6.4,79.24553129
112,Boone,Arkansas,1999,5351.072088,16987.0,15712.0,1275.0,7.5,77.02153371
113,Bradley,Arkansas,477,4285.714286,5486.0,4951.0,535.0,9.8,74.30812708
114,Calhoun,Arkansas,94,1732.3995579999996,2583.0,2365.0,218.0,8.4,75.42212497
115,Carroll,Arkansas,1577,5648.685436,14013.0,13160.0,853.0,6.1,77.83287443
116,Chicot,Arkansas,633,5351.707812,4873.0,4331.0,542.0,11.1,73.27772671
117,Clark,Arkansas,1576,6559.833507,10782.0,9910.0,872.0,8.1,75.75143393
118,Clay,Arkansas,447,2841.884417,6671.0,5914.0,757.0,11.3,74.80207671
119,Cleburne,Arkansas,1545,6024.566192,11794.0,10911.0,883.0,7.5,77.15161335
120,Cleveland,Arkansas,228,2616.779525,4043.0,3715.0,328.0,8.1,75.98466733
121,Columbia,Arkansas,1542,6401.527732000001,10618.0,9584.0,1034.0,9.7,74.49881305
122,Conway,Arkansas,1579,7560.088097,10265.0,9491.0,774.0,7.5,76.09607672
123,Craighead,Arkansas,8217,8853.190251,46769.0,43482.0,3287.0,7.0,75.88660138
124,Crawford,Arkansas,2057,6876.608831999999,27945.0,25758.0,2187.0,7.8,75.80354989
125,Crittenden,Arkansas,7869,14863.71621,22055.0,19652.0,2403.0,10.9,72.19318722
126,Cross,Arkansas,1518,8070.175439,8537.0,7824.0,713.0,8.4,73.97230534
127,Dallas,Arkansas,402,4980.79544,3940.0,3539.0,401.0,10.2,74.19937182
128,Desha,Arkansas,732,8171.466845,5593.0,4960.0,633.0,11.3,73.61865274
129,Drew,Arkansas,1254,6691.211782,8224.0,7318.0,906.0,11.0,75.62523289
130,Faulkner,Arkansas,8277,7538.251365999998,56404.0,52485.0,3919.0,6.9,77.28161762
131,Franklin,Arkansas,720,3933.136676,8183.0,7589.0,594.0,7.3,75.71498468
132,Fulton,Arkansas,311,2925.682032,5253.0,4861.0,392.0,7.5,76.09659613
133,Garland,Arkansas,13748,13897.39702,42565.0,39321.0,3244.0,7.6,75.64733516
134,Grant,Arkansas,754,4212.525839,8520.0,7913.0,607.0,7.1,75.98421783
135,Greene,Arkansas,4278,10379.46429,18767.0,16880.0,1887.0,10.1,74.98735259
136,Hempstead,Arkansas,1699,7413.386856999998,10703.0,9819.0,884.0,8.3,75.09520487
137,Hot Spring,Arkansas,0,0.0,15337.0,14017.0,1320.0,8.6,75.69779544
138,Howard,Arkansas,873,6153.520829,6227.0,5727.0,500.0,8.0,74.737279
139,Independence,Arkansas,3123,8968.983343,16876.0,15394.0,1482.0,8.8,75.70827005
140,Izard,Arkansas,234,1798.3399940000004,5349.0,4859.0,490.0,9.2,75.99946177
141,Jackson,Arkansas,1444,8981.775206999999,7643.0,6807.0,836.0,10.9,73.85482859999999
142,Jefferson,Arkansas,11238,14603.14985,35629.0,32128.0,3501.0,9.8,74.05269946
143,Johnson,Arkansas,1152,4573.243351,11562.0,10731.0,831.0,7.2,76.41868912
144,Lafayette,Arkansas,376,4915.675252,2991.0,2706.0,285.0,9.5,74.07463142
145,Lawrence,Arkansas,561,3331.551755,7321.0,6648.0,673.0,9.2,74.77669743
146,Lee,Arkansas,537,5044.148037,3534.0,3209.0,325.0,9.2,73.41115047
147,Lincoln,Arkansas,313,2515.672721,4989.0,4495.0,494.0,9.9,76.06939213
148,Little River,Arkansas,506,3962.101637,6774.0,6366.0,408.0,6.0,74.98552094
149,Logan,Arkansas,1145,5052.28787,10120.0,9186.0,934.0,9.2,75.52443341
150,Lonoke,Arkansas,4111,6425.144179,32345.0,30321.0,2024.0,6.3,75.62564446
151,Madison,Arkansas,215,1601.131963,7396.0,6896.0,500.0,6.8,76.45660896
152,Marion,Arkansas,640,3784.518952,6711.0,5917.0,794.0,11.8,76.61453186
153,Miller,Arkansas,4335,14284.3021,19952.0,18825.0,1127.0,5.6,75.54886097
154,Mississippi,Arkansas,5373,11563.04474,21532.0,18532.0,3000.0,13.9,72.45404639
155,Monroe,Arkansas,377,4496.6603049999985,3717.0,3415.0,302.0,8.1,73.49388131
156,Montgomery,Arkansas,50,551.9372999,4168.0,3874.0,294.0,7.1,76.88961488
157,Nevada,Arkansas,355,3895.96137,4250.0,3855.0,395.0,9.3,74.62623616
158,Newton,Arkansas,311,3750.15073,3459.0,3184.0,275.0,8.0,77.32674053
159,Ouachita,Arkansas,1665,6512.555738,12136.0,11162.0,974.0,8.0,73.33383945
160,Perry,Arkansas,298,2874.505643,4724.0,4353.0,371.0,7.9,75.31092842
161,Phillips,Arkansas,2066,15864.24019,8841.0,8001.0,840.0,9.5,70.98740235
162,Pike,Arkansas,258,2437.872059,5051.0,4664.0,387.0,7.7,75.82206209
163,Poinsett,Arkansas,1814,7338.187701999998,10542.0,9607.0,935.0,8.9,72.34041796
164,Polk,Arkansas,889,4371.342873,8797.0,8125.0,672.0,7.6,75.60524573
165,Pope,Arkansas,4526,7440.407693999998,29573.0,27343.0,2230.0,7.5,76.82442375
166,Prairie,Arkansas,243,3102.655771,4294.0,3956.0,338.0,7.9,75.94490122
167,Pulaski,Arkansas,62815,16531.13322,189945.0,177280.0,12665.0,6.7,76.10379931
168,Randolph,Arkansas,296,1626.105587,7664.0,6956.0,708.0,9.2,75.97187205
169,St Francis,Arkansas,3410,13049.63453,,,,,
170,Saline,Arkansas,4361,9511.657833,49591.0,46320.0,3271.0,6.6,77.86704099
171,Scott,Arkansas,480,4393.994874,4913.0,4577.0,336.0,6.8,75.78872584
172,Searcy,Arkansas,113,1402.681231,3569.0,3294.0,275.0,7.7,76.27408361
173,Sebastian,Arkansas,12689,10331.96811,60582.0,55949.0,4633.0,7.6,76.22412002
174,Sevier,Arkansas,1034,6201.271441,7570.0,7126.0,444.0,5.9,75.11592709
175,Sharp,Arkansas,458,5069.175429,6248.0,5673.0,575.0,9.2,75.62925796
176,Stone,Arkansas,358,2933.704827,4597.0,4191.0,406.0,8.8,76.55154549999999
177,Union,Arkansas,4226,10242.11725,19175.0,17192.0,1983.0,10.3,73.47241762
178,Van Buren,Arkansas,597,3578.707589,7029.0,6294.0,735.0,10.5,77.01666568
179,Washington,Arkansas,13996,6955.605584,99482.0,93231.0,6251.0,6.3,77.78513524
180,White,Arkansas,5513,7251.943542,34059.0,31269.0,2790.0,8.2,75.78673228
181,Woodruff,Arkansas,152,4075.067024,3368.0,2997.0,371.0,11.0,73.10182784
182,Yell,Arkansas,931,4201.832378,10643.0,9769.0,874.0,8.2,75.45015343
183,Alameda,California ,135531,9207.431653,,,,,
184,Alpine,California ,150,14381.59156,,,,,
185,Amador,California ,1928,5012.739847,,,,,
186,Butte,California ,14621,6601.707657,,,,,
187,Calaveras,California ,1752,3694.799443,,,,,
188,Colusa,California ,1175,5487.320786,,,,,
189,Contra Costa,California ,70857,6846.265555,,,,,
190,Del Norte,California ,1507,5163.611444,,,,,
191,El Dorado,California ,6357,3577.297078,,,,,
192,Fresno,California ,80960,8812.356456,,,,,
193,Glenn,California ,1240,4374.823596,,,,,
194,Humboldt,California ,9223,7158.268914,,,,,
195,Imperial,California ,12508,7535.484493000001,,,,,
196,Inyo,California ,701,4125.228035,,,,,
197,Kern,California ,73263,8994.666771,,,,,
198,Kings,California ,8292,5478.040273,,,,,
199,Lake,California ,4045,6186.528814,,,,,
200,Lassen,California ,913,2642.62352,,,,,
201,Los Angeles,California ,595982,6042.122163,,,,,
202,Madera,California ,7728,5122.766082,,,,,
203,Marin,California ,11929,4808.800884,,,,,
204,Mariposa,California ,687,3814.971124,,,,,
205,Mendocino,California ,3782,4402.537687,,,,,
206,Merced,California ,20026,8028.641073000002,,,,,
207,Modoc,California ,261,2859.647201,,,,,
208,Mono,California ,915,7195.093182,,,,,
209,Monterey,California ,26734,6562.052808,,,,,
210,Napa,California ,7405,5526.284367,,,,,
211,Nevada,California ,3507,3604.0943,,,,,
212,Orange,California ,136723,4530.427455,,,,,
213,Placer,California ,17334,4915.076417,,,,,
214,Plumas,California ,910,4515.680826,,,,,
215,Riverside,California ,136820,6322.80503,,,,,
216,Sacramento,California ,122580,8700.917152,,,,,
217,San Benito,California ,2718,4977.20156,,,,,
218,San Bernardino,California ,136846,6694.014197,,,,,
219,San Diego,California ,165420,5494.177009,,,,,
220,San Francisco,California ,83044,10255.44764,,,,,
221,San Joaquin,California ,68643,10053.39903,,,,,
222,San Luis Obispo,California ,13430,5041.631942,,,,,
223,San Mateo,California ,35813,5039.066732,,,,,
224,Santa Barbara,California ,21681,5358.453633,,,,,
225,Santa Clara,California ,95937,5428.339603,,,,,
226,Santa Cruz,California ,20615,8181.724373,,,,,
227,Shasta,California ,11867,6537.859756,,,,,
228,Sierra,California ,113,3509.316770000001,,,,,
229,Siskiyou,California ,1981,4459.5020490000015,,,,,
230,Solano,California ,30784,7558.176648999999,,,,,
231,Sonoma,California ,22819,4898.5576310000015,,,,,
232,Stanislaus,California ,48969,9486.604765,,,,,
233,Sutter,California ,4879,5220.080029,,,,,
234,Tehama,California ,3495,5640.007746,,,,,
235,Trinity,California ,348,2413.147493,,,,,
236,Tulare,California ,35913,8318.740270999999,,,,,
237,Tuolumne,California ,2927,5267.894102,,,,,
238,Ventura,California ,34813,4353.279246,,,,,
239,Yolo,California ,12707,6343.160648,,,,,
240,Yuba,California ,3577,4808.700562,,,,,
241,Adams,Colorado ,31738,7188.398181999999,,,,,
242,Alamosa,Colorado ,1304,8416.161095,,,,,
243,Arapahoe,Colorado ,35779,6358.902357,,,,,
244,Archuleta,Colorado ,448,3446.153846,,,,,
245,Baca,Colorado ,58,1537.238272,,,,,
246,Bent,Colorado ,126,2133.062468,,,,,
247,Boulder,Colorado ,15829,5344.872414,,,,,
248,Broomfield,Colorado ,2345,4114.684775,,,,,
249,Chaffee,Colorado ,621,3631.366587,,,,,
250,Cheyenne,Colorado ,6,351.49384889999993,,,,,
251,Clear Creek,Colorado ,333,4236.641221,,,,,
252,Conejos,Colorado ,0,0.0,,,,,
253,Costilla,Colorado ,0,0.0,,,,,
254,Crowley,Colorado ,2,31.04625893,,,,,
255,Custer,Colorado ,112,2755.9055120000007,,,,,
256,Delta,Colorado ,1611,5142.036387,,,,,
257,Denver,Colorado ,49215,8139.015678,,,,,
258,Dolores,Colorado ,38,1894.317049,,,,,
259,Douglas,Colorado ,7224,2446.1104,,,,,
260,Eagle,Colorado ,2454,4568.216087,,,,,
261,Elbert,Colorado ,199,879.6746529999998,,,,,
262,El Paso,Colorado ,41504,6855.666612000001,,,,,
263,Fremont,Colorado ,1698,3576.619273,,,,,
264,Garfield,Colorado ,1975,7346.377026999998,,,,,
265,Gilpin,Colorado ,486,9344.356854,,,,,
266,Grand,Colorado ,664,4757.810261,,,,,
267,Gunnison,Colorado ,1149,7507.350539,,,,,
268,Hinsdale,Colorado ,18,2125.1475800000007,,,,,
269,Huerfano,Colorado ,10,239.9232246,,,,,
270,Jackson,Colorado ,36,2716.981132,,,,,
271,Jefferson,Colorado ,33395,6241.974404,,,,,
272,Kiowa,Colorado ,0,0.0,,,,,
273,Kit Carson,Colorado ,265,3659.210163,,,,,
274,Lake,Colorado ,184,2292.26361,,,,,
275,La Plata,Colorado ,2623,5111.267002000001,,,,,
276,Larimer,Colorado ,18224,6113.241219,,,,,
277,Las Animas,Colorado ,656,4058.401386,,,,,
278,Lincoln,Colorado ,33,735.4579897000001,,,,,
279,Logan,Colorado ,884,4215.546018,,,,,
280,Mesa,Colorado ,9907,6777.6318310000015,,,,,
281,Mineral,Colorado ,4,408.5801839,,,,,
282,Moffat,Colorado ,724,5193.314683,,,,,
283,Montezuma,Colorado ,1326,5179.282869,,,,,
284,Montrose,Colorado ,2313,5578.198481,,,,,
285,Morgan,Colorado ,794,2844.552717,,,,,
286,Otero,Colorado ,954,5247.236126,,,,,
287,Ouray,Colorado ,96,2492.211838,,,,,
288,Park,Colorado ,246,1421.965318,,,,,
289,Phillips,Colorado ,84,1872.492198,,,,,
290,Pitkin,Colorado ,1016,6521.599589,,,,,
291,Prowers,Colorado ,320,2461.727825,,,,,
292,Pueblo,Colorado ,11377,7166.433601999999,,,,,
293,Rio Blanco,Colorado ,188,2940.716409,,,,,
294,Rio Grande,Colorado ,358,3247.460087,,,,,
295,Routt,Colorado ,1161,5139.6697509999985,,,,,
296,Saguache,Colorado ,133,1846.709247,,,,,
297,San Juan,Colorado ,32,5797.101449,,,,,
298,San Miguel,Colorado ,304,3959.364418,,,,,
299,Sedgwick,Colorado ,38,1638.637344,,,,,
300,Summit,Colorado ,1995,7591.901970999998,,,,,
301,Teller,Colorado ,541,2480.172374,,,,,
302,Washington,Colorado ,150,3364.73755,,,,,
303,Weld,Colorado ,13385,5274.668979,,,,,
304,Yuma,Colorado ,126,1303.133726,,,,,
305,Fairfield,Connecticut,40256,4584.699522,471953.0,436665.0,35288.0,7.5,81.46393543
306,Hartford,Connecticut,54712,6387.58908,464754.0,425976.0,38778.0,8.3,79.60199035
307,Litchfield,Connecticut,4314,3704.689687,105724.0,97384.0,8340.0,7.9,80.40190256
308,Middlesex,Connecticut,5432,4999.861933,95148.0,88811.0,6337.0,6.7,80.66724798
309,New Haven,Connecticut,59423,7477.365815000001,450853.0,412211.0,38642.0,8.6,79.54714026
310,New London,Connecticut,8290,5980.766317000001,150961.0,139704.0,11257.0,7.5,79.55667915
311,Tolland,Connecticut,1667,3938.663642,86559.0,80813.0,5746.0,6.6,81.16352406
312,Windham,Connecticut,1959,4754.046643,65133.0,59411.0,5722.0,8.8,78.65270014
313,Kent,Delaware,13601,8542.375862,73786.0,67788.0,5998.0,8.1,76.94934141
314,New Castle,Delaware,42665,7993.0981900000015,271289.0,248704.0,22585.0,8.3,78.3388979
315,Sussex,Delaware,14828,7717.650978,92424.0,84819.0,7605.0,8.2,78.23080685
316,District of Columbia,District of Columbia,73223,12210.81385,,,,,
317,Alachua,Florida,25710,10664.95209,129815.0,120579.0,9236.0,7.1,77.99649115
318,Baker,Florida,885,3353.797181,12111.0,10887.0,1224.0,10.1,74.90425604
319,Bay,Florida,16324,9933.790955,88810.0,80695.0,8115.0,9.1,76.39549938
320,Bradford,Florida,1577,5419.430221000001,12473.0,11467.0,1006.0,8.1,75.41950912
321,Brevard,Florida,43244,8027.533154000002,266755.0,238983.0,27772.0,10.4,78.5474095
322,Broward,Florida,156368,8938.021229,980551.0,891041.0,89510.0,9.1,79.15777882
323,Calhoun,Florida,234,1725.2820170000002,5917.0,5413.0,504.0,8.5,75.64019599
324,Charlotte,Florida,9248,6180.165731,68858.0,60681.0,8177.0,11.9,80.03731569
325,Citrus,Florida,7234,5061.147958,56762.0,49892.0,6870.0,12.1,76.87810881
326,Clay,Florida,11380,6034.094223,94785.0,85993.0,8792.0,9.3,77.71662153
327,Collier,Florida,13840,4323.743412,143337.0,127434.0,15903.0,11.1,82.46436037
328,Columbia,Florida,5195,7421.110524,31597.0,28674.0,2923.0,9.3,75.02427439
329,De Soto,Florida,2916,8605.069791,,,,,
330,Dixie,Florida,1360,9093.340465,5582.0,4944.0,638.0,11.4,74.95935356
331,Duval,Florida,104824,12308.06804,441641.0,395185.0,46456.0,10.5,75.82641271
332,Escambia,Florida,31053,10310.54828,137044.0,123507.0,13537.0,9.9,75.83401952
333,Flagler,Florida,5180,5361.486312,32733.0,27910.0,4823.0,14.7,79.52285936
334,Franklin,Florida,655,5812.405715,4919.0,4555.0,364.0,7.4,76.27606476
335,Gadsden,Florida,2588,6377.211572,21270.0,19147.0,2123.0,10.0,74.54832892
336,Gilchrist,Florida,592,3410.138249,7712.0,6993.0,719.0,9.3,76.38891536
337,Glades,Florida,503,4513.639627000001,4843.0,4394.0,449.0,9.3,78.89135797
338,Gulf,Florida,498,3181.498754,6361.0,5753.0,608.0,9.6,76.10821016
339,Hamilton,Florida,799,5572.215636,4848.0,4306.0,542.0,11.2,75.48309827
340,Hardee,Florida,1774,6146.916147,11962.0,10701.0,1261.0,10.5,77.95286097
341,Hendry,Florida,3212,8138.444777,17192.0,14744.0,2448.0,14.2,76.36806847
342,Hernando,Florida,11714,6681.611025,62318.0,54056.0,8262.0,13.3,76.95612551
343,Highlands,Florida,6358,6318.57211,40483.0,36113.0,4370.0,10.8,78.67214829
344,Hillsborough,Florida,100150,8403.530574,596872.0,533687.0,63185.0,10.6,77.62635522
345,Holmes,Florida,617,3205.860958,8884.0,8173.0,711.0,8.0,74.74069798
346,Indian River,Florida,8974,6726.128017,62299.0,54261.0,8038.0,12.9,79.76734880000001
347,Jackson,Florida,2318,4762.589632,21958.0,20328.0,1630.0,7.4,76.00803925
348,Jefferson,Florida,645,4413.878054,6578.0,6042.0,536.0,8.1,76.45320714
349,Lafayette,Florida,200,2482.0054600000008,3074.0,2844.0,230.0,7.5,76.67489332
350,Lake,Florida,18307,5770.418842,135874.0,120749.0,15125.0,11.1,78.56809763
351,Lee,Florida,41090,6766.949487000001,278817.0,244526.0,34291.0,12.3,80.15372522
352,Leon,Florida,25728,9727.841257,147363.0,136962.0,10401.0,7.1,78.82286208
353,Levy,Florida,3048,7680.48381,16742.0,14824.0,1918.0,11.5,75.31360203
354,Liberty,Florida,0,0.0,3867.0,3644.0,223.0,5.8,75.86413686
355,Madison,Florida,1370,7308.6156310000015,7140.0,6378.0,762.0,10.7,75.27101655
356,Manatee,Florida,31666,9924.716826,142403.0,125901.0,16502.0,11.6,79.81980259
357,Marion,Florida,20795,6199.579043,135282.0,118007.0,17275.0,12.8,77.43863881
358,Martin,Florida,8397,6051.106883,62927.0,56024.0,6903.0,11.0,80.57168131
359,Miami-Dade,Florida,285296,11492.67025,1209622.0,1083804.0,125818.0,10.4,79.72324294
360,Monroe,Florida,8891,12548.33884,45385.0,42279.0,3106.0,6.8,78.19440183
361,Nassau,Florida,4262,6031.0182829999985,35920.0,32469.0,3451.0,9.6,77.24275028
362,Okaloosa,Florida,11419,6375.660933,96418.0,89500.0,6918.0,7.2,77.91867325
363,Okeechobee,Florida,3242,7999.802595999998,18199.0,16040.0,2159.0,11.9,75.82276055
364,Orange,Florida,127629,11774.43609,596021.0,533867.0,62154.0,10.4,79.00347575
365,Osceola,Florida,23404,8550.43713,138807.0,123212.0,15595.0,11.2,78.70394239
