,COUNTY,STATE,Crime_Count,Crime_rate, Civilian_labor_force_2014 , Employed_2014 , Unemployed_2014 ,Unemployment_rate_2014,Age
93,Apache,Arizona,1091,1504.66155458708,"21,129","17,823","3,306",15.6,74.28083521
94,Cochise,Arizona,5317,4975.529416168365,"50,772","46,508","4,264",8.4,78.82568184
95,Coconino,Arizona,9811,7099.02895761277,"71,960","66,866","5,094",7.1,79.39500367
96,Gila,Arizona,2848,5442.280866025874,"21,332","19,562","1,770",8.3,76.26265371
97,Graham,Arizona,717,2534.912497790348,"14,387","13,320","1,067",7.4,77.51518324
98,Greenlee,Arizona,374,4020.640722425285,"4,702","4,397",305,6.5,78.25067376
99,La Paz,Arizona,1160,6680.873121004435,"7,924","7,324",600,7.6,80.68009173
100,Maricopa,Arizona,281793,6894.662693859095,"1,954,459","1,841,230","113,229",5.8,80.05669046
101,Mohave,Arizona,13535,6752.610493861036,"78,060","71,264","6,796",8.7,75.70979169
102,Navajo,Arizona,4422,4093.3831969489393,"41,527","36,937","4,590",11.1,75.71379494
103,Pima,Arizona,98838,9810.028585040494,"461,348","433,561","27,787",6.0,79.4578924
104,Pinal,Arizona,16706,4281.229578565662,"153,156","142,463","10,693",7.0,80.17215444
105,Santa Cruz,Arizona,1690,3596.892625305949,"20,217","17,608","2,609",12.9,81.97463277
106,Yavapai,Arizona,7694,6084.5221902381945,"93,950","87,992","5,958",6.3,79.02284263
107,Yuma,Arizona,12070,5920.991312282011,"93,020","71,756","21,264",22.9,80.68009173
108,Arkansas,Arkansas,1549,8282.979519811774,"9,466","8,958",508,5.4,74.57059047
109,Ashley,Arkansas,1503,7114.4561204203355,"8,476","7,692",784,9.2,74.71536326
110,Baxter,Arkansas,2547,6247.393853172754,"15,986","14,919","1,067",6.7,76.94078823
111,Benton,Arkansas,9474,4051.0550958886547,"115,420","110,115","5,305",4.6,79.38662393
112,Boone,Arkansas,2369,6319.692685269168,"15,664","14,727",937,6.0,77.22027340000001
113,Bradley,Arkansas,323,2889.087656529517,"4,153","3,806",347,8.4,74.48573322
114,Calhoun,Arkansas,115,2205.6003068661303,"2,367","2,211",156,6.6,75.70708091
115,Carroll,Arkansas,1376,4941.996192938979,"12,542","11,894",648,5.2,77.97311975
116,Chicot,Arkansas,899,8018.194791295042,"3,850","3,448",402,10.4,73.34736724
117,Clark,Arkansas,1145,5050.727834142038,"9,522","8,859",663,7.0,75.89627149
118,Clay,Arkansas,709,4655.897031783557,"6,414","5,913",501,7.8,74.76613272
119,Cleburne,Arkansas,1827,7140.6237786289375,"9,745","8,940",805,8.3,77.42769049
120,Cleveland,Arkansas,210,2452.984464431725,"3,455","3,220",235,6.8,76.09457829
121,Columbia,Arkansas,1099,4578.785101241563,"9,538","8,857",681,7.1,74.64962803
122,Conway,Arkansas,1388,6540.074447533338,"8,596","7,982",614,7.1,76.13151688
123,Craighead,Arkansas,8223,8013.292144576436,"49,477","46,789","2,688",5.4,76.04490344
124,Crawford,Arkansas,3499,5689.893487275388,"26,803","25,200","1,603",6.0,75.97051346
125,Crittenden,Arkansas,5951,12046.314851926074,"21,433","19,853","1,580",7.4,72.30517454
126,Cross,Arkansas,1690,9680.375758964372,"8,098","7,584",514,6.3,73.87152431
127,Dallas,Arkansas,508,6436.898124683225,"2,878","2,610",268,9.3,74.43590659
128,Desha,Arkansas,658,7423.285198555955,"5,552","5,104",448,8.1,73.83194990000001
129,Drew,Arkansas,1258,6693.269486565576,"7,985","7,313",672,8.4,75.68926943
130,Faulkner,Arkansas,9842,8142.632580458344,"59,046","55,769","3,277",5.5,77.23094383
131,Franklin,Arkansas,783,4351.692324792974,"7,287","6,875",412,5.7,75.51222371
132,Fulton,Arkansas,334,2712.3599155432844,"4,801","4,524",277,5.8,76.31101789
133,Garland,Arkansas,4856,7891.315652626105,"40,339","37,789","2,550",6.3,75.65631474
134,Grant,Arkansas,785,4352.647629609093,"8,222","7,774",448,5.4,75.93258825
135,Greene,Arkansas,4704,10867.75713889659,"19,627","18,387","1,240",6.3,75.05616482
136,Hempstead,Arkansas,1815,8092.562867843767,"9,927","9,335",592,6.0,75.07852467
137,Hot Spring,Arkansas,0,,"13,978","13,171",807,5.8,75.6140479
138,Howard,Arkansas,629,4656.499851939591,"6,196","5,837",359,5.8,74.84335901
139,Independence,Arkansas,3004,8116.944527006945,"15,482","14,278","1,204",7.8,75.69194784
140,Izard,Arkansas,717,5399.502974621583,"4,917","4,547",370,7.5,75.92335293
141,Jackson,Arkansas,1843,10536.847521582527,"6,191","5,621",570,9.2,73.75773605
142,Jefferson,Arkansas,7896,10947.660311958405,"29,502","26,928","2,574",8.7,74.18306713
143,Johnson,Arkansas,1294,4996.331904706745,"10,297","9,624",673,6.5,76.48272929999999
144,Lafayette,Arkansas,266,3718.719418425835,"2,663","2,455",208,7.8,74.13817498
145,Lawrence,Arkansas,425,2518.667772905061,"7,085","6,573",512,7.2,74.82653385
146,Lee,Arkansas,368,3711.173860427592,"3,252","3,006",246,7.6,73.71096011
147,Lincoln,Arkansas,281,2005.9965733866363,"4,214","3,916",298,7.1,76.26923828
148,Little River,Arkansas,677,5364.500792393027,"5,543","5,181",362,6.5,74.98476429
149,Logan,Arkansas,734,9853.671633776345,"9,079","8,537",542,6.0,75.60417143
150,Lonoke,Arkansas,3856,5415.197944022358,"32,747","31,077","1,670",5.1,75.86463348
151,Madison,Arkansas,370,2358.1899298916505,"6,967","6,631",336,4.8,76.41757722
152,Marion,Arkansas,785,4797.701992421465,"6,536","6,126",410,6.3,76.56685817
153,Miller,Arkansas,4718,10888.781185810887,"19,372","18,247","1,125",5.8,75.69439445
154,Mississippi,Arkansas,5212,11757.274983081435,"19,075","17,320","1,755",9.2,72.65610955
155,Monroe,Arkansas,275,3633.240850838949,"3,093","2,885",208,6.7,73.72422602
156,Montgomery,Arkansas,264,2884.300229432973,"3,349","3,082",267,8.0,77.10114438
157,Nevada,Arkansas,370,4229.054749114185,"3,684","3,461",223,6.1,74.71824086
158,Newton,Arkansas,196,2452.4524524524522,"3,363","3,167",196,5.8,77.56455112
159,Ouachita,Arkansas,1200,9629.272989889263,"9,954","9,160",794,8.0,73.37219813
160,Perry,Arkansas,604,5857.821743768792,"4,231","3,905",326,7.7,75.51199890000001
161,Phillips,Arkansas,1856,14855.13046262206,"7,228","6,535",693,9.6,71.27714861
162,Pike,Arkansas,374,3356.969751368818,"4,207","3,898",309,7.3,75.72995231
163,Poinsett,Arkansas,1647,7654.768544339096,"10,103","9,404",699,6.9,72.13829595
164,Polk,Arkansas,1070,5266.266364799685,"8,457","7,928",529,6.3,75.60356129
165,Pope,Arkansas,4328,6913.958912425316,"29,615","27,764","1,851",6.3,76.81381268
166,Prairie,Arkansas,261,3149.8913830557563,"3,813","3,593",220,5.8,76.10375435
167,Pulaski,Arkansas,53453,13605.530484095532,"184,549","174,401","10,148",5.5,76.48142235
168,Randolph,Arkansas,1151,6535.6879223212745,"6,551","6,034",517,7.9,76.05298705
169,St Francis,Arkansas,628,6278.116565030491,,,,,
170,Saline,Arkansas,6919,5961.571600896088,"54,611","51,972","2,639",4.8,77.90655109999999
171,Scott,Arkansas,530,5068.8599846977795,"4,543","4,315",228,5.0,75.90558551
172,Searcy,Arkansas,65,815.0470219435738,"2,994","2,804",190,6.3,76.27590253
173,Sebastian,Arkansas,11803,9302.050659647242,"57,183","53,940","3,243",5.7,76.19079573
174,Sevier,Arkansas,809,4647.555581088068,"5,793","5,388",405,7.0,75.24752824
175,Sharp,Arkansas,349,4209.383669038717,"5,969","5,465",504,8.4,75.39866716
176,Stone,Arkansas,596,4726.407613005551,"4,701","4,343",358,7.6,76.64483713
177,Union,Arkansas,2988,7389.454941141556,"16,579","15,355","1,224",7.4,73.64434776
178,Van Buren,Arkansas,909,5402.353500534887,"6,454","5,933",521,8.1,77.09956478
179,Washington,Arkansas,10867,7241.7216998420645,"110,157","105,355","4,802",4.4,78.11494349
180,White,Arkansas,3424,6257.195592185815,"34,474","32,053","2,421",7.0,75.87338913
181,Woodruff,Arkansas,318,4528.624323554543,"3,166","2,926",240,7.6,73.26080026
182,Yell,Arkansas,1078,4943.820224719101,"9,036","8,528",508,5.6,75.4764002
183,Alameda,California ,136278,8493.026554496577,,,,,
184,Alpine,California ,56,4802.744425385935,,,,,
185,Amador,California ,1424,3912.62536062646,,,,,
186,Butte,California ,14705,6568.309525723829,,,,,
187,Calaveras,California ,2206,4954.408660108701,,,,,
188,Colusa,California ,782,3645.347753123252,,,,,
189,Contra Costa,California ,71917,6473.142359267186,,,,,
190,Del Norte,California ,1635,5869.8930135707615,,,,,
191,El Dorado,California ,7107,3885.8786284876946,,,,,
192,Fresno,California ,74655,7725.437805853555,,,,,
193,Glenn,California ,1313,4680.092675102477,,,,,
194,Humboldt,California ,10609,7852.062378340772,,,,,
195,Imperial,California ,12284,7180.72824415879,,,,,
196,Inyo,California ,820,4419.770387538403,,,,,
197,Kern,California ,66142,7562.110558509117,,,,,
198,Kings,California ,8361,5521.10778739674,,,,,
199,Lake,California ,4300,6719.799968745116,,,,,
200,Lassen,California ,1326,4182.30563002681,,,,,
201,Los Angeles,California ,522404,5161.32882254037,,,,,
202,Madera,California ,8560,5574.949200229251,,,,,
203,Marin,California ,10088,3862.174578866769,,,,,
204,Mariposa,California ,694,3914.490382988324,,,,,
205,Mendocino,California ,4142,4731.875614047113,,,,,
206,Merced,California ,17285,6489.58137788624,,,,,
207,Modoc,California ,431,4755.599691051529,,,,,
208,Mono,California ,440,3119.0189267739424,,,,,
209,Monterey,California ,24902,5732.293469853779,,,,,
210,Napa,California ,5841,4112.945815582861,,,,,
211,Nevada,California ,3807,3860.9372939971413,,,,,
212,Orange,California ,122243,3872.8124089163744,,,,,
213,Placer,California ,14513,3882.432880699389,,,,,
214,Plumas,California ,807,4313.662604233483,,,,,
215,Riverside,California ,135643,5825.263148853568,,,,,
216,Sacramento,California ,95662,6461.2082328363795,,,,,
217,San Benito,California ,1868,3195.784575378088,,,,,
218,San Bernardino,California ,126551,5992.193873758189,,,,,
219,San Diego,California ,139662,4288.4923214486935,,,,,
220,San Francisco,California ,105758,12437.815626124611,,,,,
221,San Joaquin,California ,61022,8563.061046646244,,,,,
222,San Luis Obispo,California ,13754,4918.677671763915,,,,,
223,San Mateo,California ,31573,4161.707231877467,,,,,
224,Santa Barbara,California ,20813,4718.880510046298,,,,,
225,Santa Clara,California ,95750,5060.990886516463,,,,,
226,Santa Cruz,California ,18572,6815.913094539049,,,,,
227,Shasta,California ,13998,7759.165437956608,,,,,
228,Sierra,California ,80,2647.2534745201856,,,,,
229,Siskiyou,California ,1728,3949.5337356006585,,,,,
230,Solano,California ,31225,7263.621179765609,,,,,
231,Sonoma,California ,20876,4171.729121371021,,,,,
232,Stanislaus,California ,42888,8076.562376416618,,,,,
233,Sutter,California ,5384,5607.4571681508105,,,,,
234,Tehama,California ,3827,6049.827689778368,,,,,
235,Trinity,California ,418,3108.7312211810204,,,,,
236,Tulare,California ,26639,5798.246530498528,,,,,
237,Tuolumne,California ,2626,4876.14661863557,,,,,
238,Ventura,California ,37488,4421.093597976261,,,,,
239,Yolo,California ,12600,6098.416831630455,,,,,
240,Yuba,California ,4881,6596.837410460874,,,,,
241,Adams,Colorado ,31014,6480.570199908477,,,,,
242,Alamosa,Colorado ,189,2779.8205618473303,,,,,
243,Arapahoe,Colorado ,34754,5615.011277199377,,,,,
244,Archuleta,Colorado ,483,3927.787265186631,,,,,
245,Baca,Colorado ,66,1794.9415284199076,,,,,
246,Bent,Colorado ,162,2927.358149620528,,,,,
247,Boulder,Colorado ,13264,5275.151823673755,,,,,
248,Broomfield,Colorado ,2148,3539.1231278730656,,,,,
249,Chaffee,Colorado ,577,3069.6387721444908,,,,,
250,Cheyenne,Colorado ,4,208.87728459530032,,,,,
251,Clear Creek,Colorado ,402,4573.899192172034,,,,,
252,Conejos,Colorado ,28,336.3767419509851,,,,,
253,Costilla,Colorado ,56,1583.710407239819,,,,,
254,Crowley,Colorado ,14,267.6352513859684,,,,,
255,Custer,Colorado ,80,1855.7179308745071,,,,,
256,Delta,Colorado ,1156,4078.1768150709095,,,,,
257,Denver,Colorado ,53443,8032.277603016745,,,,,
258,Dolores,Colorado ,40,1968.5039370078741,,,,,
259,Douglas,Colorado ,7255,2320.0928676731587,,,,,
260,Eagle,Colorado ,2038,3856.0508590024974,,,,,
261,Elbert,Colorado ,40,170.88905028410306,,,,,
262,El Paso,Colorado ,44590,6694.109663898347,,,,,
263,Fremont,Colorado ,1818,3900.366866190384,,,,,
264,Garfield,Colorado ,2193,3785.015274685445,,,,,
265,Gilpin,Colorado ,721,12722.781012881596,,,,,
266,Grand,Colorado ,280,2175.433144277834,,,,,
267,Gunnison,Colorado ,467,2988.226260557973,,,,,
268,Hinsdale,Colorado ,8,987.6543209876544,,,,,
269,Huerfano,Colorado ,283,4340.490797546012,,,,,
270,Jackson,Colorado ,4,292.18407596785977,,,,,
271,Jefferson,Colorado ,33254,5946.837199653784,,,,,
272,Kiowa,Colorado ,0,,,,,,
273,Kit Carson,Colorado ,254,3447.8077915026465,,,,,
274,Lake,Colorado ,190,2581.872537029488,,,,,
275,La Plata,Colorado ,1822,3370.7033707033697,,,,,
276,Larimer,Colorado ,15156,4709.50882023013,,,,,
277,Las Animas,Colorado ,781,5463.06659205372,,,,,
278,Lincoln,Colorado ,53,972.2986607961842,,,,,
279,Logan,Colorado ,1209,5375.244531388938,,,,,
280,Mesa,Colorado ,8871,5966.906571601535,,,,,
281,Mineral,Colorado ,4,548.6968449931412,,,,,
282,Moffat,Colorado ,495,3805.058036743793,,,,,
283,Montezuma,Colorado ,1062,4113.887274840209,,,,,
284,Montrose,Colorado ,2121,5435.116851168512,,,,,
285,Morgan,Colorado ,979,3530.727062896711,,,,,
286,Otero,Colorado ,876,4779.050736497546,,,,,
287,Ouray,Colorado ,30,816.3265306122447,,,,,
288,Park,Colorado ,136,840.7517309594461,,,,,
289,Phillips,Colorado ,68,1561.0651974288337,,,,,
290,Pitkin,Colorado ,792,4516.423357664234,,,,,
291,Prowers,Colorado ,507,4124.298381192549,,,,,
292,Pueblo,Colorado ,18589,11414.518525796111,,,,,
293,Rio Blanco,Colorado ,158,2293.5113949775005,,,,,
294,Rio Grande,Colorado ,402,3401.8786494034016,,,,,
295,Routt,Colorado ,846,3711.3402061855672,,,,,
296,Saguache,Colorado ,169,2698.38735430305,,,,,
297,San Juan,Colorado ,36,5202.312138728324,,,,,
298,San Miguel,Colorado ,200,2562.1316935690493,,,,,
299,Sedgwick,Colorado ,60,2531.645569620253,,,,,
300,Summit,Colorado ,1558,5378.905575694804,,,,,
301,Teller,Colorado ,724,3099.049738892218,,,,,
302,Washington,Colorado ,102,2111.801242236025,,,,,
303,Weld,Colorado ,12768,4653.841387404595,,,,,
304,Yuma,Colorado ,110,1074.1138560687432,,,,,
305,Fairfield,Connecticut,34502,3720.995443392919,"478,479","448,984","29,495",6.2,81.79737824
306,Hartford,Connecticut,46018,5254.893989724991,"473,612","441,506","32,106",6.8,80.07763466
307,Litchfield,Connecticut,3958,3413.010485651214,"105,843","99,476","6,367",6.0,80.73934229999999
308,Middlesex,Connecticut,3694,3444.642340939397,"92,289","87,004","5,285",5.7,81.02494513
309,New Haven,Connecticut,48684,6025.642771122363,"457,038","423,994","33,044",7.2,79.81420566
310,New London,Connecticut,7243,4958.887040346157,"137,463","128,146","9,317",6.8,80.1825017
311,Tolland,Connecticut,1539,3702.990784629821,"84,735","79,788","4,947",5.8,81.64461418
312,Windham,Connecticut,1408,3316.9996230682245,"62,991","58,384","4,607",7.3,78.99798287
313,Kent,Delaware,11034,6427.37313015518,"75,216","70,393","4,823",6.4,77.53646738
314,New Castle,Delaware,39458,7118.104099882201,"283,309","267,676","15,633",5.5,78.98544854
315,Sussex,Delaware,14680,7003.516070397739,"94,789","89,318","5,471",5.8,78.76350394
316,District of Columbia,District of Columbia,84695,12854.13564873204,,,,,
317,Alachua,Florida,18217,7117.767263037386,"129,548","122,796","6,752",5.2,78.64154374
318,Baker,Florida,913,3355.0141476500207,"11,208","10,491",717,6.4,75.25119657
319,Bay,Florida,16138,9073.887692506649,"87,558","82,008","5,550",6.3,76.51680138
320,Bradford,Florida,850,3246.877268039268,"10,752","10,146",606,5.6,76.0733814
321,Brevard,Florida,34588,6210.2634172967355,"257,909","239,911","17,998",7.0,78.52202176
322,Broward,Florida,129815,6920.08228509044,"987,282","928,716","58,566",5.9,80.25257969
323,Calhoun,Florida,279,1883.735061778408,"4,945","4,602",343,6.9,75.97274316
324,Charlotte,Florida,6427,3841.647837989695,"66,886","62,292","4,594",6.9,80.60422223
325,Citrus,Florida,5748,4200.9559586628275,"48,229","44,106","4,123",8.5,76.72953914
326,Clay,Florida,9318,4676.677842243681,"97,811","92,188","5,623",5.7,78.18498091
327,Collier,Florida,11988,3456.986642674233,"160,059","150,508","9,551",6.0,83.43375257
328,Columbia,Florida,5032,7392.7160004113575,"28,359","26,476","1,883",6.6,75.1549892
329,De Soto,Florida,2220,6398.985386100943,,,,,
330,Dixie,Florida,965,6049.398194583751,"5,555","5,144",411,7.4,74.78777218
331,Duval,Florida,83864,9338.393151429307,"459,978","429,051","30,927",6.7,76.73509905
332,Escambia,Florida,28973,9338.74840851585,"139,309","130,372","8,937",6.4,76.33427033
333,Flagler,Florida,4115,4043.828616352201,"43,219","40,046","3,173",7.3,79.67273374
334,Franklin,Florida,427,3647.0789203963104,"4,944","4,666",278,5.6,76.49814667
335,Gadsden,Florida,2269,4981.667288734713,"18,811","17,263","1,548",8.2,74.86793484
336,Gilchrist,Florida,444,2603.647452061221,"6,556","6,115",441,6.7,76.80185702
337,Glades,Florida,330,2434.526005164145,"4,921","4,543",378,7.7,79.75273371
338,Gulf,Florida,682,4273.182957393484,"6,124","5,752",372,6.1,76.40109535
339,Hamilton,Florida,936,6504.5170257123,"4,605","4,255",350,7.6,75.91640718
340,Hardee,Florida,1461,5254.828615617021,"10,343","9,550",793,7.7,78.50587554
341,Hendry,Florida,2958,7911.206204867613,"15,827","14,033","1,794",11.3,77.28930072
342,Hernando,Florida,8934,5070.374574347333,"66,235","60,994","5,241",7.9,77.59602937
343,Highlands,Florida,5698,6381.239290873865,"35,843","32,821","3,022",8.4,79.06932612
344,Hillsborough,Florida,63930,4854.531123520594,"682,847","643,346","39,501",5.8,78.55004272
345,Holmes,Florida,683,3442.8873878415166,"6,862","6,383",479,7.0,74.74167813
346,Indian River,Florida,7160,4969.082038434045,"61,753","56,875","4,878",7.9,79.96200454
347,Jackson,Florida,1914,4119.22952760142,"17,484","16,313","1,171",6.7,76.17144171
348,Jefferson,Florida,644,4543.850984265858,"5,497","5,134",363,6.6,76.71950589
349,Lafayette,Florida,142,1590.6799596729022,"3,354","3,182",172,5.1,77.0524147
350,Lake,Florida,15927,5253.817404527777,"138,345","129,500","8,845",6.4,79.03375323
351,Lee,Florida,31756,4690.223138591693,"310,352","291,638","18,714",6.0,80.98357014
352,Leon,Florida,28425,9953.253847365932,"149,877","141,567","8,310",5.5,79.35341718
353,Levy,Florida,814,14432.624113475176,"16,298","15,182","1,116",6.8,75.43030798
354,Liberty,Florida,108,1282.9650748396293,"2,752","2,569",183,6.6,76.12832558
355,Madison,Florida,1113,5936.9499119859165,"7,738","7,186",552,7.1,75.3471376
356,Manatee,Florida,23615,6752.815221929277,"160,548","151,358","9,190",5.7,80.36472752
357,Marion,Florida,16714,4893.68803836717,"131,605","122,005","9,600",7.3,77.45318912
358,Martin,Florida,6059,3941.787238471948,"68,687","64,521","4,166",6.1,81.16236015
359,Miami-Dade,Florida,245901,9219.236219941062,"1,320,102","1,231,286","88,816",6.7,80.90495113
360,Monroe,Florida,6290,8087.43169398907,"45,043","43,189","1,854",4.1,78.84920313
361,Nassau,Florida,2646,3442.085544801749,"36,269","34,108","2,161",6.0,77.82899071
362,Okaloosa,Florida,11076,5593.3179141711535,"92,072","87,331","4,741",5.1,78.38231682
363,Okeechobee,Florida,2739,6939.9751691286365,"17,674","16,374","1,300",7.4,76.08662922
