,COUNTY,STATE,Crime_Count,Crime_rate, Civilian_labor_force_2011 , Employed_2011 , Unemployed_2011 ,Unemployment_rate_2011,Age
240,Yuba,California ,4720,6465.487719682753,,,,,
241,Adams,Colorado ,29165,6491.309679874826,,,,,
242,Alamosa,Colorado ,1449,9221.076746849943,,,,,
243,Arapahoe,Colorado ,35084,6028.530876374221,,,,,
244,Archuleta,Colorado ,418,3400.0325361965192,,,,,
245,Baca,Colorado ,34,882.2003113648157,,,,,
246,Bent,Colorado ,97,1467.0296430732003,,,,,
247,Boulder,Colorado ,13409,4474.170665136237,,,,,
248,Broomfield,Colorado ,2279,4007.949069677465,,,,,
249,Chaffee,Colorado ,585,3228.6550030354883,,,,,
250,Cheyenne,Colorado ,6,321.19914346895075,,,,,
251,Clear Creek,Colorado ,346,4222.601903832073,,,,,
252,Conejos,Colorado ,18,214.2857142857143,,,,,
253,Costilla,Colorado ,0,,,,,,
254,Crowley,Colorado ,6,101.28291694800812,,,,,
255,Custer,Colorado ,82,1894.2018942018944,,,,,
256,Delta,Colorado ,1117,3721.4725970348163,,,,,
257,Denver,Colorado ,53112,8698.158568780174,,,,,
258,Dolores,Colorado ,52,2476.190476190476,,,,,
259,Douglas,Colorado ,7633,2628.108677613389,,,,,
260,Eagle,Colorado ,2162,4071.1030768651367,,,,,
261,Elbert,Colorado ,126,5949.008498583569,,,,,
262,El Paso,Colorado ,42811,6770.560689281066,,,,,
263,Fremont,Colorado ,1713,3595.7178841309833,,,,,
264,Garfield,Colorado ,1512,3147.442702803972,,,,,
265,Gilpin,Colorado ,405,7315.751445086707,,,,,
266,Grand,Colorado ,499,3304.198119454377,,,,,
267,Gunnison,Colorado ,832,5336.412032582901,,,,,
268,Hinsdale,Colorado ,26,3030.3030303030305,,,,,
269,Huerfano,Colorado ,244,4057.1998669770533,,,,,
270,Jackson,Colorado ,13,916.784203102962,,,,,
271,Jefferson,Colorado ,30977,5695.830130880714,,,,,
272,Kiowa,Colorado ,0,0.0,,,,,
273,Kit Carson,Colorado ,240,2852.388875683385,,,,,
274,Lake,Colorado ,211,2837.165523732688,,,,,
275,La Plata,Colorado ,1980,9771.022502960916,,,,,
276,Larimer,Colorado ,16608,5447.943080016664,,,,,
277,Las Animas,Colorado ,0,0.0,,,,,
278,Lincoln,Colorado ,44,791.0823444804026,,,,,
279,Logan,Colorado ,977,4228.5219649426535,,,,,
280,Mesa,Colorado ,9000,6058.199099347736,,,,,
281,Mineral,Colorado ,7,966.8508287292816,,,,,
282,Moffat,Colorado ,633,4510.153188457428,,,,,
283,Montezuma,Colorado ,1155,4445.7274826789835,,,,,
284,Montrose,Colorado ,1847,4398.142636028098,,,,,
285,Morgan,Colorado ,890,3208.363374188897,,,,,
286,Otero,Colorado ,703,3755.943794411498,,,,,
287,Ouray,Colorado ,92,2574.867058494263,,,,,
288,Park,Colorado ,279,1692.1397379912664,,,,,
289,Phillips,Colorado ,57,1261.3410046470458,,,,,
290,Pitkin,Colorado ,808,4631.168682294951,,,,,
291,Prowers,Colorado ,582,4557.556773688332,,,,,
292,Pueblo,Colorado ,16081,9936.725286404588,,,,,
293,Rio Blanco,Colorado ,140,2064.287820701858,,,,,
294,Rio Grande,Colorado ,444,3642.031006480191,,,,,
295,Routt,Colorado ,915,3974.9771927538122,,,,,
296,Saguache,Colorado ,242,3894.431927904731,,,,,
297,San Juan,Colorado ,55,7735.583684950774,,,,,
298,San Miguel,Colorado ,381,5088.8206224121805,,,,,
299,Sedgwick,Colorado ,48,1983.4710743801647,,,,,
300,Summit,Colorado ,1674,5877.396250263324,,,,,
301,Teller,Colorado ,613,2580.292124426485,,,,,
302,Washington,Colorado ,180,3674.969375255206,,,,,
303,Weld,Colorado ,12113,4798.691085994541,,,,,
304,Yuma,Colorado ,140,1370.1311411235076,,,,,
305,Fairfield,Connecticut,40240,4465.995065652569,"478,085","438,961","39,124",8.2,81.68047818
306,Hartford,Connecticut,50081,5738.890289459812,"478,396","434,994","43,402",9.1,79.66659702
307,Litchfield,Connecticut,4698,3960.1790425774043,"108,015","99,225","8,790",8.1,80.72371823
308,Middlesex,Connecticut,4621,4285.767283114763,"93,453","86,309","7,144",7.6,80.7760229
309,New Haven,Connecticut,54307,6701.490179818652,"462,437","417,656","44,781",9.7,79.7359465
310,New London,Connecticut,7548,5150.109170305677,"143,702","131,017","12,685",8.8,80.08476393
311,Tolland,Connecticut,1717,4118.394857403277,"86,080","79,572","6,508",7.6,81.36227842
312,Windham,Connecticut,1542,3602.382899194019,"64,605","58,232","6,373",9.9,78.9599061
313,Kent,Delaware,14324,8735.58451696316,"74,035","67,970","6,065",8.2,77.48590414
314,New Castle,Delaware,41940,7709.601339713271,"277,295","257,163","20,132",7.3,78.35057588
315,Sussex,Delaware,16642,8355.885823312328,"92,016","84,953","7,063",7.7,78.80943173
316,District of Columbia,District of Columbia,74235,12012.213671285901,,,,,
317,Alachua,Florida,21037,8391.070053887606,"129,027","119,251","9,776",7.6,78.38913906
318,Baker,Florida,719,2615.9723485537565,"11,506","10,333","1,173",10.2,75.15310273
319,Bay,Florida,16686,9749.171793658305,"87,205","78,311","8,894",10.2,76.92112565
320,Bradford,Florida,1537,5456.3527281763645,"11,507","10,462","1,045",9.1,75.87849143
321,Brevard,Florida,42918,7792.207792207791,"265,213","236,336","28,877",10.9,78.64896703
322,Broward,Florida,157733,8901.968464164516,"951,445","861,686","89,759",9.4,79.8088676
323,Calhoun,Florida,246,1659.4711279007015,"5,242","4,698",544,10.4,75.87694583
324,Charlotte,Florida,8881,5476.757236769077,"65,722","58,308","7,414",11.3,80.37433259999999
325,Citrus,Florida,7190,5022.317530612387,"52,057","45,546","6,511",12.5,77.14271861
326,Clay,Florida,11100,5737.442237912605,"96,166","87,408","8,758",9.1,77.85761089
327,Collier,Florida,14224,4364.502212321495,"148,810","133,729","15,081",10.1,82.84528408
328,Columbia,Florida,5598,8178.112810623658,"28,242","25,337","2,905",10.3,75.18533834
329,De Soto,Florida,2000,5659.7900217901915,,,,,
330,Dixie,Florida,1021,6133.60567103208,"5,754","5,047",707,12.3,75.11616674
331,Duval,Florida,89164,10178.05082404725,"456,441","409,556","46,885",10.3,76.20930951
332,Escambia,Florida,32127,10649.540067953925,"140,774","127,131","13,643",9.7,76.3812652
333,Flagler,Florida,4756,4903.092783505153,"41,940","37,167","4,773",11.4,79.65091227
334,Franklin,Florida,704,6014.009909448146,"5,051","4,665",386,7.6,76.48019358
335,Gadsden,Florida,2225,4794.122083126845,"19,614","17,342","2,272",11.6,74.74244509999998
336,Gilchrist,Florida,592,3447.8741991846255,"6,857","6,151",706,10.3,76.68802067
337,Glades,Florida,622,4762.633996937213,"5,292","4,788",504,9.5,79.42293319
338,Gulf,Florida,515,3202.9355059394243,"6,241","5,638",603,9.7,76.47478354
339,Hamilton,Florida,786,5239.650689954004,"4,898","4,389",509,10.4,75.80236327
340,Hardee,Florida,1753,6236.436728449963,"11,916","10,718","1,198",10.1,78.31010514
341,Hendry,Florida,3147,7932.346936203463,"17,971","15,482","2,489",13.9,76.94392318
342,Hernando,Florida,11458,6542.456304637047,"66,199","57,925","8,274",12.5,77.31081114
343,Highlands,Florida,6370,6361.602684456519,"38,151","33,773","4,378",11.5,79.12403292
344,Hillsborough,Florida,74442,5974.583820902134,"661,540","598,119","63,421",9.6,78.60166251
345,Holmes,Florida,649,3213.030348037031,"7,195","6,488",707,9.8,74.85816342
346,Indian River,Florida,8823,6306.241914387209,"61,940","54,097","7,843",12.7,80.14692777
347,Jackson,Florida,2571,5196.248837867335,"18,260","16,531","1,729",9.5,76.08555423
348,Jefferson,Florida,619,4137.147440181794,"5,918","5,323",595,10.1,76.55439958
349,Lafayette,Florida,152,1690.579468357246,"3,636","3,409",227,6.2,76.89507504
350,Lake,Florida,17842,5925.606110926603,"133,860","119,672","14,188",10.6,79.15044559
351,Lee,Florida,39490,6296.367749969308,"287,064","255,884","31,180",10.9,80.54277167
352,Leon,Florida,27870,9980.626054196911,"149,969","138,321","11,648",7.8,79.2512393
353,Levy,Florida,3037,7343.375970210605,"16,974","15,125","1,849",10.9,75.41278554
354,Liberty,Florida,90,1061.4459252270315,"2,862","2,600",262,9.2,76.14384981
355,Madison,Florida,1208,6199.322590577852,"8,078","7,303",775,9.6,75.46599438
356,Manatee,Florida,29683,9070.906662836573,"148,173","133,384","14,789",10.0,79.98516582
357,Marion,Florida,20113,5989.345260606349,"131,031","114,905","16,126",12.3,77.47412838
358,Martin,Florida,8092,5456.06559145585,"66,822","60,208","6,614",9.9,81.0970618
359,Miami-Dade,Florida,276237,10916.47799865558,"1,255,105","1,137,041","118,064",9.4,80.58161097
360,Monroe,Florida,7162,9667.143589882033,"42,781","39,791","2,990",7.0,78.58822809
361,Nassau,Florida,3273,4404.343789108231,"36,018","32,556","3,462",9.6,77.63987281
362,Okaloosa,Florida,12073,6586.973364032168,"90,913","83,806","7,107",7.8,78.24894466
