STATE,COUNTY,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Crime_rate,Total; Estimate;,Median income (dollars); Estimate;
Alabama,Shelby,246.897867,57.09800407,1.412057276,1.773209481,78.88481176,99773.0,92015.0,7758.0,7.8,4016.581271,74004,64371
Alabama,Talladega,349.06201489999995,83.7151417,3.355562983,2.276591682,73.78932976,37787.0,32348.0,5439.0,14.4,10267.03214,31191,36526
Alabama,Tuscaloosa,312.9818036000001,67.45350576,3.025053788,1.552458436,75.52198664,89100.0,80043.0,9057.0,10.2,10387.93269,67914,41743
Alabama,Walker,351.5347476,108.3756689,2.268186656,2.184744046,71.9017345,28190.0,24910.0,3280.0,11.6,8288.100511,29251,36892
Arizona,Apache,207.17960280000003,50.60490434,3.336903336,3.744485896,74.21224472,22938.0,19319.0,3619.0,15.8,1080.949778,19026,26396
Arizona,Cochise,253.7945765,50.47994473,1.221465759,1.321750529,78.48252272,63049.0,58022.0,5027.0,8.0,6758.750272,48839,45706
Arizona,Coconino,200.6955321,47.49301719,1.670085799,2.107035303,78.73865876,74805.0,68429.0,6376.0,8.5,7584.061620999999,44132,50769
Arizona,Maricopa,216.1818796,49.93823001,2.619335902,0.724226615,79.45238041,1966607.0,1787374.0,179233.0,9.1,8148.6163430000015,1359164,53284
Arizona,Mohave,300.7944234,74.06395036,2.6587316480000003,2.241672305,75.34516346,91554.0,81120.0,10434.0,11.4,7256.796337999999,73864,40946
Arizona,Navajo,230.7732819,51.81621213,2.072014227,2.3760458680000003,75.58333671,41199.0,34893.0,6306.0,15.3,5163.689031,35112,34547
Arizona,Pima,229.1099191,52.34575973,2.557545595,0.914522398,78.70133041,485850.0,441837.0,44013.0,9.1,5744.111506,367987,43137
Arizona,Pinal,190.9380031,52.25241019,2.195236697,0.6911739709999999,79.51791963,126779.0,111192.0,15587.0,12.3,6511.808586,112985,48851
Arizona,Yavapai,216.7069137,54.95716111,1.397458492,1.270823529,78.8450198,98309.0,88034.0,10275.0,10.5,4806.370119,87846,40402
Arizona,Yuma,195.2793519,48.94554045,1.84124671,1.100068856,79.95640195,87808.0,67617.0,20191.0,23.0,6143.880829,71680,38681
Arkansas,Benton,273.6576481,51.06625167,1.292773787,0.779078843,79.24553129,107694.0,100774.0,6920.0,6.4,4675.319892,77174,48764
Arkansas,Craighead,345.49046410000005,75.39150849,2.322886219,1.597095269,75.88660138,46769.0,43482.0,3287.0,7.0,8853.190251,37125,40028
Arkansas,Faulkner,275.3114584,63.73523482,1.668120829,2.554981493,77.28161762,56404.0,52485.0,3919.0,6.9,7538.251365999998,38845,49018
Arkansas,Garland,296.5977643,74.27708256,2.97923617,1.899830766,75.64733516,42565.0,39321.0,3244.0,7.6,13897.39702,38203,37678
Arkansas,Jefferson,396.7027111,57.28716387,4.978005324,3.967091237,74.05269946,35629.0,32128.0,3501.0,9.8,14603.14985,30080,33957
Arkansas,Lonoke,321.9755512,76.77111505,1.66290618,1.789830319,75.62564446,32345.0,30321.0,2024.0,6.3,6425.144179,24048,52211
Arkansas,Pulaski,294.3679224,58.21715692,5.175145293,3.31029113,76.10379931,189945.0,177280.0,12665.0,6.7,16531.13322,157284,41594
Arkansas,Saline,256.4898049,59.31585670000001,1.775700745,1.967426727,77.86704099,49591.0,46320.0,3271.0,6.6,9511.657833,37446,51394
Arkansas,Sebastian,334.0927623,67.22323285,2.728298519,1.661938805,76.22412002,60582.0,55949.0,4633.0,7.6,10331.96811,48426,38838
Arkansas,Washington,284.639867,63.59196555,1.5251644169999998,1.848139941,77.78513524,99482.0,93231.0,6251.0,6.3,6955.605584,74569,40532
Arkansas,White,354.5118545,75.30536706,1.469269332,1.606979295,75.78673228,34059.0,31269.0,2790.0,8.2,7251.943542,28750,38161
California,Alameda,218.2846749,39.53020857,3.88507988,0.632050774,80.523074,760888.0,682852.0,78036.0,10.3,9207.431653,517795,68405
California,Butte,276.2305188,69.01696411,2.054868902,1.625098405,77.61188988,103739.0,91000.0,12739.0,12.3,6601.707657,84440,41786
California,Contra Costa,215.104799,45.79161537,2.587196116,0.802686775,80.46937215,524795.0,472577.0,52218.0,10.0,6846.265555,364556,75139
California,El Dorado,216.2231996,49.9517406,1.388026741,1.264974806,80.41043875,91670.0,81716.0,9954.0,10.9,3577.297078,65569,70449
California,Fresno,285.8074019,48.31791502,3.924769956,0.91396449,78.12757549,434044.0,370321.0,63723.0,14.7,8812.356456,280846,45661
California,Humboldt,265.1179826,71.48620674,2.677603699,2.160938083,76.81855862,60835.0,54333.0,6502.0,10.7,7158.268914,52316,35745
California,Imperial,234.161281,37.03528976,2.926264816,1.819606456,79.77577094,75569.0,54889.0,20680.0,27.4,7535.484493000001,48540,38594
California,Kern,322.7388516000001,77.96657866,2.676156448,0.71770934,76.84648009,362714.0,311707.0,51007.0,14.1,8994.666771,241764,47368
California,Kings,278.576912,61.72631922,2.147235281,1.452909671,78.44973298,60489.0,51876.0,8613.0,14.2,5478.040273,38669,44506
California,Lake,312.3284919,83.47542615,3.2700367260000003,1.443458499,75.36744277,25372.0,21565.0,3807.0,15.0,6186.528814,26670,39343
California,Los Angeles,249.5555953,41.32037782,4.494849285,0.368288816,80.12946761,4914702.0,4345182.0,569520.0,11.6,6042.122163,3166126,54467
California,Madera,260.6920159,51.07231176,2.496239258,0.8847534709999999,78.8519012,66473.0,57597.0,8876.0,13.4,5122.766082,43393,44135
California,Marin,171.80947980000005,31.43378036,2.285135125,0.725609093,83.01482617,131981.0,122061.0,9920.0,7.5,4808.800884,101263,89019
California,Mendocino,258.9969109,60.22828474,2.321652326,1.642460055,78.04767031,43306.0,38955.0,4351.0,10.0,4402.537687,33507,41867
California,Merced,270.1333831,57.57527527,2.570275491,1.294363788,78.30447066,105373.0,87863.0,17510.0,16.6,8028.641073000002,74166,39535
California,Monterey,211.6894141,40.98130569,2.193959385,0.926129849,81.07688972,215363.0,190585.0,24778.0,11.5,6562.052808,128025,58448
California,Napa,245.68478540000004,49.59788869,1.885623052,0.5120685079999999,79.78586873,75560.0,69240.0,6320.0,8.4,5526.284367,49014,68541
California,Nevada,202.6521172,48.92828392,1.250809053,0.830093291,80.89181586,50379.0,45205.0,5174.0,10.3,3604.0943,39718,57884
California,Orange,220.8215345,38.90530865,1.862519962,0.310651967,81.56735608,1589259.0,1451687.0,137572.0,8.7,4530.427455,975967,71865
California,Placer,221.6589527,47.12153671,1.068996626,0.688616876,80.86858974,179718.0,161416.0,18302.0,10.2,4915.076417,126437,70568
California,Riverside,256.8468622,53.20570708,3.2481932239999995,0.447933969,79.36158823,915787.0,795813.0,119974.0,13.1,6322.80503,649505,55352
California,Sacramento,260.7881551,49.472284,3.209062812,0.676402699,78.6899192,681094.0,606070.0,75024.0,11.0,8700.917152,507357,52504
California,San Bernardino,302.416305,66.3354922,2.717683642,0.842456425,77.80542304,857696.0,749142.0,108554.0,12.7,6694.014197,592207,52320
California,San Diego,225.54754900000003,42.19813382,3.06003654,0.955342479,80.53144636,1554333.0,1408347.0,145986.0,9.4,5494.177009,1048975,60231
California,San Joaquin,284.9478548,57.25737219,2.998352272,0.580397803,77.99392608,297806.0,253310.0,44496.0,14.9,10053.39903,208513,52789
California,San Luis Obispo,231.1137122,47.04549079,1.534049857,0.8895866809999999,80.88648563,136378.0,124372.0,12006.0,8.8,5041.631942,103011,56661
California,San Mateo,194.2675496,34.58426747,2.307044859,0.352035428,82.15510868,374199.0,343493.0,30706.0,8.2,5039.066732,251448,85213
California,Santa Barbara,228.2052614,39.99507485,1.936691763,0.8208526820000001,81.0906949,219990.0,201872.0,18118.0,8.2,5358.453633,140128,59051
California,Santa Clara,181.093622,33.3372456,1.539552984,0.422113113,82.3070364,874982.0,782384.0,92598.0,10.6,5428.339603,587208,85215
California,Santa Cruz,234.7289547,46.51048089,2.104614642,0.792390624,80.57638354,147664.0,131302.0,16362.0,11.1,8181.724373,92227,61499
California,Shasta,288.7273251000001,82.16988946,1.801983166,1.851170822,76.57993891,83960.0,71919.0,12041.0,14.3,6537.859756,69738,42889
California,Solano,224.7903481,53.31756192,3.554929975,0.887920075,78.9015009,214520.0,192225.0,22295.0,10.4,7558.176648999999,139186,65783
California,Sonoma,236.622956,47.80528877,2.829397114,0.795241214,80.28001655,256523.0,232398.0,24125.0,9.4,4898.5576310000015,180378,62368
California,Stanislaus,297.6128152,55.70168769,2.424245657,0.798016739,77.99115231,234462.0,198102.0,36360.0,15.5,9486.604765,161083,48716
California,Sutter,286.14090310000006,64.19072455,1.736589135,1.27296918,78.41959967,41882.0,34991.0,6891.0,16.5,5220.080029,31158,50333
California,Tulare,301.82909910000006,60.65334003,2.433723654,1.566174159,77.80132763,203168.0,172996.0,30172.0,14.9,8318.740270999999,126409,39997
California,Ventura,228.0906594,44.48550073,1.535271658,0.928280066,80.89120201,430294.0,388824.0,41470.0,9.6,4353.279246,260249,71723
California,Yolo,222.5918949,60.41171691,1.962719388,0.6981422159999999,79.82445427,98742.0,87862.0,10880.0,11.0,6343.160648,67350,57634
California,Yuba,327.4886504,85.91896658,2.149300006,1.445136496,75.93916461,28348.0,23574.0,4774.0,16.8,4808.700562,24647,45117
Colorado,Adams,208.0512421,59.84114200000001,2.442419054,1.360011883,79.45420305,228327.0,209001.0,19326.0,8.5,7188.398181999999,148359,53790
Colorado,Arapahoe,208.0512421,59.84114200000001,2.442419054,1.360011883,79.45420305,312497.0,289832.0,22665.0,7.3,6358.902357,215803,55430
Colorado,Boulder,208.0512421,59.84114200000001,2.442419054,1.360011883,79.45420305,175518.0,164765.0,10753.0,6.1,5344.872414,117222,63431
Colorado,Douglas,159.3154022,39.20330403,0.48737726,1.072140699,82.94751266,161345.0,151397.0,9948.0,6.2,2446.1104,96465,99409
Colorado,El Paso,224.9263351,60.70037137,1.1569416540000002,1.236419518,79.41209382,300226.0,276585.0,23641.0,7.9,6855.666612000001,227162,55700
Colorado,Jefferson,208.0512421,59.84114200000001,2.442419054,1.360011883,79.45420305,303936.0,282267.0,21669.0,7.1,6241.974404,217998,66012
Colorado,Larimer,199.266898,46.84048448,0.736785958,1.857849677,81.42520701,176900.0,165822.0,11078.0,6.3,6113.241219,117719,55676
Colorado,Mesa,237.545792,71.20053598,1.0554736809999998,2.098379375,78.62420326,82067.0,75199.0,6868.0,8.4,6777.6318310000015,56448,52882
Colorado,Pueblo,239.6332078,78.24956758,1.6508879,1.950030895,77.25035339,74643.0,68533.0,6110.0,8.2,7166.433601999999,59987,38780
Colorado,Weld,208.0512421,59.84114200000001,2.442419054,1.360011883,79.45420305,120964.0,111070.0,9894.0,8.2,5274.668979,86083,54710
Connecticut,Fairfield,213.8140295,35.49748752,2.89097722,0.932279791,81.46393543,471953.0,436665.0,35288.0,7.5,4584.699522,329241,79063
Connecticut,Hartford,236.4156842,44.94592498,5.102239911,0.948391486,79.60199035,464754.0,425976.0,38778.0,8.3,6387.58908,339899,62030
Connecticut,Litchfield,235.2141042,51.95454198,1.27565688,1.079525082,80.40190256,105724.0,97384.0,8340.0,7.9,3704.689687,72733,67835
Connecticut,Middlesex,202.4689906,43.83701143,1.499217698,0.726960046,80.66724798,95148.0,88811.0,6337.0,6.7,4999.861933,64611,74947
Connecticut,New Haven,228.7709982,45.53672203,4.268433192,0.879339984,79.54714026,450853.0,412211.0,38642.0,8.6,7477.365815000001,321692,60601
Connecticut,New London,237.0900851,55.40313034,2.393416511,0.648025002,79.55667915,150961.0,139704.0,11257.0,7.5,5980.766317000001,103623,64148
Connecticut,Tolland,227.6665678,47.55498662,1.368106144,1.028607135,81.16352406,86559.0,80813.0,5746.0,6.6,3938.663642,53276,80078
Connecticut,Windham,267.1051531,63.11353282,2.300860301,0.754270641,78.65270014,65133.0,59411.0,5722.0,8.8,4754.046643,41254,58459
Delaware,Kent,302.0766162,62.75297059,4.5880331,1.243855553,76.94934141,73786.0,67788.0,5998.0,8.1,8542.375862,58053,51485
Delaware,New Castle,252.08099590000003,50.53574718,6.738470968,1.187278201,78.3388979,271289.0,248704.0,22585.0,8.3,7993.0981900000015,196192,62293
Delaware,Sussex,256.0273289,51.07261114,3.03110917,1.563038241,78.23080685,92424.0,84819.0,7605.0,8.2,7717.650978,73007,50729
Florida,Alachua,225.2014037,53.73611722,5.749255531,1.264051738,77.99649115,129815.0,120579.0,9236.0,7.1,10664.95209,95694,38019
Florida,Bay,285.6428917,77.48085436,4.533753027,1.549180556,76.39549938,88810.0,80695.0,8115.0,9.1,9933.790955,65948,44357
Florida,Brevard,231.1277385,54.11008966,3.62385561,0.7006343309999999,78.5474095,266755.0,238983.0,27772.0,10.4,8027.533154000002,220290,45391
Florida,Broward,248.4195365,41.45038194,11.50816383,0.406262561,79.15777882,980551.0,891041.0,89510.0,9.1,8938.021229,651477,48844
Florida,Charlotte,200.3222778,46.41231934,2.548876056,0.491607958,80.03731569,68858.0,60681.0,8177.0,11.9,6180.165731,75902,40362
Florida,Citrus,283.6920398000001,66.36646619,2.480917384,0.531212201,76.87810881,56762.0,49892.0,6870.0,12.1,5061.147958,60522,38128
Florida,Clay,268.0692284,72.43920572,2.3204068280000003,1.350185063,77.71662153,94785.0,85993.0,8792.0,9.3,6034.094223,68158,57783
Florida,Collier,145.8477612,32.04968368,3.3876329810000003,0.461375031,82.46436037,143337.0,127434.0,15903.0,11.1,4323.743412,113378,52988
Florida,Columbia,294.3632788,86.94858685,6.005158329,1.901134852,75.02427439,31597.0,28674.0,2923.0,9.3,7421.110524,23230,37321
Florida,Duval,295.7897943,64.30145432,10.45790509,2.171629977,75.82641271,441641.0,395185.0,46456.0,10.5,12308.06804,333566,47024
Florida,Escambia,302.2177501,70.35258116,7.259601124,1.344219213,75.83401952,137044.0,123507.0,13537.0,9.9,10310.54828,115052,40922
Florida,Flagler,194.4591352,42.21345919,3.757755925,1.255334123,79.52285936,32733.0,27910.0,4823.0,14.7,5361.486312,35459,50180
Florida,Hernando,258.6542207,61.13303168,3.514379742,0.552928744,76.95612551,62318.0,54056.0,8262.0,13.3,6681.611025,68340,40728
Florida,Highlands,222.7786937,57.406511,4.532651617,0.62871356,78.67214829,40483.0,36113.0,4370.0,10.8,6318.57211,39062,33225
Florida,Hillsborough,265.5165834,56.39351146,7.2043146999999985,1.05224272,77.62635522,596872.0,533687.0,63185.0,10.6,8403.530574,455602,47168
Florida,Indian River,202.7842886,40.27632083,3.880559988,0.5463871770000001,79.76734880000002,62299.0,54261.0,8038.0,12.9,6726.128017,61398,42712
Florida,Lake,236.4900123,46.7753089,4.04667067,0.8789133379999999,78.56809763,135874.0,120749.0,15125.0,11.1,5770.418842,119455,42081
Florida,Lee,196.3978153,41.23660732,3.925368284,0.553040505,80.15372522,278817.0,244526.0,34291.0,12.3,6766.949487000001,238137,45353
Florida,Leon,238.6242297,49.92204403,6.050327772,1.174465188,78.82286208,147363.0,136962.0,10401.0,7.1,9727.841257,110270,39873
Florida,Manatee,228.6939801,40.88716092,4.200971475,0.473085273,79.81980259,142403.0,125901.0,16502.0,11.6,9924.716826,129073,45419
Florida,Marion,251.9362369,54.47850258,4.1960851639999985,0.6319066210000001,77.43863881,135282.0,118007.0,17275.0,12.8,6199.579043,134545,39035
Florida,Martin,177.6548854,45.26760712,3.2120950660000003,0.48402272,80.57168131,62927.0,56024.0,6903.0,11.0,6051.106883,56780,49530
Florida,Miami-Dade,241.3678449,35.45442806,12.66057737,0.445691439,79.72324294,1209622.0,1083804.0,125818.0,10.4,11492.67025,812800,41533
Florida,Monroe,210.2781853,41.28185275,9.317571324,1.021462432,78.19440183,45385.0,42279.0,3106.0,6.8,12548.33884,28335,49721
Florida,Nassau,250.0217845,69.19992212,2.7780125260000004,1.334095084,77.24275028,35920.0,32469.0,3451.0,9.6,6031.0182829999985,27476,49830
Florida,Okaloosa,252.8877787,72.89949915,1.821764694,1.169991766,77.91867325,96418.0,89500.0,6918.0,7.2,6375.660933,73316,49207
Florida,Orange,236.7387983,51.24241435,6.799056446,1.02897243,79.00347575,596021.0,533867.0,62154.0,10.4,11774.43609,388522,46897
Florida,Osceola,258.419154,53.20841698,4.097551776,1.021881894,78.70394239,138807.0,123212.0,15595.0,11.2,8550.43713,89149,42753
Florida,Palm Beach,199.5052065,32.35839856,8.678170453,0.342615073,80.61240721,615500.0,549671.0,65829.0,10.7,9468.043453,506414,49580
Florida,Pasco,271.5599562,62.06402117,3.377560767,0.686852378,77.38088257,195279.0,172016.0,23263.0,11.9,7293.672385,172261,40154
Florida,Pinellas,269.7247128,51.01776193,5.610234621,0.6669687639999999,78.06540573,440723.0,393139.0,47584.0,10.8,10929.41425,395205,43225
Florida,Polk,260.0628079,58.84945469,5.349351638,0.6426370770000001,77.72868245,273152.0,242326.0,30826.0,11.3,8379.652516,222239,41911
Georgia,Barrow,299.439538,90.80256271,1.722992763,1.37050766,76.14548642,35215.0,31479.0,3736.0,10.6,6541.211275,25168,46180
Georgia,Bartow,303.1730412,79.38002741,2.524842821,2.2777259990000003,75.74403129,46443.0,40810.0,5633.0,12.1,8164.497656999999,32110,46202
Georgia,Bibb,383.5512409,69.58653045,8.74147333,2.452035357,73.61887736,74638.0,67382.0,7256.0,9.7,13720.43957,58412,37707
Georgia,Bulloch,280.6970736,67.46084047,4.815107393,2.170675701,76.72303840000002,32964.0,29867.0,3097.0,9.4,8840.396649,24172,32185
Georgia,Carroll,343.3408518,74.27243259999999,2.671147407,2.087427523,75.32239156,52693.0,46910.0,5783.0,11.0,7825.205870000002,39435,45380
Georgia,Chatham,292.3046899,58.05489744,9.930927951000001,1.673005441,76.50981777,131170.0,119831.0,11339.0,8.6,11139.08992,98767,42364
Georgia,Cherokee,243.3549045,58.90623348,1.594740739,1.576109564,79.40484167,110242.0,100467.0,9775.0,8.9,2788.443035,73974,64922
Georgia,Clarke,274.3154344,54.44084457,4.546901421,1.386170421,77.88012219,64085.0,59216.0,4869.0,7.6,11408.23045,39873,32422
Georgia,Clayton,315.9853584,63.76550502,7.374522556,1.807286041,76.34926999,133143.0,117459.0,15684.0,11.8,10768.90277,85756,43583
Georgia,Cobb,238.7617106,49.96830609,3.048741531,1.195611851,79.3972899,374868.0,340632.0,34236.0,9.1,5768.039125,250897,63514
Georgia,Columbia,234.6729675,52.71763091,1.922265451,1.937740549,79.15372389,60883.0,56676.0,4207.0,6.9,4684.852517,39623,68851
Georgia,Coweta,262.5344245,66.69581635,2.94348814,1.754208477,77.77619252,61330.0,55295.0,6035.0,9.8,4703.300520000002,43662,59341
Georgia,Dougherty,304.4953955000001,65.84996664,13.45772899,1.753793778,74.79631238,42209.0,37762.0,4447.0,10.5,13118.74436,35834,33906
Georgia,Douglas,326.4451577,64.38082891,3.787131678,1.484406916,76.41932431,65190.0,58135.0,7055.0,10.8,6547.44321,43083,49544
Georgia,Fayette,209.3653741,48.54181056,1.699631255,0.976538006,80.69057896,51081.0,46776.0,4305.0,8.4,3361.555172,36892,76633
Georgia,Floyd,337.90675889999994,69.09020311,3.4808716,2.489020901,75.44713205,49526.0,44302.0,5224.0,10.5,7432.523792,34566,38957
Georgia,Forsyth,233.7226937,52.99541858,0.920204901,1.143883162,80.53066138,87995.0,80815.0,7180.0,8.2,2716.888277,59144,83000
Georgia,Fulton,280.39578880000005,43.54081832,16.91312443,1.730093085,76.62560782,486983.0,437746.0,49237.0,10.1,12439.26921,367721,56162
Georgia,Glynn,254.29267740000003,72.82338449,5.783673077,1.697307815,76.46916083,40419.0,37002.0,3417.0,8.5,12385.3211,30293,47751
Georgia,Gwinnett,224.8167028,53.0550454,2.691668431,1.417234255,79.83498635,417641.0,380094.0,37547.0,9.0,6285.846056,256761,58566
Georgia,Hall,264.1132256,61.31042409,2.053789345,1.402904476,78.09313462,89690.0,81284.0,8406.0,9.4,5131.328471,60021,49015
Georgia,Henry,291.9707197,72.79181151,3.413127882,1.601114725,76.95359570000002,97375.0,87884.0,9491.0,9.7,5706.8780689999985,64436,63660
Georgia,Houston,279.0299463,60.80436857,3.399903555,2.005517699,77.13372464,70793.0,65701.0,5092.0,7.2,8478.498758,52771,49965
Georgia,Lowndes,334.4754588,76.10616192,7.729863976,2.339829632,75.48668075,53907.0,49335.0,4572.0,8.5,8375.345585,42467,38422
Georgia,Muscogee,328.9006471,71.36139189,9.230519406,2.621578311,74.54955824,86098.0,78276.0,7822.0,9.1,17156.75745,74569,39438
Georgia,Newton,325.8798457,69.94915834,4.721971529,1.771858547,75.88318936,47101.0,41333.0,5768.0,12.2,6212.613311,32178,50207
Georgia,Paulding,263.9138861,65.64809566,1.924342283,1.509875524,77.56363057,67939.0,61065.0,6874.0,10.1,5113.624156,46881,62302
Georgia,Richmond,324.7260708,67.91741112,13.34161057,2.964672793,73.68911274,91254.0,82033.0,9221.0,10.1,15466.65861,74510,34398
Georgia,Rockdale,268.1453431,60.71094484,4.90960863,1.582817757,77.69263059,40153.0,35680.0,4473.0,11.1,8729.914206,29120,49447
Georgia,Walton,315.9138391,69.46470347,2.485861407,1.53111561,76.43474789,41476.0,37166.0,4310.0,10.4,4597.753012,30663,47466
Georgia,Whitfield,275.04326610000004,68.86710466,2.279961745,1.889121806,76.74266982,44109.0,38481.0,5628.0,12.8,7082.725087999999,30559,39145
Hawaii,Hawaii,237.5989122,33.24200928,1.99555975,0.68711092,79.53061599,83897.0,75348.0,8549.0,10.2,6964.645334999998,65798,53828
Hawaii,Maui,207.1789283,33.227163899999994,1.601352193,0.904226712,80.58644461,76043.0,69097.0,6946.0,9.1,8372.041736,48326,60502
Idaho,Ada,210.7700027,55.55632078,0.799167973,1.291592682,80.40230429,196383.0,178892.0,17491.0,8.9,4716.930217,144847,53631
Idaho,Bannock,291.0845858,65.13632806,0.829153551,1.473521675,77.89768159,39350.0,36263.0,3087.0,7.8,6134.583359,29991,45878
Idaho,Bonneville,245.746063,62.21320304,0.749280101,1.240896549,78.73848593,50059.0,46872.0,3187.0,6.4,5575.193121,34517,47414
Idaho,Canyon,236.8752269,62.33188921,1.14507141,1.239660855,78.70621279,85238.0,75643.0,9595.0,11.3,4543.443918,61410,38653
Idaho,Kootenai,229.6757256,61.86036142,0.714621345,1.54555137,79.16916395,70972.0,63805.0,7167.0,10.1,6047.290079,54456,47431
Idaho,Twin Falls,234.267179,73.60325456,0.725071123,1.623171374,77.74104669,39024.0,36292.0,2732.0,7.0,5305.307969,26515,40631
Illinois,Adams,268.0577892,69.59550353,1.22800929,1.827236016,78.26692894,38261.0,35468.0,2793.0,7.3,8161.679948,28861,40699
Illinois,Champaign,219.3278388,50.77630767,1.832889988,1.828815301,79.82161757,105240.0,96480.0,8760.0,8.3,6250.489324,78023,41198
Illinois,Cook,282.2668573,40.64596633,4.500355366,1.144022027,77.93940832,2604692.0,2330033.0,274659.0,10.5,9143.552956,1931361,52539
Illinois,Kane,226.8867009,44.97820817,1.401816177,1.076307723,80.21776872,271256.0,242898.0,28358.0,10.5,5219.525597999998,162532,66604
Illinois,Kankakee,300.5896767,60.70813945,1.798006699,1.346433513,76.6011733,56196.0,49319.0,6877.0,12.2,6999.6692870000015,39005,50858
Illinois,Kendall,218.72285040000003,49.39644964,0.9291193,1.131178786,80.71858228,60357.0,54244.0,6113.0,10.1,3158.42246,33211,81826
Illinois,Lake,216.138683,46.61336368,1.04465381,1.227249138,80.61690924,363170.0,327443.0,35727.0,9.8,4609.244953,233162,76375
Illinois,Macon,266.30069480000003,57.41600996,2.165039009,1.277013875,77.80877589,54824.0,48534.0,6290.0,11.5,8203.500481000001,45621,44105
Illinois,Madison,294.3096296,66.23451197,1.6981415990000002,0.997823819,77.20618436,138514.0,124337.0,14177.0,10.2,5489.389765999998,108796,50653
Illinois,McHenry,238.8189383,57.01839161,0.676399634,1.037770597,79.91612043,181149.0,163369.0,17780.0,9.8,3417.499586,108315,74498
Illinois,McLean,236.2634403,57.21947427,1.338853093,1.10272524,79.64814881,91493.0,84871.0,6622.0,7.2,5408.544752000002,63982,56027
Illinois,Peoria,267.2302419,60.65672505,2.010326655,1.260800093,77.84623266,97678.0,86910.0,10768.0,11.0,9079.313185,74439,46961
Illinois,Rock Island,274.7362242,57.74169357,1.425363774,0.911714517,78.61455078,77840.0,70668.0,7172.0,9.2,7791.425628,59634,49486
Illinois,Sangamon,276.3946165,62.27149451,1.80090537,1.815344226,77.65219038,107780.0,99740.0,8040.0,7.5,13282.91436,83016,52753
Illinois,Tazewell,261.4284222,56.47525329,1.100349981,1.588865669,78.48369139,73081.0,65372.0,7709.0,10.5,5170.504872,53802,53515
Illinois,Vermilion,324.4931015,82.45195196,1.94931569,2.823031901,76.26316882,37138.0,32854.0,4284.0,11.5,8906.857293000001,31472,35012
Illinois,Will,260.902957,46.01559786,1.230424033,1.1836509240000002,79.47448320000002,366938.0,329028.0,37910.0,10.3,4071.359015,216703,72186
Illinois,Williamson,281.8379958999999,71.66596418,1.36882819,2.352066417,76.65619431,34652.0,31447.0,3205.0,9.2,3713.905775,26982,39169
Illinois,Winnebago,271.4670588,57.65881227,2.042391748,1.120437007,77.88949008,144984.0,123174.0,21810.0,15.0,10353.13974,115195,43746
Indiana,Allen,258.19548619999995,64.40482771,1.718373538,1.729095325,78.17729974,178193.0,159522.0,18671.0,10.5,6687.564421,134983,47328
