STATE,COUNTY,YEAR,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age,Civilian_labor_force,Employed,Unemployed,Unemployment_rate,Crime_rate,Total Income,Median income
Arizona,Mohave,2011,302.3888609,73.44199871,2.076941987,2.121749381,75.38783151,"79,594","69,823","9,771",12.3,6786.030933,78977,35983
Arizona,Navajo,2011,228.7539418,51.55806382,1.600075706,2.328204454,75.54625008,"43,344","36,914","6,430",14.8,5009.63568,33305,30937
Arizona,Pima,2011,226.126934,50.3314044,2.064304956,0.855422279,79.10095796,"466,908","427,335","39,573",8.5,5711.167441,379801,44112
Arizona,Pinal,2011,192.6994521,51.18614941,1.629887817,0.646131952,79.59593191,"149,658","135,043","14,615",9.8,5800.435205,122782,44107
Arizona,Yavapai,2011,214.0339824,55.58199588,1.083366901,1.258877275,78.97826765,"93,132","83,953","9,179",9.9,4959.349593,91407,41719
Arizona,Yuma,2011,187.1573592,48.22723266,1.470553795,1.01530317,80.34449445,"91,935","69,677","22,258",24.2,5161.129645,71490,38390
Arkansas,Benton,2011,262.4631988,51.66178496,0.949380392,0.724271095,79.34006566,"109,574","102,441","7,133",6.5,4849.909438,82695,52341
Arkansas,Craighead,2011,338.0955496,76.6446544,1.851953879,1.615200893,75.95904162,"49,190","45,556","3,634",7.4,9108.46304,37957,37390
Arkansas,Faulkner,2011,267.3786644,64.65511766,1.299708719,2.853246303,77.52178834,"59,482","55,206","4,276",7.2,7511.35029,43249,49886
Arkansas,Garland,2011,308.2249921,76.74375884,2.592389521,1.877159885,75.41031622,"41,787","38,127","3,660",8.8,11326.09819,38087,34251
Arkansas,Jefferson,2011,394.073709,56.44585429,3.801222405,3.973337564,74.24182742,"33,727","29,978","3,749",11.1,14355.44593,28905,39176
Arkansas,Lonoke,2011,312.5649337,77.92091252,1.400515936,1.939600909,75.6598023,"33,448","31,123","2,325",7,7309.131113,25583,48161
Arkansas,Pulaski,2011,287.2021311,55.75357023,4.307564863,3.116386534,76.50863427,"190,083","175,884","14,199",7.5,16114.9042,152393,43461
Arkansas,Saline,2011,247.5184973,59.23899421,1.484179752,2.324200246,78.13705907,"54,212","50,604","3,608",6.7,6678.526425,42447,53557
Arkansas,Sebastian,2011,326.9125809,69.18015525,2.225387991,1.623723314,76.41829722,"59,600","54,442","5,158",8.7,9533.524919,47119,35703
Arkansas,Washington,2011,276.4116427,64.8441772,1.229426625,1.846206738,78.12809592,"104,823","98,216","6,607",6.3,7395.027063,80228,37449
Arkansas,White,2011,349.2548208,75.01463101,1.165585157,1.666120997,75.8625673,"36,768","33,580","3,188",8.7,7349.486717,30359,44626
California,Alameda,2011,211.256968,38.31291928,2.953258455,0.690137419,80.9622083,"786,756","707,381","79,375",10.1,8323.222249,545559,67558
California,Butte,2011,264.1047155,67.58352705,1.565938906,1.645822337,77.97007127,"100,647","86,891","13,756",13.7,5369.160684,83634,39179
California,Contra Costa,2011,207.0374761,42.12114604,2.260604532,0.704117197,80.98966675,"529,551","475,011","54,540",10.3,6405.384805,376326,74353
California,El Dorado,2011,207.2131333,48.53084382,1.112890336,1.33858441,80.83645858,"89,690","79,188","10,502",11.7,3809.76816,68111,61084
California,Fresno,2011,273.9192916,47.78709532,3.281508605,0.999193521,78.60380944,"443,509","370,224","73,285",16.5,9857.303793,286255,42807
California,Humboldt,2011,261.00227,70.32851076,2.115440806,2.204013979,77.22330519,"65,106","58,228","6,878",10.6,6869.741421,51183,41187
California,Imperial,2011,227.2549472,35.00508703,2.560758098,1.919807705,80.11956013,"79,456","56,524","22,932",28.9,7311.712011,48790,37843
California,Kern,2011,311.8043905,75.64004464,2.333770135,0.777033549,77.1769287,"382,367","325,712","56,655",14.8,8187.031932,254761,45224
California,Kings,2011,259.7850969,59.38158008,1.662792344,1.475112589,78.89006463,"59,123","49,718","9,405",15.9,5162.165654,40800,50345
California,Lake,2011,308.5593455,83.02104832,2.660200108,1.409743852,75.51145589,"29,611","25,310","4,301",14.5,6353.840275,28885,35991
California,Los Angeles,2011,238.9736268,38.43292069,3.597384771,0.378091224,80.76271697,"4,928,464","4,327,923","600,541",12.2,5544.495373,3201795,52280
California,Madera,2011,261.4617391,49.99855692,1.941765347,0.877749008,79.00363016,"62,014","51,990","10,024",16.2,6046.947373,40786,46570
California,Marin,2011,168.8233249,30.65405745,1.637912963,0.687007809,83.19073676,"134,576","124,801","9,775",7.3,4098.662365,101723,77168
California,Mendocino,2011,250.2204536,59.05213561,1.79132853,1.652357098,78.52630915,"40,953","36,284","4,669",11.4,4517.631703,32497,42431
California,Merced,2011,257.116491,55.21989383,1.929759462,1.371378681,78.78312149,"114,735","94,500","20,235",17.6,8172.333849,74833,40055
California,Monterey,2011,203.3257812,39.05015233,1.648345531,0.899309965,81.52624357,"216,558","189,146","27,412",12.7,5661.100739,123757,53179
California,Napa,2011,237.7461713,47.74915708,1.334219495,0.488447575,80.21064267,"70,760","63,846","6,914",9.8,4719.420084,49933,61460
California,Nevada,2011,200.2683291,48.1982686,1.002291339,0.862925619,81.01210088,"49,021","43,590","5,431",11.1,3421.566175,41171,54080
California,Orange,2011,212.1954911,38.63796701,1.530167697,0.314571703,81.87605206,"1,546,389","1,406,411","139,978",9.1,4487.230843,992855,72293
California,Placer,2011,220.2293775,46.42605628,0.863302851,0.70336691,81.00365097,"173,744","154,923","18,821",10.8,4727.567739,133290,68959
California,Riverside,2011,255.1691311,54.30105189,2.855711041,0.431368313,79.63119032,"978,514","849,635","128,879",13.2,6456.358317,684794,52883
California,Sacramento,2011,256.0059098,51.19261299,2.673086082,0.681721683,78.80701428,"679,995","597,683","82,312",12.1,7392.576771,510517,52314
California,San Bernardino,2011,284.2366497,63.65871616,2.385773246,0.922949039,78.28419614,"888,513","774,166","114,347",12.9,6409.727187,609702,51247
California,San Diego,2011,218.362125,42.56048905,2.552328978,1.045182896,80.83768808,"1,524,582","1,367,250","157,332",10.3,4870.707644,1061056,59477
California,San Joaquin,2011,274.7999509,57.07646392,2.629293876,0.562357805,78.15398695,"311,363","260,997","50,366",16.2,10071.36243,213749,50853
California,San Luis Obispo,2011,242.6275726,46.3389116,1.187742669,0.927790507,80.91169265,"134,374","121,509","12,865",9.6,5059.987464,101179,54195
California,San Mateo,2011,188.2756216,33.35543128,1.79688283,0.331303445,82.56283781,"399,859","369,827","30,032",7.5,4279.285786,256526,81657
California,Santa Barbara,2011,222.031915,36.8038843,1.604534125,0.788402747,81.49957103,"213,005","193,023","19,982",9.4,5025.43847,140889,60505
California,Santa Clara,2011,171.2961498,32.09824383,1.171272159,0.405265438,82.84384624,"939,851","852,426","87,425",9.3,4845.813267,606459,84895
California,Santa Cruz,2011,220.0274062,42.2455591,1.684777149,0.7849201,81.0087426,"141,335","122,865","18,470",13.1,7483.039323,94775,62513
California,Shasta,2011,287.335128,83.34314515,1.43330589,1.835503038,76.58210153,"77,044","64,762","12,282",15.9,6983.034589,69102,42062
California,Solano,2011,211.5192097,51.67280476,2.757707899,0.845134628,79.41234583,"202,241","177,619","24,622",12.2,6667.814435,139992,63795
California,Sonoma,2011,229.4670897,44.39798336,2.189292636,0.774478645,80.73764303,"246,171","220,958","25,213",10.2,4101.183497,180703,61020
California,Stanislaus,2011,305.0335838,57.42808202,1.942132885,0.764589277,78.00416117,"242,320","202,360","39,960",16.5,8357.140524,167860,44076
California,Sutter,2011,277.7032428,62.74530944,1.326504255,1.238259876,78.6818414,"45,939","37,596","8,343",18.2,6371.347195,31673,49533
California,Tulare,2011,309.2204781,59.57726012,2.027481107,1.483278518,77.86451193,"203,474","168,687","34,787",17.1,7683.229133,131890,41167
California,Ventura,2011,217.5621513,41.09910178,1.162031264,0.853688225,81.36935614,"431,718","387,495","44,223",10.2,3824.623618,265492,74623
California,Yolo,2011,207.19296,59.59582784,1.510143871,0.687847183,80.22555216,"101,806","89,818","11,988",11.8,5792.037793,70101,49594
California,Yuba,2011,328.5212695,87.03917973,1.741716909,1.517836258,76.0415317,"28,948","24,035","4,913",17,6465.48772,23745,43961
Colorado,Adams,2011,200.4987431,57.83054162,1.74369477,1.368080682,79.87458345,"236,385","212,931","23,454",9.9,6491.30968,151973,52325
Colorado,Arapahoe,2011,200.4987431,57.83054162,1.74369477,1.368080682,79.87458345,"319,253","292,867","26,386",8.3,6028.530876,224082,56722
Colorado,Boulder,2011,200.4987431,57.83054162,1.74369477,1.368080682,79.87458345,"172,002","160,904","11,098",6.5,4474.170665,118559,68637
Colorado,Douglas,2011,153.371135,37.07901379,0.371943416,1.066197213,83.19131621,"158,279","148,154","10,125",6.4,2628.108678,104243,93573
Colorado,El Paso,2011,220.7049236,58.61999281,0.998504488,1.177042441,79.6925819,"307,563","279,542","28,021",9.1,6770.560689,237729,54797
Colorado,Jefferson,2011,200.4987431,57.83054162,1.74369477,1.368080682,79.87458345,"302,402","278,353","24,049",8,5695.830131,217829,64292
Colorado,Larimer,2011,194.0160074,46.36798313,0.538691885,1.546759226,81.65405323,"170,942","158,704","12,238",7.2,5447.94308,121911,55219
Colorado,Mesa,2011,238.0319882,73.20390633,0.84716425,2.00522854,78.86835669,"75,475","67,738","7,737",10.3,6058.199099,59770,47664
Colorado,Pueblo,2011,233.3294937,77.29465888,1.27022233,1.966254004,77.54367343,"75,117","67,211","7,906",10.5,9936.725286,62181,40965
Colorado,Weld,2011,200.4987431,57.83054162,1.74369477,1.368080682,79.87458345,"134,285","122,737","11,548",8.6,4798.691086,90453,51059
Connecticut,Fairfield,2011,208.2331022,34.12309318,2.199578389,0.873347344,81.68047818,"478,085","438,961","39,124",8.2,4465.995066,331530,77289
Connecticut,Hartford,2011,230.0446025,46.44871074,4.313642856,1.054117544,79.66659702,"478,396","434,994","43,402",9.1,5738.890289,347164,60965
Connecticut,Litchfield,2011,224.0645583,51.49563375,0.936137171,1.025939164,80.72371823,"108,015","99,225","8,790",8.1,3960.179043,75386,69097
Connecticut,Middlesex,2011,203.2983794,43.94117857,1.150137091,0.759921754,80.7760229,"93,453","86,309","7,144",7.6,4285.767283,64073,77193
Connecticut,New Haven,2011,222.7872675,44.56490795,3.58132268,0.888706161,79.7359465,"462,437","417,656","44,781",9.7,6701.49018,326523,59245
Connecticut,New London,2011,223.6990905,54.893724,1.744046345,0.648125274,80.08476393,"143,702","131,017","12,685",8.8,5150.10917,108239,64788
Connecticut,Tolland,2011,224.6819394,46.50210906,1.090064791,1.03112253,81.36227842,"86,080","79,572","6,508",7.6,4118.394857,53696,78210
Connecticut,Windham,2011,256.8528929,62.82826488,1.899022539,0.752591561,78.9599061,"64,605","58,232","6,373",9.9,3602.382899,45032,55744
Delaware,Kent,2011,279.3731826,60.84232305,3.866834105,1.208054154,77.48590414,"74,035","67,970","6,065",8.2,8735.584517,56799,52512
Delaware,New Castle,2011,251.7714249,52.58899906,5.79781989,1.124504089,78.35057588,"277,295","257,163","20,132",7.3,7709.60134,202188,63716
Delaware,Sussex,2011,244.18608,49.20762551,2.498009755,1.538253653,78.80943173,"92,016","84,953","7,063",7.7,8355.885823,74205,53644
Florida,Alachua,2011,214.9628997,53.10302851,4.855877511,1.289477642,78.38913906,"129,027","119,251","9,776",7.6,8391.070054,96472,39636
Florida,Bay,2011,277.635508,75.37414921,3.879496418,1.574875221,76.92112565,"87,205","78,311","8,894",10.2,9749.171794,69884,44310
Florida,Brevard,2011,230.3330436,54.33281255,2.930003743,0.61253621,78.64896703,"265,213","236,336","28,877",10.9,7792.207792,216180,46429
Florida,Broward,2011,237.7995762,40.9036888,9.205720627,0.376615491,79.8088676,"951,445","861,686","89,759",9.4,8901.968464,668281,48880
Florida,Charlotte,2011,194.5221035,47.15094182,1.947521091,0.474565331,80.3743326,"65,722","58,308","7,414",11.3,5476.757237,68252,41190
Florida,Citrus,2011,274.5135274,69.45779206,2.044923496,0.528841188,77.14271861,"52,057","45,546","6,511",12.5,5022.317531,60923,33764
Florida,Clay,2011,268.4697785,75.09186306,1.888687569,1.354192613,77.85761089,"96,166","87,408","8,758",9.1,5737.442238,66715,54389
Florida,Collier,2011,145.9108773,32.45971302,2.604330989,0.442654316,82.84528408,"148,810","133,729","15,081",10.1,4364.502212,123949,50564
Florida,Columbia,2011,286.8607183,86.17876124,4.99170866,1.936956052,75.18533834,"28,242","25,337","2,905",10.3,8178.112811,23883,35008
Florida,Duval,2011,289.9498169,62.52061602,8.957605068,2.180170372,76.20930951,"456,441","409,556","46,885",10.3,10178.05082,329530,45958
Florida,Escambia,2011,285.8460105,69.20328656,5.827852193,1.255560074,76.3812652,"140,774","127,131","13,643",9.7,10649.54007,107490,40917
Florida,Flagler,2011,192.8723197,42.31586791,2.913461482,1.259750246,79.65091227,"41,940","37,167","4,773",11.4,4903.092784,34434,46232
Florida,Hernando,2011,261.477919,59.85950782,2.641431135,0.561009821,77.31081114,"66,199","57,925","8,274",12.5,6542.456305,71067,41150
Florida,Highlands,2011,212.5400138,59.3187308,3.617669922,0.591004916,79.12403292,"38,151","33,773","4,378",11.5,6361.602684,40123,33652
Florida,Hillsborough,2011,239.8956483,49.22483183,5.947594816,1.100645903,78.60166251,"661,540","598,119","63,421",9.6,5974.583821,464379,46761
Florida,Indian River,2011,195.1870909,39.06104031,3.110114834,0.518238624,80.14692777,"61,940","54,097","7,843",12.7,6306.241914,57515,39767
Florida,Lake,2011,224.8145816,44.83781008,3.402159077,0.83707753,79.15044559,"133,860","119,672","14,188",10.6,5925.606111,113539,45454
Florida,Lee,2011,191.8926508,40.08217309,3.485912083,0.525297893,80.54277167,"287,064","255,884","31,180",10.9,6296.36775,238389,45266
Florida,Leon,2011,234.5037104,48.56946105,5.239686028,1.165304402,79.2512393,"149,969","138,321","11,648",7.8,9980.626054,110069,44731
Florida,Manatee,2011,227.1505739,41.16284424,3.749070242,0.498233287,79.98516582,"148,173","133,384","14,789",10,9070.906663,134359,43234
Florida,Marion,2011,249.2279406,54.96401217,3.500479603,0.606004303,77.47412838,"131,031","114,905","16,126",12.3,5989.345261,133433,36255
Florida,Martin,2011,170.4819268,43.79908588,2.655815505,0.439036082,81.0970618,"66,822","60,208","6,614",9.9,5456.065591,59005,50022
Florida,Miami-Dade,2011,219.4904337,34.06692289,10.34734783,0.433347048,80.58161097,"1,255,105","1,137,041","118,064",9.4,10916.478,818297,40552
Florida,Monroe,2011,206.4477715,40.64354531,7.349368617,0.974642949,78.58822809,"42,781","39,791","2,990",7,9667.14359,24735,51524
Florida,Nassau,2011,238.3699257,69.24231103,2.207785173,1.334929145,77.63987281,"36,018","32,556","3,462",9.6,4404.343789,27538,52466
Florida,Okaloosa,2011,236.3529349,71.52180308,1.503078262,1.168303511,78.24894466,"90,913","83,806","7,107",7.8,6586.973364,70573,49158
Florida,Orange,2011,227.8751043,48.651855,6.338397481,1.01423935,79.47364753,"642,178","579,251","62,927",9.8,10277.26172,415350,44732
Florida,Osceola,2011,254.6153638,53.25378121,3.332535835,0.968247628,79.02075134,"140,286","124,469","15,817",11.3,8294.932568,92485,41040
Florida,Palm Beach,2011,195.5568027,31.10022546,6.981702512,0.322387009,81.20262607,"652,697","587,173","65,524",10,7840.149463,521589,48953
Florida,Pasco,2011,266.4043894,64.33219603,2.920847809,0.674653085,77.57649977,"206,715","184,347","22,368",10.8,6830.77511,182321,40766
Florida,Pinellas,2011,252.4265668,49.59344323,4.933906383,0.666645761,78.76103504,"463,993","418,950","45,043",9.7,8811.527685,392267,42852
Florida,Polk,2011,254.9194329,56.43575596,4.805620849,0.645517755,78.10606561,"276,920","245,740","31,180",11.3,7427.646358,217648,40272
Georgia,Barrow,2011,292.8682117,92.79182608,1.393666108,1.353375696,76.35920479,"34,618","31,174","3,444",9.9,5769.778031,23270,50490
Georgia,Bartow,2011,293.005797,79.75482373,1.960704541,2.195014513,76.08706358,"47,746","42,279","5,467",11.5,9268.13298,33661,44034
Georgia,Bibb,2011,387.3486419,68.18220653,7.72131561,2.361915029,73.73744079,"71,223","63,035","8,188",11.5,14931.31013,56645,33878
Georgia,Bulloch,2011,268.0406795,66.96836414,4.449903929,2.24113497,76.88212511,"33,499","29,978","3,521",10.5,6648.674482,25535,32251
Georgia,Carroll,2011,333.7606687,76.04335155,2.129951098,2.151343572,75.33082139,"51,917","46,021","5,896",11.4,6735.903985,38674,42858
Georgia,Chatham,2011,271.6630011,55.46511909,8.268090488,1.596780548,77.17637218,"129,639","116,650","12,989",10,9298.672097,100091,42730
Georgia,Cherokee,2011,239.1787013,58.83810861,1.28666896,1.53718673,79.44030998,"113,843","104,542","9,301",8.2,3326.456937,77388,62515
Georgia,Clarke,2011,257.552453,53.8533438,3.561463993,1.35756727,78.18925749,"57,177","51,856","5,321",9.3,9650.658345,40177,28843
Georgia,Clayton,2011,296.3286746,60.51459909,5.817146906,1.763574052,76.92843968,"126,983","109,948","17,035",13.4,11344.92467,86747,37050
Georgia,Cobb,2011,229.0389718,48.66976994,2.472842988,1.162098458,79.78047203,"384,688","350,725","33,963",8.8,5482.271803,260577,57906
Georgia,Columbia,2011,223.641348,52.82617164,1.634726225,1.970463437,79.40720252,"63,320","58,667","4,653",7.3,4511.242302,47312,61718
Georgia,Coweta,2011,253.7821786,67.07704997,2.473586887,1.762543375,77.99753647,"65,009","59,123","5,886",9.1,4939.802935,47424,54792
Georgia,Dougherty,2011,302.1439573,65.96472706,12.62545964,1.774917918,74.91282149,"41,256","36,235","5,021",12.2,12923.49442,36123,28424
Georgia,Douglas,2011,309.6328572,63.25242582,3.037385104,1.488026872,76.81440431,"66,989","59,707","7,282",10.9,6971.508655,47239,49282
Georgia,Fayette,2011,200.9131297,46.77027962,1.40371742,0.992220477,80.93658594,"53,224","48,960","4,264",8,3221.265166,38450,72962
Georgia,Floyd,2011,322.0522377,67.87574641,2.695646986,2.617857422,75.69251811,"44,852","39,440","5,412",12.1,8664.241431,34919,40963
Georgia,Forsyth,2011,214.9097902,51.89256278,0.720724145,1.143257437,81.17416614,"91,061","84,314","6,747",7.4,2875.909617,48268,82209
Georgia,Fulton,2011,256.0456134,41.26896329,13.39332639,1.656979201,77.54506262,"498,861","448,034","50,827",10.2,12844.61704,367228,53697
Georgia,Glynn,2011,245.1037907,72.83941674,4.94196286,1.770325076,76.76338255,"38,256","34,267","3,989",10.4,12317.47527,31081,45726
Georgia,Gwinnett,2011,210.9708782,50.37247946,2.084822251,1.484505137,80.42374208,"427,145","389,936","37,209",8.7,5432.974845,264233,56523
Georgia,Hall,2011,246.6882329,60.47293579,1.535225774,1.382236086,78.6850134,"87,726","79,953","7,773",8.9,5272.177973,60043,50108
Georgia,Henry,2011,287.7526309,71.5495174,2.916463754,1.609291033,77.21223837,"102,687","92,085","10,602",10.3,6028.837358,70805,57258
Georgia,Houston,2011,266.9429091,61.17291731,2.77924618,1.95924372,77.57239992,"68,352","62,512","5,840",8.5,9070.000423,52603,51021
Georgia,Liberty,2011,288.4529747,71.97812919,3.200930053,1.859790288,76.67448438,"27,588","25,015","2,573",9.3,7321.739671,24578,45485
Georgia,Lowndes,2011,326.6878997,76.20579131,7.217709991,2.521905487,75.92838953,"51,359","46,277","5,082",9.9,7246.561386,38178,32898
Georgia,Muscogee,2011,321.4315284,69.41100179,7.618104998,2.669485403,74.87386475,"82,863","74,559","8,304",10,14030.71965,70724,37333
Georgia,Newton,2011,316.5025549,71.15473338,4.356128607,1.856814519,75.96737997,"48,399","42,424","5,975",12.3,7166.696289,33298,40932
Georgia,Paulding,2011,244.7700258,63.9343947,1.481724496,1.53361091,78.19573922,"74,316","67,219","7,097",9.5,4728.561009,48994,57764
Georgia,Richmond,2011,315.6840465,64.71679482,10.09037298,2.945597024,74.11818719,"88,510","78,559","9,951",11.2,14473.64536,71262,38928
Georgia,Rockdale,2011,255.3674289,59.41376363,4.09812281,1.616650824,78.12057622,"42,258","37,516","4,742",11.2,9106.176958,28789,51067
Georgia,Troup,2011,329.7865128,67.0650748,4.597313811,2.107425632,74.99231505,"34,505","30,705","3,800",11,8791.791188,24744,40368
Georgia,Walker,2011,373.2868525,81.73533712,1.761227416,2.012124912,75.09773638,"31,064","28,025","3,039",9.8,5844.01602,27224,38187
Georgia,Walton,2011,309.9547908,71.55128971,2.024541602,1.474708677,76.56233844,"41,220","36,929","4,291",10.4,6093.954354,28979,50129
Georgia,Whitfield,2011,264.7827758,69.62474476,1.922863822,2.010489371,76.99330497,"47,462","41,846","5,616",11.8,6813.905608,34637,36928
Hawaii,Hawaii,2011,231.0375609,33.26277274,1.4843887,0.673303294,80.10362542,"88,675","79,952","8,723",9.8,5580.771225,64605,46479
Hawaii,Kauai,2011,219.7302933,29.88866026,1.207931788,1.248965586,80.87245654,"34,904","31,869","3,035",8.7,8454.87929,22874,60751
Hawaii,Maui,2011,203.8144969,32.94863094,1.205733024,0.903387377,80.88680347,"80,507","74,125","6,382",7.9,8097.261718,52549,60147
Idaho,Ada,2011,209.0947533,56.45493833,0.675453624,1.374095975,80.40449377,"200,187","185,482","14,705",7.3,4334.696223,151755,49643
Idaho,Bannock,2011,285.9703084,64.80792555,0.63231323,1.360618481,78.0346412,"41,041","37,956","3,085",7.5,6386.484389,30177,41097
Idaho,Bonneville,2011,246.834065,62.4792914,0.581902421,1.199987343,78.98458164,"49,315","45,896","3,419",6.9,5166.086651,36538,47828
Idaho,Canyon,2011,232.170432,64.18821667,0.907036086,1.176835086,78.91467006,"85,470","76,447","9,023",10.6,5326.36693,63358,38470
Idaho,Kootenai,2011,223.3339588,60.22904047,0.545646536,1.555723591,79.35573963,"69,295","62,263","7,032",10.1,6250.312444,56226,47782
Idaho,Twin Falls,2011,226.8467028,72.5320434,0.549884564,1.571339748,78.00358171,"37,466","34,519","2,947",7.9,5449.259772,28196,42015
Illinois,Adams,2011,261.3945312,67.80556621,0.931306999,1.737034155,78.49849704,"34,384","32,011","2,373",6.9,5349.85643,25964,42635
Illinois,Champaign,2011,215.7442776,50.53880757,1.469590014,1.990230393,80.13220551,"105,700","97,479","8,221",7.8,6509.538137,78993,39591
Illinois,Cook,2011,271.5444752,40.26433222,3.540350888,1.125270754,78.50828274,"2,636,434","2,360,934","275,500",10.4,8127.904278,1916910,50813
Illinois,Kane,2011,210.1000222,45.58706522,1.112012365,1.052987351,80.65390521,"267,240","241,171","26,069",9.8,3670.910568,168340,66497
Illinois,Kankakee,2011,291.5011531,58.94149258,1.406290278,1.343747785,77.07705527,"56,864","50,377","6,487",11.4,6737.760543,41149,45669
Illinois,Kendall,2011,207.6674032,48.39873181,0.700176671,1.05507567,81.02526463,"62,634","56,793","5,841",9.3,3085.652714,37049,80655
Illinois,Lake,2011,211.660497,43.964297,0.855464445,1.0883963,81.0139233,"368,282","335,755","32,527",8.8,4067.035651,240051,74266
Illinois,Macon,2011,267.67403,58.01300984,1.88028612,1.324650992,77.89486559,"54,902","49,416","5,486",10,7111.547151,43604,44415
Illinois,Madison,2011,289.9952893,64.39504674,1.267994301,0.926195454,77.53830049,"137,725","125,400","12,325",8.9,5452.045902,106535,50372
Illinois,McHenry,2011,238.4428959,58.51912079,0.530436503,0.988275567,79.93033768,"166,760","150,286","16,474",9.9,2988.698824,108186,70117
Illinois,McLean,2011,232.5033676,56.15227399,1.090705199,1.086516916,80.03925561,"95,328","89,019","6,309",6.6,4984.940685,63240,57799
Illinois,Peoria,2011,266.1572163,59.18075615,1.699921078,1.229288772,78.05504728,"96,184","87,318","8,866",9.2,8531.180669,75933,48988
Illinois,Rock Island,2011,283.4182092,59.24850503,1.164040558,0.882714279,78.51614643,"75,965","69,489","6,476",8.5,6797.632301,61259,43597
Illinois,Sangamon,2011,253.4662637,58.91530853,1.508804237,1.778738287,78.41795151,"108,909","100,825","8,084",7.4,11951.43631,82704,51075
Illinois,Tazewell,2011,254.1849256,57.06744315,0.867388677,1.655195544,78.57524636,"71,538","65,596","5,942",8.3,4523.288632,54647,49237
Illinois,Vermilion,2011,327.2213978,82.60669388,1.48980431,2.600419769,76.32547076,"37,475","33,753","3,722",9.9,9285.339131,31414,40869
Illinois,Will,2011,260.6212305,46.1409842,0.981918457,1.203385644,79.81243234,"354,426","316,754","37,672",10.6,3760.08586,220536,71882
Illinois,Williamson,2011,275.0603051,70.78218232,1.029642245,2.296385948,76.82270803,"32,315","29,394","2,921",9,5190.665326,26648,40439
