STATE,COUNTY,YEAR,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age,Civilian_labor_force,Employed,Unemployed,Unemployment_rate,Crime_rate,Total Income,Median income
California,Ventura,2013,214.5511087,40.2053556,1.084503437,0.873392499,81.33908401,"433,914","399,769","34,145",7.9,4304.620794,265788,77363
California,Yolo,2013,208.7730357,57.24797989,1.271107595,0.660520475,80.38290329,"101,835","92,660","9,175",9,6921.833619,71024,54898
California,Yuba,2013,328.4913928,88.8788496,1.582254003,1.434629816,76.11292777,"28,250","24,531","3,719",13.2,6623.231164,25053,43801
Colorado,Adams,2013,198.43307,57.34246079,1.640591002,1.282430076,80.20409112,"241,765","222,106","19,659",8.1,6362.740972,157392,54878
Colorado,Arapahoe,2013,198.43307,57.34246079,1.640591002,1.282430076,80.20409112,"326,280","304,753","21,527",6.6,5936.703308,230276,60956
Colorado,Boulder,2013,198.43307,57.34246079,1.640591002,1.282430076,80.20409112,"174,782","165,184","9,598",5.5,5527.269484,123498,71604
Colorado,Douglas,2013,150.0026995,36.05581332,0.302667954,1.000472067,83.70575751,"164,441","155,708","8,733",5.3,2175.750937,106874,102961
Colorado,El Paso,2013,213.8442075,57.65018213,0.85750166,1.115972594,79.67197768,"306,761","282,583","24,178",7.9,7444.824013,240131,57098
Colorado,Jefferson,2013,198.43307,57.34246079,1.640591002,1.282430076,80.20409112,"305,200","286,109","19,091",6.3,6065.856943,221172,68201
Colorado,Larimer,2013,193.5873864,43.9688845,0.461340821,1.590062281,81.84629882,"174,165","164,046","10,119",5.8,4733.35507,123877,59052
Colorado,Mesa,2013,235.0135558,73.77000193,0.773755362,2.042103622,79.00524902,"73,542","67,108","6,434",8.7,5806.555854,58466,46723
Colorado,Pueblo,2013,224.2534638,77.56040245,1.170844063,1.8577558,77.84520498,"73,335","66,114","7,221",9.8,12227.97289,62604,41218
Colorado,Weld,2013,198.43307,57.34246079,1.640591002,1.282430076,80.20409112,"139,047","129,920","9,127",6.6,4529.683151,92426,58611
Connecticut,Fairfield,2013,208.5761998,33.8806413,1.837905218,0.860422741,81.84483054,"468,896","434,873","34,023",7.3,3742.97412,328062,82084
Connecticut,Hartford,2013,220.9572536,41.94009289,3.430798203,0.964077407,80.2211309,"465,640","428,369","37,271",8,5217.507583,345615,63603
Connecticut,Litchfield,2013,226.8562843,50.60318075,0.802944823,0.977715858,80.60112041,"104,499","97,061","7,438",7.1,3932.806324,75029,70981
Connecticut,Middlesex,2013,192.7688109,43.86509781,0.997509575,0.722749166,80.9454097,"90,808","84,708","6,100",6.7,3316.065073,65304,75303
Connecticut,New Haven,2013,221.9869975,43.95774698,2.946799494,0.87070467,79.88144865,"450,812","412,391","38,421",8.5,6436.501078,321048,58571
Connecticut,New London,2013,219.0863085,54.52946852,1.611077689,0.640514091,80.22611363,"137,276","126,137","11,139",8.1,5436.917119,106886,62883
Connecticut,Tolland,2013,217.4457286,46.37354283,0.984444337,1.015093061,81.63450997,"83,155","77,423","5,732",6.9,3513.71529,53396,72954
Connecticut,Windham,2013,252.8628425,62.65287067,1.607420222,0.750837029,79.06117185,"62,255","56,803","5,452",8.8,3955.413414,44520,57503
Delaware,Kent,2013,275.0789529,59.38154992,3.419280548,1.175637771,77.6724697,"73,816","68,397","5,419",7.3,6957.725733,62053,54794
Delaware,New Castle,2013,243.739006,50.14373779,5.265506807,1.083747125,78.88181445,"276,662","258,760","17,902",6.5,7396.454006,199167,63109
Delaware,Sussex,2013,238.863022,50.64135309,2.416589929,1.503983412,79.01250082,"92,251","85,962","6,289",6.8,7259.498159,77851,50629
Florida,Alachua,2013,216.4806262,51.75692648,4.928760404,1.29320735,78.59182523,"129,435","122,038","7,397",5.7,7320.457233,98247,38454
Florida,Bay,2013,286.7710996,77.95032065,3.672916795,1.532631365,76.61088545,"86,420","80,126","6,294",7.3,9048.711857,63558,45594
Florida,Brevard,2013,228.2591244,53.64106036,2.595920957,0.599309262,78.68649951,"258,685","237,228","21,457",8.3,6653.599734,218325,46472
Florida,Broward,2013,232.9406581,38.9115944,7.996764411,0.383731729,80.30875406,"974,428","908,457","65,971",6.8,7716.932257,662488,50446
Florida,Charlotte,2013,187.3608344,46.11615218,1.717850964,0.441401022,80.63624531,"66,196","60,889","5,307",8,4637.842058,69035,43698
Florida,Citrus,2013,272.7352045,72.6590334,1.759147087,0.496853493,77.27591059,"49,374","44,587","4,787",9.7,4680.582375,62131,40015
Florida,Clay,2013,253.8844574,74.83987336,1.665421999,1.309004155,78.02897112,"96,943","90,794","6,149",6.3,4780.508704,67630,57757
Florida,Collier,2013,137.4679019,29.86234759,2.256328629,0.407890517,83.43358931,"155,575","144,588","10,987",7.1,3579.259699,130614,54406
Florida,Columbia,2013,287.1309238,89.6401094,4.988564951,1.962867924,75.17256249,"27,867","25,759","2,108",7.6,8085.641949,23827,45220
Florida,Duval,2013,288.325242,65.17677648,7.353228927,2.31311616,76.35037781,"457,588","423,256","34,332",7.5,9189.858472,333859,47906
Florida,Escambia,2013,281.7728375,69.79796565,5.457029659,1.249806812,76.4198588,"138,979","128,926","10,053",7.2,10432.8949,113079,42877
Florida,Flagler,2013,190.4427614,42.75216024,2.65240914,1.287059739,79.67411135,"44,020","40,340","3,680",8.4,4409.341211,35509,46055
Florida,Hernando,2013,256.0196723,62.27818259,2.437985823,0.525174735,77.53187549,"66,338","60,381","5,957",9,5195.543233,69373,39193
Florida,Highlands,2013,214.117901,61.91428034,3.4222903,0.584865043,78.90483236,"36,128","32,688","3,440",9.5,7406.16622,40368,33811
Florida,Hillsborough,2013,246.5231412,52.81056583,5.733158925,0.95129078,78.51695296,"673,420","629,073","44,347",6.6,5066.444735,485230,49597
Florida,Indian River,2013,194.3536041,38.64658738,2.720900516,0.521951359,80.35918805,"61,499","55,568","5,931",9.6,4800.935943,57435,42401
Florida,Lake,2013,220.2282053,45.96100729,3.346364846,0.838466267,79.16439118,"135,456","125,441","10,015",7.4,5229.894351,120523,44026
Florida,Lee,2013,194.0325528,40.66398916,2.722065459,0.483181198,81.01019006,"299,129","277,332","21,797",7.3,5061.692087,241238,46383
Florida,Leon,2013,237.7771993,49.01640955,4.646295293,1.117495699,79.24564328,"148,268","139,235","9,033",6.1,9149.601533,111033,46859
Florida,Manatee,2013,217.6015738,39.29424033,3.350762451,0.442252835,80.46281406,"155,326","144,918","10,408",6.7,7404.619141,131890,48309
Florida,Marion,2013,258.171724,58.91877317,3.305498895,0.601844657,77.2930624,"131,043","119,852","11,191",8.5,4987.427773,133098,38695
Florida,Martin,2013,172.5763892,46.28624146,2.365604532,0.423598965,80.99306239,"67,497","62,628","4,869",7.2,4715.228437,61546,49444
Florida,Miami-Dade,2013,217.4599012,33.91340088,9.050929977,0.427485016,80.98884316,"1,291,199","1,195,237","95,962",7.4,9654.703652,839491,41913
Florida,Monroe,2013,206.4686174,40.15954657,6.664951998,0.948422554,78.77472583,"44,317","42,172","2,145",4.8,8929.256072,26426,50838
Florida,Nassau,2013,239.4681502,68.98906054,2.05671302,1.350462338,77.76918912,"36,175","33,743","2,432",6.7,3432.245039,28272,54330
Florida,Okaloosa,2013,231.5746691,71.8747767,1.378694941,1.190874764,78.49348453,"92,170","86,899","5,271",5.7,5404.138002,73931,55139
Florida,Orange,2013,225.7196451,45.76057951,5.549638141,0.941301758,79.72670052,"663,087","618,150","44,937",6.8,9596.963289,424191,46716
Florida,Osceola,2013,256.7183235,52.50745835,3.17068717,0.924204021,79.02423894,"147,899","136,197","11,702",7.9,6905.210295,87201,41361
Florida,Palm Beach,2013,192.8679354,31.44626455,6.229780232,0.307422358,81.39999778,"672,215","624,322","47,893",7.1,7071.707053,530459,51804
Florida,Pasco,2013,258.0574766,64.03925852,2.353394032,0.695867281,77.73872557,"210,396","194,247","16,149",7.7,5903.234316,184123,45678
Florida,Pinellas,2013,248.5346245,49.48655793,4.685285395,0.692003625,78.95679709,"470,232","438,997","31,235",6.6,8338.631283,401197,43703
Florida,Polk,2013,256.639901,58.28043991,4.804106149,0.595229568,78.22162146,"278,708","255,795","22,913",8.2,6566.470685,214500,42435
Georgia,Barrow,2013,292.918495,94.43552104,1.225232486,1.36107296,76.41876205,"34,681","32,118","2,563",7.4,7569.143263,23626,56051
Georgia,Bartow,2013,287.1340643,80.68332452,1.908960742,2.262715905,76.17882801,"47,053","42,976","4,077",8.7,7925.089418,34649,45191
Georgia,Bibb,2013,386.1520298,69.59464054,7.811066374,2.485250689,73.81001223,"69,888","63,407","6,481",9.3,13223.01377,54441,36327
Georgia,Bulloch,2013,265.4367865,68.70155778,4.132965974,2.171762472,77.02998972,"34,177","31,209","2,968",8.7,6125.784964,25010,36153
Georgia,Carroll,2013,340.2232735,79.20714021,1.930701353,2.135461681,75.2569472,"51,854","46,866","4,988",9.6,6773.146948,40898,45682
Georgia,Catoosa,2013,267.4920436,72.17953831,1.090822267,1.830726813,78.27759917,"31,646","29,516","2,130",6.7,6096.516713,24808,51608
Georgia,Chatham,2013,275.9084933,55.90746816,7.138012083,1.509333929,77.21436414,"131,360","120,499","10,861",8.3,8092.753872,103748,45263
Georgia,Cherokee,2013,227.5139879,56.2996892,1.10644866,1.460859171,79.91274199,"115,674","108,567","7,107",6.1,2818.584665,76627,64705
Georgia,Clarke,2013,254.1148792,53.98592548,3.530977507,1.360039006,78.24638325,"57,878","53,353","4,525",7.8,8047.237731,44541,31551
Georgia,Clayton,2013,291.2819792,58.52651798,5.251683175,1.639493062,77.14868024,"125,018","111,547","13,471",10.8,9873.944876,89106,40754
Georgia,Cobb,2013,224.3306244,48.09681187,2.262278339,1.196607393,80.00285299,"388,813","362,780","26,033",6.7,5561.340249,266851,63086
Georgia,Columbia,2013,215.8802553,52.59674851,1.53002512,1.952764543,79.62319944,"65,565","61,317","4,248",6.5,3543.007301,42147,72167
Georgia,Coweta,2013,258.9821758,68.8819289,2.265226561,1.676759876,78.01066977,"65,810","61,216","4,594",7,4566.120086,47841,61351
Georgia,Dougherty,2013,300.7963178,67.01134139,11.79182752,1.825014312,75.09790684,"39,714","35,610","4,104",10.3,12905.85619,34219,30504
Georgia,Douglas,2013,306.6898938,62.70375384,2.80927248,1.44972131,76.99969173,"67,309","61,525","5,784",8.6,6573.485874,46770,50281
Georgia,Fayette,2013,199.5632664,45.03969351,1.36631355,0.980530516,81.07591643,"53,405","49,826","3,579",6.7,3275.97894,37885,81394
Georgia,Floyd,2013,326.2162092,67.77594151,2.414495259,2.386624216,75.80477179,"43,769","39,614","4,155",9.5,8787.790516,33099,37296
Georgia,Forsyth,2013,202.620786,49.42812282,0.619576542,1.096025672,81.61646652,"96,487","90,817","5,670",5.9,2106.563658,64465,86052
Georgia,Fulton,2013,250.0427709,39.67996725,11.28142547,1.455984352,77.79276803,"508,273","467,197","41,076",8.1,11497.46045,379281,55914
Georgia,Glynn,2013,243.588248,74.61157813,5.041816958,1.825579127,76.76428862,"38,055","34,821","3,234",8.5,10064.60012,31502,41502
Georgia,Gwinnett,2013,207.804737,48.64405759,1.783293513,1.386054042,80.55415514,"438,240","408,130","30,110",6.9,5008.890482,269361,58917
Georgia,Hall,2013,233.746625,59.49323305,1.394315813,1.419775153,78.92678487,"89,494","83,366","6,128",6.8,4801.110577,60937,44998
Georgia,Henry,2013,279.1058065,70.62498018,2.712897761,1.525895214,77.43874719,"103,433","94,697","8,736",8.4,5909.981175,70852,59097
Georgia,Houston,2013,256.8573792,58.46368635,2.633147688,1.962399328,77.74516662,"67,462","62,389","5,073",7.5,8727.557757,53186,49660
Georgia,Liberty,2013,279.2470906,71.41965163,2.859947232,1.78641529,76.92579775,"26,201","23,978","2,223",8.5,6668.473433,22980,39140
Georgia,Lowndes,2013,317.988181,76.13094711,6.914241657,2.560603799,76.06682289,"51,098","46,998","4,100",8,5993.099116,40848,35317
Georgia,Muscogee,2013,325.397037,69.56421248,7.313208822,2.602029318,75.03856989,"83,129","75,375","7,754",9.3,13516.26774,71861,40499
Georgia,Newton,2013,316.1740533,70.30255597,3.799474004,1.831190027,76.00563714,"48,066","43,403","4,663",9.7,6111.862878,33490,54107
Georgia,Paulding,2013,233.1900308,63.92114185,1.354300654,1.453709086,78.35552521,"74,530","69,166","5,364",7.2,4415.117141,48447,56307
Georgia,Richmond,2013,315.0844039,66.83432935,9.195607316,2.836450489,74.1309595,"86,714","78,191","8,523",9.8,11741.36649,70968,35649
Georgia,Rockdale,2013,256.2408394,60.08756107,4.260523076,1.690506387,78.04574498,"42,178","38,321","3,857",9.1,8421.248532,29150,49767
Georgia,Troup,2013,326.4172943,68.56937928,4.536051856,2.153048934,74.9190079,"36,163","33,048","3,115",8.6,6972.863155,24412,43642
Georgia,Walker,2013,375.1534882,85.03743198,1.5709719,2.105919511,75.09218237,"30,158","27,725","2,433",8.1,9446.590206,25077,42018
Georgia,Walton,2013,313.2603339,72.08874614,1.885957599,1.547715038,76.51362106,"41,052","37,860","3,192",7.8,6397.715607,28817,53233
Georgia,Whitfield,2013,266.0548929,71.85738655,1.65894519,1.959674551,77.05988959,"44,658","40,391","4,267",9.6,6305.192686,33892,38126
Hawaii,Hawaii,2013,229.761365,32.33956622,1.342064643,0.61885614,80.19258052,"86,180","80,410","5,770",6.7,6132.087835,64929,48399
Hawaii,Kauai,2013,218.5156273,28.56931565,1.04051687,1.204598451,80.93707157,"34,000","32,070","1,930",5.7,8607.437058,22386,60155
Hawaii,Maui,2013,207.5376832,31.97430024,1.13105847,0.896290003,80.98652243,"79,886","75,748","4,138",5.2,7763.761181,53946,65558
Idaho,Ada,2013,203.1899142,52.8847682,0.564580165,1.310318032,80.73367003,"206,392","195,660","10,732",5.2,3864.671657,155434,52542
Idaho,Bannock,2013,280.5221135,65.22143614,0.557901874,1.31760225,77.97809312,"41,377","38,962","2,415",5.8,6528.017803,30265,42174
Idaho,Bonneville,2013,248.0227791,63.76597438,0.533521767,1.196182346,78.88013984,"48,915","46,249","2,666",5.5,4664.936509,36806,49884
Idaho,Canyon,2013,231.3401457,63.83519628,0.874674995,1.240782306,78.84205963,"87,675","81,068","6,607",7.5,4142.096204,65923,41941
Idaho,Kootenai,2013,217.5973817,59.2569376,0.473718766,1.581425409,79.57065257,"69,195","64,144","5,051",7.3,6225.689028,55836,54919
Idaho,Twin Falls,2013,226.3461594,72.00669774,0.472441582,1.603838013,78.07270311,"38,544","36,363","2,181",5.7,4492.059491,28811,47403
Illinois,Adams,2013,252.0072691,68.40162992,0.825852025,1.762608658,78.68351151,"32,956","30,722","2,234",6.8,5262.766227,27182,41327
Illinois,Champaign,2013,212.173189,49.95510587,1.260294401,1.846488833,80.37747475,"103,064","95,394","7,670",7.4,6489.802162,78521,45682
Illinois,Cook,2013,260.0099826,39.97667748,2.922395959,1.174303852,78.78745564,"2,671,904","2,414,722","257,182",9.6,7021.802453,1939894,53827
Illinois,Kane,2013,198.761501,41.84346121,0.952840981,0.976299559,81.0268385,"264,804","241,769","23,035",8.7,3135.43341,171973,72108
Illinois,Kankakee,2013,292.7206826,59.30735354,1.295567354,1.379338007,77.04899237,"56,153","50,343","5,810",10.3,5767.016805,41822,49761
Illinois,Kendall,2013,197.5835582,47.88836424,0.637074931,1.063426708,81.23080382,"64,445","59,053","5,392",8.4,2707.811739,37663,74859
Illinois,Lake,2013,206.4123959,42.09469078,0.731065614,1.134263503,81.16526382,"364,318","335,522","28,796",7.9,3733.384533,244935,74869
Illinois,Macon,2013,256.7267979,58.87270646,1.598356801,1.231140068,77.99626209,"52,457","46,506","5,951",11.3,5821.96456,44965,45957
Illinois,Madison,2013,285.2763103,66.26049977,1.216131738,0.944754681,77.51477781,"133,228","121,394","11,834",8.9,4921.733081,107186,54101
Illinois,McHenry,2013,230.3342538,57.54414572,0.469354474,0.92311143,80.23935954,"166,937","152,512","14,425",8.6,2324.748667,109032,75449
Illinois,McLean,2013,234.119118,57.32182056,0.94497133,1.039989269,80.1925585,"92,348","86,251","6,097",6.6,4937.379715,65231,61846
Illinois,Peoria,2013,267.9570891,58.72415999,1.501515015,1.201598538,78.08662557,"93,532","84,525","9,007",9.6,7048.19502,75671,49391
Illinois,Rock Island,2013,270.2454907,58.55057325,1.044414701,0.803845102,78.85617186,"73,581","67,462","6,119",8.3,5611.535315,59810,48159
Illinois,Sangamon,2013,257.744767,58.68597937,1.3141579,1.714564457,78.45664872,"103,979","96,323","7,656",7.4,9965.871021,82761,55317
Illinois,Tazewell,2013,249.0870649,56.54558451,0.746192407,1.536887729,78.73747712,"69,103","63,131","5,972",8.6,4129.440674,54161,56656
