STATE,COUNTY,YEAR,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age,Civilian_labor_force,Employed,Unemployed,Unemployment_rate,Crime_rate
Arkansas,Columbia,2011,379.4931994,66.0461346,3.395911689,2.235326787,74.47879872,"10,445","9,401","1,044",10,6200.986337
Arkansas,Conway,2011,305.2074497,63.06390701,1.505404457,1.972170449,76.2505449,"9,038","8,145",893,9.9,8033.964729
Arkansas,Craighead,2011,338.0955496,76.6446544,1.851953879,1.615200893,75.95904162,"49,190","45,556","3,634",7.4,9108.46304
Arkansas,Crawford,2011,339.9333678,74.79121867,1.141625188,1.73095194,76.03789219,"28,020","25,539","2,481",8.9,4937.757342
Arkansas,Crittenden,2011,374.7145854,77.6564735,7.626151962,2.234455809,72.27162892,"22,778","20,293","2,485",10.9,17899.27272
Arkansas,Cross,2011,348.3123861,87.52211082,2.016484727,3.389044529,74.07371555,"8,832","8,092",740,8.4,4948.625382
Arkansas,Dallas,2011,377.1852529,67.0780657,2.793686667,2.718730905,74.31388824,"3,322","2,908",414,12.5,5014.063838
Arkansas,Desha,2011,457.0444526,50.51583348,2.512204956,4.271543919,73.94073887,"6,151","5,464",687,11.2,7113.864559
Arkansas,Drew,2011,325.7156339,59.4745772,1.83064191,3.605050984,75.86903676,"8,656","7,651","1,005",11.6,7635.798166
Arkansas,Faulkner,2011,267.3786644,64.65511766,1.299708719,2.853246303,77.52178834,"59,482","55,206","4,276",7.2,7511.35029
Arkansas,Franklin,2011,326.0190988,81.54669419,1.031139652,1.03803403,75.6542112,"7,799","7,201",598,7.7,4501.149929
Arkansas,Fulton,2011,309.4288895,73.98882829,0.781725032,1.940441956,76.40927513,"5,127","4,729",398,7.8,4854.91976
Arkansas,Garland,2011,308.2249921,76.74375884,2.592389521,1.877159885,75.41031622,"41,787","38,127","3,660",8.8,11326.09819
Arkansas,Grant,2011,327.037678,75.12604251,1.087280583,2.458263698,75.94720655,"8,560","7,928",632,7.4,3874.805426
Arkansas,Greene,2011,378.9045433,102.5383635,1.177055922,2.342771776,75.04734827,"20,147","18,189","1,958",9.7,10974.34446
Arkansas,Hempstead,2011,387.1698635,54.800158,1.967141205,3.153039588,75.20583345,"11,024","10,049",975,8.8,8661.106234
Arkansas,Hot Spring,2011,322.9903945,74.78331702,1.64854902,3.254899985,75.71705243,"14,527","13,320","1,207",8.3,5078.876491
Arkansas,Howard,2011,382.2913351,68.09640431,1.476587014,2.656282091,74.90394705,"6,746","6,240",506,7.5,4829.770388
Arkansas,Independence,2011,327.0956694,66.68199934,1.369774421,1.295257857,75.93819277,"16,711","15,149","1,562",9.3,9348.932943
Arkansas,Izard,2011,300.6211602,68.69967463,1.072825828,2.047181334,76.07733327,"5,232","4,713",519,9.9,3166.666667
Arkansas,Jackson,2011,406.1744096,86.57431724,1.74972186,2.179289459,73.97532282,"6,714","5,935",779,11.6,8514.862406
Arkansas,Jefferson,2011,394.073709,56.44585429,3.801222405,3.973337564,74.24182742,"33,727","29,978","3,749",11.1,14355.44593
Arkansas,Johnson,2011,301.8227509,70.64215709,1.38366683,1.321476377,76.5685196,"11,134","10,256",878,7.9,5541.522559
Arkansas,Lafayette,2011,374.2690114,64.15249637,2.006802391,3.121125667,74.26431746,"3,007","2,716",291,9.7,3557.055693
Arkansas,Lawrence,2011,340.9062699,87.98120409,1.131604169,1.90991444,75.04388138,"7,471","6,731",740,9.9,3083.148116
Arkansas,Lee,2011,351.7621937,58.46804495,4.987679191,2.832301802,73.63650144,"3,678","3,326",352,9.6,4170.237075
Arkansas,Lincoln,2011,359.2543579,58.6368867,1.248253001,2.944541072,76.37692565,"4,782","4,335",447,9.3,1903.269145
Arkansas,Little River,2011,368.297483,69.00609246,1.715241113,2.643584333,75.19572544,"6,143","5,662",481,7.8,4619.094266
Arkansas,Logan,2011,353.7915265,65.97972947,1.599920912,1.27621571,75.78760921,"9,641","8,790",851,8.8,6087.381227
Arkansas,Lonoke,2011,312.5649337,77.92091252,1.400515936,1.939600909,75.6598023,"33,448","31,123","2,325",7,7309.131113
Arkansas,Madison,2011,329.8293572,68.44443715,0.823489874,1.436419886,76.50785858,"7,244","6,753",491,6.8,2137.767221
Arkansas,Marion,2011,279.601604,62.30993449,0.721432458,1.245313886,76.80380736,"6,758","6,120",638,9.4,4410.274748
Arkansas,Miller,2011,331.7874359,70.22140328,2.732858367,3.355030419,75.56985427,"20,808","19,484","1,324",6.4,12851.95588
Arkansas,Mississippi,2011,423.0410417,89.69559544,3.50003984,2.35028294,72.63586569,"20,984","18,454","2,530",12.1,12205.32969
Arkansas,Monroe,2011,397.1801597,58.49933099,2.872679482,2.356610072,73.77600069,"3,390","3,067",323,9.5,6734.86786
Arkansas,Montgomery,2011,324.002075,77.22471852,0.935510146,2.140009384,77.03853788,"3,826","3,470",356,9.3,481.2218851
Arkansas,Nevada,2011,354.7866972,65.18022892,1.659965744,2.605352216,74.83943611,"4,180","3,784",396,9.5,5780.474352
Arkansas,Newton,2011,302.0818778,54.56411166,1.106448759,1.449082987,77.64060983,"3,803","3,518",285,7.5,2132.729656
Arkansas,Ouachita,2011,410.9638264,65.74234245,3.338086695,2.987817238,73.46659755,"11,066","9,900","1,166",10.5,5688.122198
Arkansas,Perry,2011,312.1960897,79.46470834,1.24825265,2.210044429,75.58987476,"4,520","4,098",422,9.3,4218.928164
Arkansas,Phillips,2011,434.2625211,77.13295304,4.449765832,3.163509347,71.11590917,"8,447","7,421","1,026",12.1,16897.56817
Arkansas,Pike,2011,336.5524948,87.18270074,0.9566704,1.91339187,75.99788675,"4,654","4,186",468,10.1,1775.668073
Arkansas,Poinsett,2011,423.5574603,105.7820473,1.688853804,1.677711725,72.50194473,"10,817","9,783","1,034",9.6,7275.223061
Arkansas,Polk,2011,336.033887,87.19666007,1.171477654,2.09207415,75.80428691,"8,947","8,226",721,8.1,5288.692478
Arkansas,Pope,2011,300.0736431,74.18799316,1.258921296,1.416317631,76.93993249,"30,517","28,125","2,392",7.8,6325.838543
Arkansas,Prairie,2011,317.5863368,69.50003408,1.559129766,1.695079121,76.16502804,"3,937","3,596",341,8.7,1802.133137
Arkansas,Pulaski,2011,287.2021311,55.75357023,4.307564863,3.116386534,76.50863427,"190,083","175,884","14,199",7.5,16114.9042
Arkansas,Randolph,2011,311.8535605,73.81407527,0.895949847,2.319425208,76.19114521,"7,186","6,375",811,11.3,729.0803645
Arkansas,Saline,2011,247.5184973,59.23899421,1.484179752,2.324200246,78.13705907,"54,212","50,604","3,608",6.7,6678.526425
Arkansas,Scott,2011,370.504483,59.35539563,1.258513082,1.38396314,75.90248131,"4,832","4,489",343,7.1,5688.595284
Arkansas,Searcy,2011,333.3085069,59.31706217,0.968632679,1.340165786,76.35611714,"3,336","3,030",306,9.2,896.209277
Arkansas,Sebastian,2011,326.9125809,69.18015525,2.225387991,1.623723314,76.41829722,"59,600","54,442","5,158",8.7,9533.524919
Arkansas,Sevier,2011,357.7053653,86.53389304,1.286709766,1.951695982,75.19485873,"6,402","5,812",590,9.2,3799.383255
Arkansas,Sharp,2011,324.6799215,69.38843149,1.209114925,1.772275261,75.60814128,"6,294","5,619",675,10.7,7494.672034
Arkansas,Stone,2011,289.6384042,77.67712928,0.889206806,1.54990755,76.69486704,"5,402","4,919",483,8.9,3627.482383
Arkansas,Union,2011,334.1061451,81.4774068,5.961000485,2.819206947,73.76624057,"16,977","15,187","1,790",10.5,9210.230817
Arkansas,Van Buren,2011,283.803731,68.1206047,1.020094347,1.464877365,77.22262295,"6,756","6,010",746,11,4160.449902
Arkansas,Washington,2011,276.4116427,64.8441772,1.229426625,1.846206738,78.12809592,"104,823","98,216","6,607",6.3,7395.027063
Arkansas,White,2011,349.2548208,75.01463101,1.165585157,1.666120997,75.8625673,"36,768","33,580","3,188",8.7,7349.486717
Arkansas,Woodruff,2011,431.015813,83.87805775,2.405054609,1.852713028,73.39205466,"3,571","3,179",392,11,707.4279939
Arkansas,Yell,2011,381.7550157,82.15302039,1.451367516,1.640231158,75.69629459,"9,605","8,886",719,7.5,4657.093008
California,Alameda,2011,211.256968,38.31291928,2.953258455,0.690137419,80.9622083,"786,756","707,381","79,375",10.1,8323.222249
California,Alpine,2011,215.0238366,39.22511537,0.721251807,0.995977344,79.01392587,593,517,76,12.8,18839.36081
California,Amador,2011,246.9252063,49.73447214,1.176140431,0.703861925,79.64865587,"15,095","13,040","2,055",13.6,5573.57482
California,Butte,2011,264.1047155,67.58352705,1.565938906,1.645822337,77.97007127,"100,647","86,891","13,756",13.7,5369.160684
California,Calaveras,2011,241.8628372,51.34046896,1.047030341,0.755452594,79.67469079,"20,668","17,769","2,899",14,5534.111116
California,Colusa,2011,226.4586722,56.4518725,0.99533611,1.78375759,79.70475258,"11,376","8,959","2,417",21.2,5011.305431
California,Contra Costa,2011,207.0374761,42.12114604,2.260604532,0.704117197,80.98966675,"529,551","475,011","54,540",10.3,6405.384805
California,Del Norte,2011,291.8528492,74.94338515,1.246887879,2.39740598,76.20316236,"10,895","9,446","1,449",13.3,6384.301803
California,El Dorado,2011,207.2131333,48.53084382,1.112890336,1.33858441,80.83645858,"89,690","79,188","10,502",11.7,3809.76816
California,Fresno,2011,273.9192916,47.78709532,3.281508605,0.999193521,78.60380944,"443,509","370,224","73,285",16.5,9857.303793
California,Glenn,2011,242.1386354,65.85359039,1.247717653,1.713320635,78.17875607,"13,167","11,124","2,043",15.5,4987.171827
California,Humboldt,2011,261.00227,70.32851076,2.115440806,2.204013979,77.22330519,"65,106","58,228","6,878",10.6,6869.741421
California,Imperial,2011,227.2549472,35.00508703,2.560758098,1.919807705,80.11956013,"79,456","56,524","22,932",28.9,7311.712011
California,Inyo,2011,274.3925061,60.01630135,0.927689669,1.261296544,78.67992397,"9,682","8,741",941,9.7,3597.314006
California,Kern,2011,311.8043905,75.64004464,2.333770135,0.777033549,77.1769287,"382,367","325,712","56,655",14.8,8187.031932
California,Kings,2011,259.7850969,59.38158008,1.662792344,1.475112589,78.89006463,"59,123","49,718","9,405",15.9,5162.165654
California,Lake,2011,308.5593455,83.02104832,2.660200108,1.409743852,75.51145589,"29,611","25,310","4,301",14.5,6353.840275
California,Lassen,2011,258.5182983,66.50526709,0.830264083,1.893989391,78.68178309,"11,785","10,190","1,595",13.5,3401.78445
California,Los Angeles,2011,238.9736268,38.43292069,3.597384771,0.378091224,80.76271697,"4,928,464","4,327,923","600,541",12.2,5544.495373
California,Madera,2011,261.4617391,49.99855692,1.941765347,0.877749008,79.00363016,"62,014","51,990","10,024",16.2,6046.947373
California,Marin,2011,168.8233249,30.65405745,1.637912963,0.687007809,83.19073676,"134,576","124,801","9,775",7.3,4098.662365
California,Mariposa,2011,220.8585728,48.97350477,0.773998983,1.451787761,79.97894675,"8,661","7,520","1,141",13.2,4554.31604
California,Mendocino,2011,250.2204536,59.05213561,1.79132853,1.652357098,78.52630915,"40,953","36,284","4,669",11.4,4517.631703
California,Merced,2011,257.116491,55.21989383,1.929759462,1.371378681,78.78312149,"114,735","94,500","20,235",17.6,8172.333849
California,Modoc,2011,265.177558,77.09324408,0.7661872,1.617897598,77.4236287,"3,620","3,042",578,16,3969.387755
California,Mono,2011,162.4999129,33.10005403,0.741638836,1.160097454,82.69763077,"8,832","7,944",888,10.1,5017.746538
California,Monterey,2011,203.3257812,39.05015233,1.648345531,0.899309965,81.52624357,"216,558","189,146","27,412",12.7,5661.100739
California,Napa,2011,237.7461713,47.74915708,1.334219495,0.488447575,80.21064267,"70,760","63,846","6,914",9.8,4719.420084
California,Nevada,2011,200.2683291,48.1982686,1.002291339,0.862925619,81.01210088,"49,021","43,590","5,431",11.1,3421.566175
California,Orange,2011,212.1954911,38.63796701,1.530167697,0.314571703,81.87605206,"1,546,389","1,406,411","139,978",9.1,4487.230843
California,Placer,2011,220.2293775,46.42605628,0.863302851,0.70336691,81.00365097,"173,744","154,923","18,821",10.8,4727.567739
California,Plumas,2011,237.9297866,70.24073802,0.874546887,2.121996316,78.34232343,"8,890","7,326","1,564",17.6,4876.000395
California,Riverside,2011,255.1691311,54.30105189,2.855711041,0.431368313,79.63119032,"978,514","849,635","128,879",13.2,6456.358317
California,Sacramento,2011,256.0059098,51.19261299,2.673086082,0.681721683,78.80701428,"679,995","597,683","82,312",12.1,7392.576771
California,San Benito,2011,209.3278318,41.33339399,0.896649173,0.770304004,81.43923834,"28,281","24,179","4,102",14.5,3996.85259
California,San Bernardino,2011,284.2366497,63.65871616,2.385773246,0.922949039,78.28419614,"888,513","774,166","114,347",12.9,6409.727187
California,San Diego,2011,218.362125,42.56048905,2.552328978,1.045182896,80.83768808,"1,524,582","1,367,250","157,332",10.3,4870.707644
California,San Joaquin,2011,274.7999509,57.07646392,2.629293876,0.562357805,78.15398695,"311,363","260,997","50,366",16.2,10071.36243
California,San Luis Obispo,2011,242.6275726,46.3389116,1.187742669,0.927790507,80.91169265,"134,374","121,509","12,865",9.6,5059.987464
California,San Mateo,2011,188.2756216,33.35543128,1.79688283,0.331303445,82.56283781,"399,859","369,827","30,032",7.5,4279.285786
California,Santa Barbara,2011,222.031915,36.8038843,1.604534125,0.788402747,81.49957103,"213,005","193,023","19,982",9.4,5025.43847
California,Santa Clara,2011,171.2961498,32.09824383,1.171272159,0.405265438,82.84384624,"939,851","852,426","87,425",9.3,4845.813267
California,Santa Cruz,2011,220.0274062,42.2455591,1.684777149,0.7849201,81.0087426,"141,335","122,865","18,470",13.1,7483.039323
California,Shasta,2011,287.335128,83.34314515,1.43330589,1.835503038,76.58210153,"77,044","64,762","12,282",15.9,6983.034589
California,Sierra,2011,229.8693025,54.73991444,0.623565581,1.566434523,78.95497617,"1,601","1,363",238,14.9,3782.794387
California,Siskiyou,2011,253.7462721,67.62737489,1.335991801,1.465585016,77.67521035,"19,435","16,134","3,301",17,4492.823809
California,Solano,2011,211.5192097,51.67280476,2.757707899,0.845134628,79.41234583,"202,241","177,619","24,622",12.2,6667.814435
California,Sonoma,2011,229.4670897,44.39798336,2.189292636,0.774478645,80.73764303,"246,171","220,958","25,213",10.2,4101.183497
California,Stanislaus,2011,305.0335838,57.42808202,1.942132885,0.764589277,78.00416117,"242,320","202,360","39,960",16.5,8357.140524
California,Sutter,2011,277.7032428,62.74530944,1.326504255,1.238259876,78.6818414,"45,939","37,596","8,343",18.2,6371.347195
California,Tehama,2011,257.2314311,76.06453916,1.249192429,1.551748131,77.70424317,"25,574","21,744","3,830",15,5625.37962
California,Trinity,2011,239.9498391,68.28548673,1.253911963,2.688124711,77.06696347,"5,385","4,486",899,16.7,2466.303413
California,Tulare,2011,309.2204781,59.57726012,2.027481107,1.483278518,77.86451193,"203,474","168,687","34,787",17.1,7683.229133
California,Tuolumne,2011,241.1517385,51.0917567,1.097331077,1.107182319,79.27322282,"22,725","19,440","3,285",14.5,4905.741217
California,Ventura,2011,217.5621513,41.09910178,1.162031264,0.853688225,81.36935614,"431,718","387,495","44,223",10.2,3824.623618
California,Yolo,2011,207.19296,59.59582784,1.510143871,0.687847183,80.22555216,"101,806","89,818","11,988",11.8,5792.037793
California,Yuba,2011,328.5212695,87.03917973,1.741716909,1.517836258,76.0415317,"28,948","24,035","4,913",17,6465.48772
Colorado,Adams,2011,200.4987431,57.83054162,1.74369477,1.368080682,79.87458345,"236,385","212,931","23,454",9.9,6491.30968
Colorado,Alamosa,2011,249.0111912,83.26072327,1.125666685,2.171737565,77.44619611,"7,684","6,942",742,9.7,9221.076747
Colorado,Arapahoe,2011,200.4987431,57.83054162,1.74369477,1.368080682,79.87458345,"319,253","292,867","26,386",8.3,6028.530876
