STATE,COUNTY,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age, Civilian_labor_force_2011 , Employed_2011 , Unemployed_2011 ,Unemployment_rate_2011,Crime_rate
Alabama,Lawrence,353.2860211,88.02571118,1.278218628,2.1167511340000003,74.38731395,"14,788","13,177","1,611",10.9,4211.105959
Alabama,Lee,277.72557789999996,67.51566716,2.780159191,1.468551529,77.21452242,"68,316","62,812","5,504",8.1,6935.751692
Alabama,Limestone,305.9037365000001,64.55133166,2.71379779,1.720177892,77.04310429,"38,990","35,631","3,359",8.6,2983.8903579999997
Alabama,Lowndes,392.2322524,54.88531023,6.173781257999999,3.5843716010000004,72.65623882,"4,239","3,489",750,17.7,8297.366334999999
Alabama,Macon,374.0524943,43.9431316,5.9588151929999995,2.761828074,72.97203780000002,"8,512","7,317","1,195",14.0,7065.646022
Alabama,Madison,233.99661009999997,60.95316726,2.012242418,2.136716409,78.04909439,"171,726","157,512","14,214",8.3,8374.898193
Alabama,Marengo,363.89262,61.86958664,2.257714764,2.0954878580000003,74.66888983,"7,875","6,884",991,12.6,6729.53279
Alabama,Marion,360.0064483,84.35836161,1.395358174,1.55168566,74.51949886,"12,556","11,149","1,407",11.2,4779.45932
Alabama,Marshall,341.9321498,101.2764203,1.403070801,2.157155832,74.52507561,"41,085","37,216","3,869",9.4,8516.374763
Alabama,Mobile,336.4813181,64.54221284,5.682269117000001,1.3957715169999998,74.92326655,"193,851","172,971","20,880",10.8,10855.46291
Alabama,Monroe,321.1435387,62.94778991,2.624146907,1.5437232859999999,74.96650645,"8,325","7,017","1,308",15.7,6769.118184999999
Alabama,Montgomery,271.4160965,63.14705203,6.258813043,2.761027615,76.01167625,"109,092","98,491","10,601",9.7,10591.97195
Alabama,Morgan,322.9670402,75.12259256,1.420526496,3.0902279989999997,76.13844585,"58,319","52,810","5,509",9.4,5962.60359
Alabama,Perry,382.32923230000006,65.33100636,2.919831248,2.182308832,72.50795375,"3,866","3,227",639,16.5,26.99784017
Alabama,Pickens,334.359335,62.53042314,2.398290212,1.571477559,74.56487463,"7,570","6,663",907,12.0,2204.888196
Alabama,Pike,321.245096,70.58645961,4.617851916,1.912084317,74.90998261,"15,438","14,070","1,368",8.9,7459.8420909999995
Alabama,Randolph,352.5763877,70.58290674,2.020150819,3.23485523,74.81431297,"9,447","8,374","1,073",11.4,5633.496938
Alabama,Russell,310.732477,80.32461142,4.51273019,2.592164761,73.86789117,"24,604","22,077","2,527",10.3,10082.437409999999
Alabama,Shelby,236.46071830000002,56.26333465,1.175395681,1.897316576,79.03916838,"104,214","97,727","6,487",6.2,4268.07417
Alabama,Sumter,327.9063869,51.18224314,4.611496914,2.008165565,74.58289711,"5,560","4,829",731,13.1,4649.457319
Alabama,Talladega,343.5464988,84.78226876,2.668171478,2.3001053330000003,73.96018283,"35,293","31,192","4,101",11.6,9275.944223
Alabama,Tallapoosa,322.257585,78.65563077,2.571410491,3.037918672,74.99851275,"18,363","16,266","2,097",11.4,6615.320464
Alabama,Tuscaloosa,311.5588617,69.91680994,2.362925062,1.5461851359999998,75.62794702,"95,463","87,532","7,931",8.3,8286.595124
Alabama,Walker,357.0460406,113.4735725,1.7631616209999998,2.227318967,71.71524196,"27,092","24,034","3,058",11.3,13657.36171
Alabama,Washington,341.6111683000001,63.00552729999999,2.371979291,1.269772518,74.98142663,"7,106","6,070","1,036",14.6,3164.27035
Alabama,Wilcox,338.8102341,63.62957821,4.109841399,2.805862885,72.27472349,"2,979","2,289",690,23.2,2140.542384
Alabama,Winston,312.7628049,101.80777890000002,1.449579032,1.726290805,74.56828725,"9,819","8,492","1,327",13.5,4080.9690270000006
Arizona,Apache,203.66054640000002,50.10424963,2.500633889,3.793098903,74.35655201,"23,040","18,788","4,252",18.5,1324.618484
Arizona,Cochise,254.2650264,49.86846956,0.938824896,1.257743122,78.67012083,"55,917","50,589","5,328",9.5,6354.859874
Arizona,Coconino,195.351553,47.52280756,1.2827654370000001,2.051243683,79.0072897,"71,682","64,846","6,836",9.5,7603.9435459999995
Arizona,Gila,249.97104669999996,69.03003792,1.560428172,0.958811089,76.33087775,"21,171","18,725","2,446",11.6,4903.707315
Arizona,Graham,241.602377,56.88075564,1.151497569,1.55624488,77.52949957,"14,345","12,916","1,429",10.0,4877.70092
Arizona,Greenlee,234.11878149999998,57.06282544,0.964976389,1.292303349,78.05061765,"3,352","2,982",370,11.0,2025.01489
Arizona,La Paz,187.1573592,48.22723266,1.470553795,1.01530317,80.34449445,"7,827","7,057",770,9.8,5846.363018
Arizona,Maricopa,209.3321551,52.10273042,2.022881315,0.7630309009999999,79.78919388,"1,894,633","1,732,510","162,123",8.6,8245.23947
Arizona,Mohave,302.3888609,73.44199871,2.076941987,2.121749381,75.38783151,"79,594","69,823","9,771",12.3,6786.030933
Arizona,Navajo,228.7539418,51.55806382,1.600075706,2.328204454,75.54625008,"43,344","36,914","6,430",14.8,5009.635679999999
Arizona,Pima,226.12693399999998,50.3314044,2.064304956,0.855422279,79.10095796,"466,908","427,335","39,573",8.5,5711.167441
Arizona,Pinal,192.6994521,51.18614941,1.629887817,0.6461319520000001,79.59593191,"149,658","135,043","14,615",9.8,5800.435205
Arizona,Santa Cruz,172.1085755,31.75711883,0.939005322,0.8339718770000001,81.82779496,"20,478","17,311","3,167",15.5,4072.935439
Arizona,Yavapai,214.0339824,55.58199588,1.083366901,1.258877275,78.97826765,"93,132","83,953","9,179",9.9,4959.349593
Arizona,Yuma,187.1573592,48.22723266,1.470553795,1.01530317,80.34449445,"91,935","69,677","22,258",24.2,5161.129645
Arkansas,Arkansas,409.80575719999996,73.97653926,1.594238735,2.421824559,74.54099453,"10,589","9,297","1,292",12.2,7905.8602519999995
Arkansas,Ashley,381.71745310000006,61.01012425,2.108232645,3.090225355,74.89381924,"9,886","8,780","1,106",11.2,5454.628032
Arkansas,Baxter,280.2722372,65.27220788,0.97166121,1.460421494,76.82867402,"16,602","15,061","1,541",9.3,6067.85091
Arkansas,Benton,262.4631988,51.66178496,0.949380392,0.724271095,79.34006566,"109,574","102,441","7,133",6.5,4849.909438000001
Arkansas,Boone,324.2341696000001,61.70151043,0.88850226,1.361069646,77.22808487,"16,697","15,367","1,330",8.0,5946.035061
Arkansas,Bradley,460.345042,54.06095209,2.396738116,2.42332281,74.51545132,"4,560","3,988",572,12.5,4452.086625
Arkansas,Calhoun,301.61436789999993,66.69517779,1.737411636,2.08578438,75.82306265,"2,639","2,385",254,9.6,1793.3074510000001
Arkansas,Carroll,268.2600153,57.27412443,1.151932316,1.2602859640000001,77.91735940000002,"12,896","11,964",932,7.2,5431.402329
Arkansas,Chicot,414.440561,56.70968034,3.484906572,2.873740017,73.40604958,"4,282","3,718",564,13.2,3297.165447
Arkansas,Clark,350.3731953,61.12179894,1.9249729169999998,2.9952488039999996,75.85880099,"10,335","9,261","1,074",10.4,6599.335319
Arkansas,Clay,399.2762909,70.46128459999998,0.825251662,1.7463961959999998,74.82099975,"7,304","6,419",885,12.1,2918.852206
Arkansas,Cleburne,310.9755185,67.52143328,1.0932471000000001,1.392331885,77.2897769,"10,551","9,579",972,9.2,7242.222731999999
Arkansas,Cleveland,350.41540810000015,72.86098202,0.9382209509999999,1.852398948,76.23326795,"3,885","3,554",331,8.5,3083.952027
Arkansas,Columbia,379.4931994,66.0461346,3.3959116889999996,2.235326787,74.47879872,"10,445","9,401","1,044",10.0,6200.986336999999
Arkansas,Conway,305.2074497,63.06390701,1.5054044569999998,1.972170449,76.25054490000002,"9,038","8,145",893,9.9,8033.964729
Arkansas,Craighead,338.0955496,76.64465440000002,1.851953879,1.6152008930000001,75.95904162,"49,190","45,556","3,634",7.4,9108.46304
Arkansas,Crawford,339.9333678000001,74.79121867,1.141625188,1.73095194,76.03789219,"28,020","25,539","2,481",8.9,4937.757342
Arkansas,Crittenden,374.7145854,77.6564735,7.626151962000001,2.234455809,72.27162892,"22,778","20,293","2,485",10.9,17899.272719999997
Arkansas,Cross,348.3123861,87.52211082,2.016484727,3.389044529,74.07371555,"8,832","8,092",740,8.4,4948.625382
Arkansas,Dallas,377.18525289999997,67.0780657,2.793686667,2.718730905,74.31388824,"3,322","2,908",414,12.5,5014.063838
Arkansas,Desha,457.04445260000006,50.51583348,2.512204956,4.271543919,73.94073887,"6,151","5,464",687,11.2,7113.864559000001
Arkansas,Drew,325.71563389999994,59.4745772,1.83064191,3.6050509839999996,75.86903676,"8,656","7,651","1,005",11.6,7635.798166
Arkansas,Faulkner,267.3786644,64.65511766,1.299708719,2.853246303,77.52178834,"59,482","55,206","4,276",7.2,7511.35029
Arkansas,Franklin,326.0190988,81.54669419,1.031139652,1.03803403,75.6542112,"7,799","7,201",598,7.7,4501.149929
Arkansas,Fulton,309.4288895,73.98882829,0.781725032,1.940441956,76.40927513,"5,127","4,729",398,7.8,4854.91976
Arkansas,Garland,308.2249921,76.74375884,2.592389521,1.877159885,75.41031622,"41,787","38,127","3,660",8.8,11326.09819
Arkansas,Grant,327.03767799999997,75.12604251,1.087280583,2.458263698,75.94720655,"8,560","7,928",632,7.4,3874.805426
Arkansas,Greene,378.9045433,102.5383635,1.177055922,2.3427717759999998,75.04734827,"20,147","18,189","1,958",9.7,10974.34446
Arkansas,Hempstead,387.16986349999996,54.800157999999996,1.967141205,3.153039588,75.20583345,"11,024","10,049",975,8.8,8661.106234
Arkansas,Hot Spring,322.9903945,74.78331702,1.64854902,3.254899985,75.71705243,"14,527","13,320","1,207",8.3,5078.876491
Arkansas,Howard,382.2913351,68.09640431,1.4765870140000001,2.656282091,74.90394705,"6,746","6,240",506,7.5,4829.770388
Arkansas,Independence,327.09566939999996,66.68199934,1.369774421,1.295257857,75.93819277,"16,711","15,149","1,562",9.3,9348.932943000002
Arkansas,Izard,300.6211602,68.69967463,1.072825828,2.0471813340000002,76.07733327,"5,232","4,713",519,9.9,3166.666667
Arkansas,Jackson,406.17440960000016,86.57431724,1.74972186,2.179289459,73.97532282,"6,714","5,935",779,11.6,8514.862406
Arkansas,Jefferson,394.073709,56.44585429,3.801222405,3.973337564,74.24182742,"33,727","29,978","3,749",11.1,14355.445930000002
Arkansas,Johnson,301.82275089999996,70.64215709,1.38366683,1.321476377,76.5685196,"11,134","10,256",878,7.9,5541.522559
Arkansas,Lafayette,374.26901139999995,64.15249637,2.006802391,3.121125667,74.26431746,"3,007","2,716",291,9.7,3557.055693
Arkansas,Lawrence,340.9062699,87.98120409,1.131604169,1.90991444,75.04388138,"7,471","6,731",740,9.9,3083.148116
Arkansas,Lee,351.7621937,58.46804495,4.987679191000001,2.832301802,73.63650144,"3,678","3,326",352,9.6,4170.237075
Arkansas,Lincoln,359.2543579,58.63688670000001,1.248253001,2.944541072,76.37692565,"4,782","4,335",447,9.3,1903.269145
Arkansas,Little River,368.297483,69.00609246,1.715241113,2.643584333,75.19572544,"6,143","5,662",481,7.8,4619.094266
Arkansas,Logan,353.79152650000015,65.97972947,1.599920912,1.27621571,75.78760921,"9,641","8,790",851,8.8,6087.381227000001
Arkansas,Lonoke,312.5649337,77.92091252,1.400515936,1.9396009090000002,75.6598023,"33,448","31,123","2,325",7.0,7309.1311129999995
Arkansas,Madison,329.82935719999995,68.44443715,0.8234898740000001,1.436419886,76.50785858,"7,244","6,753",491,6.8,2137.767221
Arkansas,Marion,279.601604,62.30993449,0.721432458,1.245313886,76.80380736,"6,758","6,120",638,9.4,4410.274748
Arkansas,Miller,331.7874359,70.22140328,2.732858367,3.3550304189999998,75.56985427,"20,808","19,484","1,324",6.4,12851.95588
Arkansas,Mississippi,423.04104169999994,89.69559544,3.50003984,2.35028294,72.63586569,"20,984","18,454","2,530",12.1,12205.32969
Arkansas,Monroe,397.1801597,58.49933099,2.8726794819999997,2.356610072,73.77600069,"3,390","3,067",323,9.5,6734.867859999999
Arkansas,Montgomery,324.002075,77.22471852,0.9355101459999999,2.140009384,77.03853788,"3,826","3,470",356,9.3,481.22188509999995
Arkansas,Nevada,354.7866972,65.18022892,1.659965744,2.605352216,74.83943611,"4,180","3,784",396,9.5,5780.474352
Arkansas,Newton,302.0818778,54.56411166,1.106448759,1.449082987,77.64060983,"3,803","3,518",285,7.5,2132.729656
Arkansas,Ouachita,410.9638264,65.74234245,3.338086695,2.9878172380000003,73.46659755,"11,066","9,900","1,166",10.5,5688.122198
Arkansas,Perry,312.1960897,79.46470834,1.24825265,2.210044429,75.58987476,"4,520","4,098",422,9.3,4218.928164
Arkansas,Phillips,434.2625211,77.13295304,4.449765832,3.1635093469999997,71.11590917,"8,447","7,421","1,026",12.1,16897.56817
Arkansas,Pike,336.5524948000001,87.18270074,0.9566703999999999,1.91339187,75.99788675,"4,654","4,186",468,10.1,1775.668073
Arkansas,Poinsett,423.5574603,105.7820473,1.688853804,1.677711725,72.50194473,"10,817","9,783","1,034",9.6,7275.223061
Arkansas,Polk,336.033887,87.19666007,1.171477654,2.09207415,75.80428691,"8,947","8,226",721,8.1,5288.692478
Arkansas,Pope,300.0736431,74.18799316,1.258921296,1.4163176309999999,76.93993249,"30,517","28,125","2,392",7.8,6325.838543
Arkansas,Prairie,317.5863368,69.50003408,1.5591297659999999,1.695079121,76.16502804,"3,937","3,596",341,8.7,1802.133137
Arkansas,Pulaski,287.2021311000001,55.75357023,4.3075648630000005,3.1163865339999997,76.50863427,"190,083","175,884","14,199",7.5,16114.9042
Arkansas,Randolph,311.8535605,73.81407527,0.895949847,2.319425208,76.19114521,"7,186","6,375",811,11.3,729.0803645
Arkansas,Saline,247.51849730000004,59.23899421,1.484179752,2.3242002459999997,78.13705907,"54,212","50,604","3,608",6.7,6678.526425
Arkansas,Scott,370.504483,59.35539563,1.2585130820000001,1.38396314,75.90248131,"4,832","4,489",343,7.1,5688.595284
Arkansas,Searcy,333.30850689999994,59.31706217,0.968632679,1.340165786,76.35611714,"3,336","3,030",306,9.2,896.2092769999999
Arkansas,Sebastian,326.91258089999997,69.18015525,2.225387991,1.623723314,76.41829722,"59,600","54,442","5,158",8.7,9533.524919
Arkansas,Sevier,357.7053653,86.53389304,1.286709766,1.951695982,75.19485873,"6,402","5,812",590,9.2,3799.3832549999997
Arkansas,Sharp,324.6799215,69.38843149,1.209114925,1.7722752609999999,75.60814128,"6,294","5,619",675,10.7,7494.672034
Arkansas,Stone,289.63840419999997,77.67712928,0.8892068059999999,1.54990755,76.69486704,"5,402","4,919",483,8.9,3627.482383
Arkansas,Union,334.10614510000005,81.4774068,5.961000485,2.819206947,73.76624057,"16,977","15,187","1,790",10.5,9210.230817
Arkansas,Van Buren,283.803731,68.1206047,1.0200943470000001,1.464877365,77.22262295,"6,756","6,010",746,11.0,4160.449902
Arkansas,Washington,276.41164269999996,64.8441772,1.229426625,1.846206738,78.12809592,"104,823","98,216","6,607",6.3,7395.0270629999995
Arkansas,White,349.2548208,75.01463101,1.165585157,1.666120997,75.8625673,"36,768","33,580","3,188",8.7,7349.486717
Arkansas,Woodruff,431.015813,83.87805775,2.405054609,1.8527130280000002,73.39205466,"3,571","3,179",392,11.0,707.4279938999999
Arkansas,Yell,381.75501569999994,82.15302039,1.451367516,1.6402311580000002,75.69629459,"9,605","8,886",719,7.5,4657.093008
California,Alameda,211.25696800000003,38.31291928,2.953258455,0.690137419,80.9622083,"786,756","707,381","79,375",10.1,8323.222248999999
California,Alpine,215.02383659999998,39.22511537,0.721251807,0.995977344,79.01392587,593,517,76,12.8,18839.36081
California,Amador,246.9252063,49.73447214,1.1761404309999999,0.703861925,79.64865587,"15,095","13,040","2,055",13.6,5573.574820000001
California,Butte,264.1047155,67.58352705,1.565938906,1.6458223369999998,77.97007127,"100,647","86,891","13,756",13.7,5369.160684
California,Calaveras,241.8628372,51.34046896,1.047030341,0.7554525940000001,79.67469079,"20,668","17,769","2,899",14.0,5534.111116
California,Colusa,226.4586722,56.4518725,0.99533611,1.78375759,79.70475258,"11,376","8,959","2,417",21.2,5011.305431000001
California,Contra Costa,207.0374761,42.12114604,2.260604532,0.7041171970000001,80.98966675,"529,551","475,011","54,540",10.3,6405.384805
California,Del Norte,291.8528492000001,74.94338515,1.246887879,2.39740598,76.20316236,"10,895","9,446","1,449",13.3,6384.301803
California,El Dorado,207.2131333,48.53084382,1.112890336,1.33858441,80.83645858,"89,690","79,188","10,502",11.7,3809.76816
California,Fresno,273.9192916,47.78709532,3.281508605,0.9991935209999999,78.60380944,"443,509","370,224","73,285",16.5,9857.303793000001
California,Glenn,242.13863540000003,65.85359039,1.247717653,1.713320635,78.17875607,"13,167","11,124","2,043",15.5,4987.171827
California,Humboldt,261.00227,70.32851076,2.115440806,2.204013979,77.22330519,"65,106","58,228","6,878",10.6,6869.741421
California,Imperial,227.2549472,35.00508703,2.560758098,1.919807705,80.11956013,"79,456","56,524","22,932",28.9,7311.712011
California,Inyo,274.39250610000005,60.01630135,0.927689669,1.2612965440000001,78.67992397,"9,682","8,741",941,9.7,3597.314006
California,Kern,311.8043904999999,75.64004464,2.333770135,0.7770335490000001,77.1769287,"382,367","325,712","56,655",14.8,8187.031931999999
California,Kings,259.7850969,59.38158008,1.662792344,1.475112589,78.89006463,"59,123","49,718","9,405",15.9,5162.165654
California,Lake,308.5593455,83.02104832,2.660200108,1.4097438519999999,75.51145589,"29,611","25,310","4,301",14.5,6353.840275
California,Lassen,258.5182983,66.50526709,0.830264083,1.8939893909999999,78.68178309,"11,785","10,190","1,595",13.5,3401.78445
California,Los Angeles,238.9736268,38.43292069,3.597384771,0.378091224,80.76271697,"4,928,464","4,327,923","600,541",12.2,5544.495373
California,Madera,261.4617391,49.99855692,1.9417653469999998,0.877749008,79.00363016,"62,014","51,990","10,024",16.2,6046.947373
California,Marin,168.82332490000005,30.65405745,1.6379129630000002,0.687007809,83.19073676,"134,576","124,801","9,775",7.3,4098.662365
California,Mariposa,220.85857280000002,48.97350477,0.7739989829999999,1.4517877609999998,79.97894675,"8,661","7,520","1,141",13.2,4554.31604
California,Mendocino,250.22045359999998,59.05213561,1.79132853,1.6523570980000002,78.52630915,"40,953","36,284","4,669",11.4,4517.631703
California,Merced,257.116491,55.21989383,1.9297594619999998,1.371378681,78.78312149,"114,735","94,500","20,235",17.6,8172.333849
California,Modoc,265.17755800000003,77.09324408,0.7661872,1.617897598,77.4236287,"3,620","3,042",578,16.0,3969.3877549999997
California,Mono,162.4999129,33.10005403,0.7416388359999999,1.160097454,82.69763077,"8,832","7,944",888,10.1,5017.746538
California,Monterey,203.3257812,39.05015233,1.648345531,0.899309965,81.52624357,"216,558","189,146","27,412",12.7,5661.100739
California,Napa,237.7461713,47.74915708,1.334219495,0.488447575,80.21064267,"70,760","63,846","6,914",9.8,4719.420084
California,Nevada,200.2683291,48.1982686,1.0022913390000001,0.8629256190000001,81.01210088,"49,021","43,590","5,431",11.1,3421.566175
California,Orange,212.1954911,38.63796701,1.5301676969999998,0.314571703,81.87605206,"1,546,389","1,406,411","139,978",9.1,4487.230843
California,Placer,220.2293775,46.42605628,0.8633028509999999,0.70336691,81.00365097,"173,744","154,923","18,821",10.8,4727.567739
California,Plumas,237.9297866,70.24073802,0.874546887,2.121996316,78.34232343,"8,890","7,326","1,564",17.6,4876.000395
California,Riverside,255.1691311,54.30105189,2.855711041,0.43136831299999995,79.63119032,"978,514","849,635","128,879",13.2,6456.358317
California,Sacramento,256.00590980000004,51.19261299,2.6730860819999998,0.681721683,78.80701428,"679,995","597,683","82,312",12.1,7392.576770999999
California,San Benito,209.3278318,41.33339399,0.896649173,0.7703040040000001,81.43923834,"28,281","24,179","4,102",14.5,3996.85259
California,San Bernardino,284.2366497,63.65871616,2.385773246,0.922949039,78.28419614,"888,513","774,166","114,347",12.9,6409.7271869999995
California,San Diego,218.362125,42.56048905,2.5523289780000002,1.045182896,80.83768808,"1,524,582","1,367,250","157,332",10.3,4870.707644
California,San Joaquin,274.79995089999994,57.07646392,2.6292938759999998,0.562357805,78.15398695,"311,363","260,997","50,366",16.2,10071.36243
California,San Luis Obispo,242.62757259999998,46.3389116,1.1877426690000001,0.927790507,80.91169265,"134,374","121,509","12,865",9.6,5059.987464
California,San Mateo,188.2756216,33.35543128,1.79688283,0.331303445,82.56283781,"399,859","369,827","30,032",7.5,4279.285786
California,Santa Barbara,222.031915,36.8038843,1.604534125,0.788402747,81.49957103,"213,005","193,023","19,982",9.4,5025.43847
California,Santa Clara,171.29614980000005,32.09824383,1.1712721590000001,0.405265438,82.84384624,"939,851","852,426","87,425",9.3,4845.813267
California,Santa Cruz,220.0274062,42.2455591,1.684777149,0.7849201,81.00874259999998,"141,335","122,865","18,470",13.1,7483.039323
California,Shasta,287.335128,83.34314515,1.43330589,1.8355030380000001,76.58210153,"77,044","64,762","12,282",15.9,6983.034589
California,Sierra,229.8693025,54.73991444,0.623565581,1.566434523,78.95497617,"1,601","1,363",238,14.9,3782.794387
California,Siskiyou,253.7462721,67.62737489,1.335991801,1.465585016,77.67521035,"19,435","16,134","3,301",17.0,4492.823809
California,Solano,211.5192097,51.67280476,2.7577078989999997,0.8451346279999999,79.41234583,"202,241","177,619","24,622",12.2,6667.814435
California,Sonoma,229.46708969999997,44.39798336,2.189292636,0.774478645,80.73764303,"246,171","220,958","25,213",10.2,4101.183497
California,Stanislaus,305.0335838,57.42808202,1.942132885,0.764589277,78.00416117,"242,320","202,360","39,960",16.5,8357.140524
California,Sutter,277.70324280000006,62.74530944,1.326504255,1.2382598759999999,78.68184140000002,"45,939","37,596","8,343",18.2,6371.347195
California,Tehama,257.23143109999995,76.06453916,1.249192429,1.5517481309999999,77.70424317,"25,574","21,744","3,830",15.0,5625.379620000001
California,Trinity,239.9498391,68.28548673,1.253911963,2.6881247110000004,77.06696347,"5,385","4,486",899,16.7,2466.303413
California,Tulare,309.2204781000001,59.57726012,2.027481107,1.483278518,77.86451193,"203,474","168,687","34,787",17.1,7683.229133
California,Tuolumne,241.15173849999996,51.09175670000001,1.097331077,1.107182319,79.27322282,"22,725","19,440","3,285",14.5,4905.741217
California,Ventura,217.56215130000004,41.09910178,1.1620312640000001,0.853688225,81.36935614,"431,718","387,495","44,223",10.2,3824.623618
California,Yolo,207.19296,59.59582784,1.510143871,0.6878471829999999,80.22555216,"101,806","89,818","11,988",11.8,5792.037793
California,Yuba,328.52126949999996,87.03917973,1.741716909,1.5178362580000002,76.04153170000002,"28,948","24,035","4,913",17.0,6465.48772
Colorado,Adams,200.49874309999998,57.83054162,1.74369477,1.3680806819999998,79.87458345,"236,385","212,931","23,454",9.9,6491.309679999999
Colorado,Alamosa,249.0111912,83.26072327,1.125666685,2.171737565,77.44619611,"7,684","6,942",742,9.7,9221.076747
