STATE,COUNTY,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age, Civilian_labor_force_2013 , Employed_2013 , Unemployed_2013 ,Unemployment_rate_2013,Crime_rate
Kentucky,Knott,386.02146810000005,98.69128133,0.657087059,1.52916575,73.10535655,"5,589","4,728",861,15.4,690.0750964
Kentucky,Knox,363.0984512,91.62458735,0.7353578270000001,1.455828136,73.64792491,"10,526","9,161","1,365",13.0,1923.3194600000002
Kentucky,Larue,275.2793483,71.90708445,0.703759255,1.8213319019999998,76.8474002,"5,889","5,407",482,8.2,1258.484163
Kentucky,Laurel,333.0181942,79.63687026,0.765816787,1.4249369969999999,75.56860622,"24,642","22,244","2,398",9.7,2569.087161
Kentucky,Lawrence,391.770212,113.3976862,0.81393555,1.064419206,73.53536729,"5,578","4,952",626,11.2,1912.39586
Kentucky,Lee,399.5059691,125.3676697,0.8102042629999999,1.55553819,71.84503778,"2,371","2,075",296,12.5,835.6182269
Kentucky,Leslie,380.84535889999995,145.38822119999998,0.7400066940000001,1.3959451859999998,71.38888746,"3,495","2,880",615,17.6,538.2331106
Kentucky,Letcher,415.6330722,119.93804990000001,0.7595266970000001,1.550697108,72.36718203,"8,047","6,703","1,344",16.7,1013.968361
Kentucky,Lewis,325.58184480000006,107.91902379999999,0.690810422,1.05146817,74.99753153,"5,293","4,650",643,12.1,852.4779656
Kentucky,Lincoln,284.5945423,96.6843446,1.0443949829999999,1.737683862,75.59962492,"9,918","8,861","1,057",10.7,1003.3734109999999
Kentucky,Livingston,355.10657960000015,84.03962931,0.799417363,2.213849725,75.41720532,"3,887","3,503",384,9.9,2523.424191
Kentucky,Logan,310.34959110000005,81.46245199,0.9654429990000001,2.928383208,75.93925874,"12,134","11,271",863,7.1,3488.197264
Kentucky,Lyon,281.4347709,63.54014947,1.114183038,1.734214186,76.66095867,"3,092","2,838",254,8.2,1791.900609
Kentucky,Madison,289.1432445,70.72943523,0.761962028,1.4104307880000002,77.23615413,"45,747","42,740","3,007",6.6,6289.882562
Kentucky,Magoffin,325.6417196000001,154.6388555,0.618861433,1.5745501119999998,72.80941129,"4,002","3,299",703,17.6,570.9436
Kentucky,Marion,268.38982569999996,75.11376957,0.943111687,1.653127112,76.76212851,"9,297","8,539",758,8.2,2260.965684
Kentucky,Marshall,318.0295815,81.53656154,0.611459916,1.320138784,76.78980231,"15,323","14,079","1,244",8.1,2531.524342
Kentucky,Martin,427.7768615,112.92526699999999,0.797630484,2.2864602069999997,72.57061548,"3,641","3,286",355,9.8,1322.418136
Kentucky,Mason,346.836721,94.19827353,1.027776977,1.226304155,75.12702089,"7,792","7,013",779,10.0,6553.730321999999
Kentucky,McCracken,358.20307,76.39534786,1.262818781,1.238416542,76.2541872,"30,282","27,892","2,390",7.9,5562.076061
Kentucky,McCreary,353.19354580000015,127.79904909999999,0.947039273,1.719366124,72.88652804,"5,342","4,643",699,13.1,1133.3963
Kentucky,McLean,321.8173593,73.75952642,0.861286928,1.805415651,75.62036398,"4,479","4,136",343,7.7,1051.524711
Kentucky,Meade,262.6882917,78.02096685,0.77453934,1.1899353940000001,77.37913712,"12,534","11,409","1,125",9.0,1701.361769
Kentucky,Menifee,342.6155303999999,83.18024243,0.601406974,1.149564979,74.94999239,"2,489","2,189",300,12.1,1856.335755
Kentucky,Mercer,295.7844181000001,85.92159001,0.8250134029999999,2.472117466,76.18715416,"10,190","9,390",800,7.9,3499.0882659999997
Kentucky,Metcalfe,368.8869153,108.5146774,0.893977252,2.206598784,74.71823497,"4,333","3,995",338,7.8,1671.533582
Kentucky,Monroe,436.2485396000001,72.79215195,1.065481374,1.762806761,73.89925339,"4,743","4,404",339,7.1,416.2330905
Kentucky,Montgomery,309.55738199999996,66.6051959,0.7605097279999999,1.0872372829999999,76.17387967,"12,138","11,110","1,028",8.5,6870.2854609999995
Kentucky,Morgan,288.43723339999997,89.21058583,0.509077687,1.051611919,75.7049015,"5,057","4,520",537,10.6,1595.2732640000002
Kentucky,Muhlenberg,326.5843648,75.05594807,1.005098767,3.5764812189999997,75.23033856,"12,963","11,748","1,215",9.4,1385.718419
Kentucky,Nelson,281.5203897,72.91814739,0.7734418120000001,1.1867149959999999,77.33588893,"21,683","20,046","1,637",7.5,2762.455716
Kentucky,Nicholas,356.27182189999996,113.24762920000002,0.65630036,1.290742377,73.94196152,"3,530","3,225",305,8.6,1435.3380220000001
Kentucky,Ohio,308.85506269999996,65.90130779,0.715194312,1.6576238019999998,76.06856646,"9,901","8,982",919,9.3,1990.2350219999998
Kentucky,Oldham,230.0078972,56.35037136,1.321660386,1.158529062,79.72230714,"30,308","28,582","1,726",5.7,2196.006085
Kentucky,Owen,295.5112826,70.92855499,0.653139653,2.003478793,76.61969577,"5,682","5,322",360,6.3,1227.7927630000001
Kentucky,Owsley,467.965566,139.16481509999997,0.74503975,1.6887259030000001,70.40845204,"1,291","1,128",163,12.6,1036.941024
Kentucky,Pendleton,324.54399930000005,85.94892022,0.679787095,1.5702929509999999,75.6624012,"7,016","6,428",588,8.4,2873.150409
Kentucky,Perry,492.0514096,134.63422340000002,0.781968894,1.389787,70.66371902,"10,407","8,957","1,450",13.9,2547.31749
Kentucky,Pike,381.20012280000003,115.6261039,0.617285493,2.0524457519999997,72.63577011,"23,294","20,527","2,767",11.9,2032.036323
Kentucky,Powell,390.5542337,114.0060616,0.663830675,1.62027472,71.77695724,"5,057","4,513",544,10.8,3239.5498390000002
Kentucky,Pulaski,302.4334715,85.39671176,0.972881208,1.277615962,75.38842959,"27,242","24,742","2,500",9.2,4142.580371
Kentucky,Robertson,371.98503839999995,76.36973418,0.608587908,1.264913731,75.12214445,849,756,93,11.0,318.4713376
Kentucky,Rockcastle,358.1237753,91.03978206,0.804820584,1.4684102780000001,74.34328037,"7,084","6,428",656,9.3,1304.210193
Kentucky,Rowan,298.417357,90.13020622,0.614136524,0.99636239,75.93561042,"10,929","10,021",908,8.3,2587.454251
Kentucky,Russell,318.0882514,86.68027215,0.891853572,1.683743293,75.71453325,"7,029","6,216",813,11.6,1680.480137
Kentucky,Scott,280.1032605,64.14349952,0.74442127,1.51285334,78.17394695,"26,264","24,667","1,597",6.1,5998.106709000001
Kentucky,Shelby,335.0129503,55.50720057,0.925074715,0.990256969,78.63197139,"22,623","21,250","1,373",6.1,4290.938827
Kentucky,Simpson,364.073548,60.04404417,1.354950197,1.342302597,76.07832604,"8,854","8,189",665,7.5,4910.866356
Kentucky,Spencer,279.5107334,69.08259886,0.990134616,1.1273285709999998,77.75199237,"9,341","8,740",601,6.4,1585.7623640000002
Kentucky,Taylor,307.2503823,63.8095049,1.028212967,3.2180740180000003,76.17407641,"11,389","10,313","1,076",9.4,4872.136711
Kentucky,Todd,359.32102319999996,91.98232845,1.074794627,2.65699792,75.83172978,"5,632","5,214",418,7.4,2104.106147
Kentucky,Trigg,286.5613717,78.32514127,0.9338780459999999,1.6523811080000002,76.19687737,"6,046","5,500",546,9.0,3043.688315
Kentucky,Trimble,280.2382048,81.29909920000001,1.026869941,1.923921346,76.36689746,"3,967","3,637",330,8.3,397.99863539999996
Kentucky,Union,328.5938841,81.75370699,1.287792248,1.924700874,75.42788724,"6,856","6,328",528,7.7,2242.940143
Kentucky,Warren,278.34511630000003,66.49318171,1.1810187779999999,1.446313196,77.10603629,"60,475","56,322","4,153",6.9,6446.536889999999
Kentucky,Washington,263.24350269999996,60.78979889,0.611420241,1.589822053,77.85772855,"6,139","5,716",423,6.9,1120.8494859999998
Kentucky,Wayne,309.26637539999996,88.55022062,1.042723399,1.709768371,75.70473502,"7,461","6,572",889,11.9,2413.396027
Kentucky,Webster,315.3358486,97.76537722,0.7521727490000001,1.6680532469999998,75.37339143,"6,182","5,742",440,7.1,1209.139426
Kentucky,Whitley,418.4088568,99.09356084,0.809320455,1.2514795090000002,72.65759874,"13,850","12,382","1,468",10.6,3013.644565
Kentucky,Wolfe,432.37825830000014,143.20919419999996,0.603275796,1.202354629,71.35769618,"2,110","1,811",299,14.2,1151.487962
Kentucky,Woodford,240.0454918,58.71924126,0.8259813220000001,1.382110184,78.25780156,"14,249","13,494",755,5.3,4880.378965999999
Louisiana,Acadia,351.2502231,55.54562957,3.0443753389999997,2.324156941,74.33361056,"26,330","24,760","1,570",6.0,6606.626456
Louisiana,Allen,257.5094307,58.96190259,2.38523902,1.7083401669999998,77.1619583,"8,745","8,086",659,7.5,3680.8439009999997
Louisiana,Ascension,288.0764243000001,59.43939774,2.93108971,1.6830973969999998,77.26497288,"56,781","53,609","3,172",5.6,7214.0963280000005
Louisiana,Assumption,305.6839168,42.13852144,2.236379684,2.369979658,76.85610268,"9,912","9,090",822,8.3,4046.3940000000002
Louisiana,Avoyelles,382.39127149999996,64.9163178,3.0221521160000004,1.401320191,74.12305738,"16,000","14,807","1,193",7.5,6756.722444
Louisiana,Beauregard,381.6514861,61.76285783,1.967225211,1.779621247,75.30691723,"14,445","13,381","1,064",7.4,6841.6943200000005
Louisiana,Bienville,307.0413373,66.0223507,2.852663466,2.369451303,73.84052919,"5,947","5,431",516,8.7,3828.024568
Louisiana,Bossier,263.2030583,71.36510965,2.128880805,3.927970453,77.27403098,"56,863","53,437","3,426",6.0,7174.801014
Louisiana,Caddo,276.98491210000003,68.23327798,5.439577029,3.761175735,74.97150436,"110,922","102,176","8,746",7.9,9410.732068000001
Louisiana,Calcasieu,375.8216445,67.83865913,3.878398018,2.112780425,75.36921828,"89,356","83,592","5,764",6.5,11081.71845
Louisiana,Caldwell,344.2983118,83.31316912,2.330665155,2.5246857780000003,73.24704597,"3,958","3,635",323,8.2,5504.311209
Louisiana,Cameron,262.0488674,44.77216669,1.1207182279999999,1.436234854,78.27034309,"3,313","3,136",177,5.3,4554.307116
Louisiana,Catahoula,411.3126968,65.06180272,3.8875237339999997,1.842926584,73.20752965,"3,900","3,570",330,8.5,5166.5812399999995
Louisiana,Claiborne,342.37045980000005,48.80828109,3.537515122,2.226094401,75.49673628,"6,525","6,037",488,7.5,4971.890372
Louisiana,Concordia,345.25086880000015,65.18682335,5.00352451,1.762332082,74.04926009,"7,806","7,143",663,8.5,7175.331093000001
Louisiana,De Soto,361.9330318,65.80658987,3.4329514089999997,2.779359382,74.92290514,"11,013","10,039",974,8.8,7352.669499
Louisiana,East Baton Rouge,286.9515462,49.7840109,13.26489,1.31184695,76.5362208,"225,959","211,944","14,015",6.2,10144.96652
Louisiana,East Carroll,367.803518,69.39640355,6.448392094,3.098782753,72.22380527,"2,272","1,888",384,16.9,3560.4336770000004
Louisiana,East Feliciana,386.537261,78.34570423,7.466074472000001,1.94355414,72.72092764,"7,954","7,407",547,6.9,2747.354743
Louisiana,Evangeline,334.712088,63.84261875,2.7800750080000003,1.670261155,74.07837098,"12,863","11,991",872,6.8,6674.591382
Louisiana,Franklin,533.4966343,51.39752449,3.502511306,1.95937269,73.79024802,"7,702","6,927",775,10.1,2199.03856
Louisiana,Grant,338.1499548999999,84.0697969,3.098551417,1.859636654,74.74775670000002,"8,147","7,550",597,7.3,2191.2078920000004
Louisiana,Iberia,324.348509,54.28580914,2.643967998,2.7159151639999997,75.3494796,"32,283","30,200","2,083",6.5,5185.962646
Louisiana,Iberville,294.00184289999993,86.5647061,6.241467359,2.716645123,75.13395978,"14,039","12,869","1,170",8.3,9212.917211
Louisiana,Jackson,344.9923703,59.25452866,2.577863022,2.359463242,75.07103568,"7,025","6,568",457,6.5,1616.485686
Louisiana,Jefferson Davis,381.44708130000004,61.22569536,3.221081791,1.7266545009999998,74.78098719,"13,163","12,346",817,6.2,4966.557038
Louisiana,Jefferson,263.6657844,52.21366842,3.783859777,1.6302026219999999,77.30923607,"213,643","200,234","13,409",6.3,8265.819433
Louisiana,Lafayette,277.5300957,45.15989976,3.067774705,1.728900579,77.49950749999998,"118,870","113,007","5,863",4.9,10769.66502
Louisiana,Lafourche,283.1939983,47.89138051,1.664004185,2.658208045,76.71170952,"46,823","44,522","2,301",4.9,5646.853147
Louisiana,Lincoln,216.7675571,53.29902124,2.563790794,1.775135642,77.38873326,"20,549","18,936","1,613",7.8,6677.437871
Louisiana,Livingston,301.7719058,80.73590605,2.030416575,0.968378772,75.76952859,"64,070","60,324","3,746",5.8,7460.605740999999
Louisiana,Madison,486.09814869999997,63.73703235,7.8031972220000005,1.945898317,71.76055898,"3,959","3,522",437,11.0,8129.614438
Louisiana,Morehouse,350.60078389999984,70.62204642,4.610505398,3.16702688,72.93764897,"11,117","9,739","1,378",12.4,11329.54711
Louisiana,Natchitoches,343.87165669999996,56.18158234,4.321741315,2.198087328,75.61015583,"16,827","15,425","1,402",8.3,11850.48056
Louisiana,Orleans,285.6920487,40.07354991,11.36615853,2.658850223,75.43579169,"173,465","160,741","12,724",7.3,9455.416395
Louisiana,Ouachita,270.74214989999996,68.83419436,5.873048597,2.619599794,75.46034919,"70,977","65,856","5,121",7.2,12154.97074
Louisiana,Plaquemines,281.197188,55.54110279,1.668710701,2.415496408,76.78345049,"10,057","9,486",571,5.7,3559.776998
Louisiana,Pointe Coupee,325.0242056,42.98383914,4.678520079,1.4174601619999998,76.01826098,"9,910","9,158",752,7.6,4949.281017
Louisiana,Rapides,350.45773460000015,64.72456349,4.9943458210000005,1.609963335,75.01223321,"57,207","53,286","3,921",6.9,12881.27677
Louisiana,Red River,366.7052825,81.59333868,3.7425647019999997,2.561344281,73.99644971,"3,858","3,567",291,7.5,4056.614287
Louisiana,Richland,384.64707989999994,76.74935325,3.90527506,2.847084732,74.22424338,"8,663","7,828",835,9.6,6910.907577
Louisiana,Sabine,331.1444963,56.91157137,2.496050644,1.75003807,75.41038891,"9,190","8,569",621,6.8,3490.8524079999997
Louisiana,Tangipahoa,364.6480777,64.9731032,3.5800306560000004,2.364354666,74.08103482,"52,934","48,682","4,252",8.0,12962.128040000001
Louisiana,Tensas,415.3913862,58.28342956,5.558953001,1.8740701640000001,74.36554299,"1,767","1,601",166,9.4,5134.706815
Louisiana,Terrebonne,319.5357987,62.7337557,3.19802941,2.507121525,75.34518732,"53,032","50,362","2,670",5.0,8256.905289
Louisiana,Union,318.1148232,64.61728883,2.8131985260000003,2.605342404,75.24241816,"9,166","8,451",715,7.8,3636.363636
Louisiana,Vermilion,349.7482634,39.59929743,2.2023900430000003,2.06101211,76.59820388,"26,113","24,652","1,461",5.6,6173.823126
Louisiana,Vernon,339.3323351,74.15825981,1.4227060319999998,1.673774365,75.95889642,"17,876","16,299","1,577",8.8,4361.925733
Louisiana,Washington,358.05800330000005,71.49123613,4.3358308160000005,5.5204074310000015,73.08964483,"16,423","15,050","1,373",8.4,7046.698873
Louisiana,Webster,359.75915489999994,78.53954784,2.681436679,3.10055214,73.99901695,"15,713","14,210","1,503",9.6,4183.286551
Louisiana,West Baton Rouge,281.9224081000001,59.85834534,8.001315216,1.456902198,75.90960496,"12,294","11,540",754,6.1,4871.5934
Louisiana,West Carroll,344.3576392,82.43891791,1.913436265,2.971480945,75.18712341,"4,247","3,707",540,12.7,7810.733235
Louisiana,West Feliciana,251.1988628,54.18192946,6.788934661,1.805927786,76.86639292,"5,228","4,919",309,5.9,2970.29703
Louisiana,Winn,349.60519960000005,72.55486145,2.9100601210000003,2.8487623760000003,74.35726431,"5,377","4,938",439,8.2,6539.801662
Maine,Androscoggin,225.4238606,74.04904671,1.006143156,1.577860372,78.42296485,"56,466","52,696","3,770",6.7,5771.897011999999
Maine,Aroostook,252.5005372,63.07450087,0.593001394,1.391629426,78.61243113,"33,869","30,955","2,914",8.6,2789.793921
Maine,Cumberland,187.08087880000002,53.22073028,0.99965014,1.0071955590000001,80.22350881,"160,923","152,393","8,530",5.3,5063.42465
Maine,Franklin,218.94629890000002,64.65139982,0.498545285,1.14921445,79.38275314,"15,395","14,209","1,186",7.7,4216.828055
Maine,Hancock,226.09661830000002,47.638904,0.705406234,1.5858159930000002,79.78391654,"30,101","27,728","2,373",7.9,3507.9359259999997
Maine,Kennebec,235.7840864,68.62259356,0.751087052,1.495374669,78.41496473,"63,868","59,883","3,985",6.2,5772.187282
Maine,Knox,207.2240441,51.38310345,0.573222184,1.895377586,80.16213129,"20,785","19,551","1,234",5.9,3544.112079
Maine,Lincoln,195.2679216,53.72265304,0.487387667,1.1017020770000001,80.2479745,"17,367","16,186","1,181",6.8,3125.091699
Maine,Oxford,207.780485,77.70233146,0.549675445,0.8805048459999999,78.42397328,"27,768","25,469","2,299",8.3,5301.166989
Maine,Penobscot,252.2039266,67.51967781,0.740392817,1.264001504,78.45134137,"80,082","74,603","5,479",6.8,5847.0657200000005
Maine,Piscataquis,238.40517909999997,69.38403838,0.742750493,1.565447181,78.10151868,"7,894","7,197",697,8.8,5101.506602
Maine,Sagadahoc,215.52516659999998,65.89950103,0.498740047,1.74190522,80.05223157,"19,124","18,049","1,075",5.6,3790.012804
Maine,Somerset,249.64410389999998,76.10249283,0.582006674,1.3967879930000002,78.06793997,"24,811","22,538","2,273",9.2,5836.312687
Maine,Waldo,238.9314164,57.91268641,0.477048896,1.316017917,79.35501859,"21,009","19,502","1,507",7.2,2968.024755
Maine,Washington,257.69759869999996,68.513548,0.665253694,2.647036139,77.17506228,"14,636","13,281","1,355",9.3,3524.46081
Maine,York,193.3011857,52.74875505,0.655503221,0.8023876209999999,80.15550366,"111,315","104,279","7,036",6.3,4717.151454
Maryland,Allegany,348.441749,62.44511194,1.1227724590000001,0.7506507020000001,77.57339995,"33,624","30,772","2,852",8.5,7171.492808
Maryland,Anne Arundel,244.3416153,47.13715002,1.844673015,0.68386398,79.15592552,"296,541","279,673","16,868",5.7,6229.269083
Maryland,Baltimore,239.04984879999998,40.71182467,3.060890884,0.6826069929999999,79.80896235,"442,215","411,834","30,381",6.9,6807.127734999999
Maryland,Calvert,258.4329553,51.38895113,1.442211575,0.748275432,79.21787441,"47,759","44,934","2,825",5.9,3891.992758
Maryland,Caroline,280.3123243,67.18481138,2.1963317940000002,1.17873613,76.57592543,"17,683","16,458","1,225",6.9,6217.664167
Maryland,Carroll,267.33513650000003,58.14761289,0.6744620509999999,0.434896634,79.30594193,"93,057","87,953","5,104",5.5,3217.950325
Maryland,Cecil,295.8852271,74.00260542,1.48084158,1.057681793,76.96660854,"52,245","48,224","4,021",7.7,6518.203551
Maryland,Charles,256.92687459999996,47.45074547,2.155162235,1.014620071,78.57017879,"80,254","75,072","5,182",6.5,5440.365102000001
Maryland,Dorchester,289.8902725000001,51.11249492,3.7934688619999997,1.12793545,77.15639921,"15,957","14,401","1,556",9.8,6927.988213
Maryland,Frederick,246.544884,45.34125099,0.9461734959999999,0.405254925,80.44107933,"128,453","121,082","7,371",5.7,3946.36744
Maryland,Garrett,287.2060943,58.49758536,0.6937955,1.02235657,78.80403643,"15,748","14,480","1,268",8.1,4695.1975600000005
Maryland,Harford,245.14154249999999,46.88691517,1.427707382,1.164103858,79.57694691,"135,688","126,864","8,824",6.5,3795.495596
Maryland,Howard,183.9786427,29.58389708,1.1590623690000001,0.45227651700000004,82.90822584,"171,319","163,070","8,249",4.8,4472.108176
Maryland,Kent,246.95040490000002,46.95875525,1.954584354,0.818964294,78.98163153,"10,347","9,605",742,7.2,3939.304073
Maryland,Montgomery,206.7781537,27.02552378,3.2456687289999997,0.636614641,81.37485031,"543,124","516,264","26,860",4.9,3571.235323
Maryland,Prince George's,206.7781537,27.02552378,3.2456687289999997,0.636614641,81.37485031,"486,011","452,439","33,572",6.9,7472.496537000001
Maryland,Queen Anne's,213.1891016,50.38530192,1.185529067,0.848941858,79.91088916,"26,466","24,922","1,544",5.8,3958.554729
Maryland,Somerset,336.552162,51.53663064,3.183841775,0.9843927640000001,76.91956103,"9,582","8,559","1,023",10.7,4503.164798
Maryland,Talbot,214.0803085,42.12375445,1.925798661,0.760678994,80.52539052,"19,162","17,934","1,228",6.4,3863.7492479999996
Maryland,Washington,281.8218163,64.87798001,1.562724774,0.841333765,77.91896867,"77,219","71,573","5,646",7.3,4730.62199
Maryland,Wicomico,313.091408,56.20129456,4.338569529,0.680926672,76.98287347,"50,161","45,806","4,355",8.7,7670.238882
Maryland,Worcester,239.06603419999996,41.85035159,2.009971894,0.678796912,79.25613256,"25,920","22,665","3,255",12.6,9062.608763
Massachusetts,Barnstable,206.3498282,43.26665219,1.756067555,0.7425626190000001,80.71531338,"108,455","99,337","9,118",8.4,5709.136564
Massachusetts,Berkshire,221.35450640000002,51.99747289,0.868949005,0.9368933359999999,79.99886755,"65,690","60,821","4,869",7.4,5654.387993
Massachusetts,Bristol,241.7307115,48.47425820000001,1.8959131830000002,0.62396995,79.3011628,"286,403","261,464","24,939",8.7,5437.725713
Massachusetts,Dukes,198.97115469999997,38.06185921,0.764099465,0.745943769,81.98336998,"9,403","8,546",857,9.1,5234.72571
Massachusetts,Essex,204.8635206,40.92969985,1.184202767,0.7298615740000001,80.72926655,"399,415","371,273","28,142",7.0,4665.277902000001
Massachusetts,Franklin,212.7347318,55.32919091,0.66614971,0.9270633620000001,80.30048657,"39,296","36,873","2,423",6.2,3915.714335
Massachusetts,Hampden,232.25200040000001,48.30218673,3.150631264,1.096997926,78.87917293,"220,022","200,921","19,101",8.7,7899.546939
Massachusetts,Hampshire,215.8000506,44.61610772,0.8546684459999999,0.9089235659999999,80.78835986,"85,354","80,176","5,178",6.1,4062.2435450000003
