STATE,COUNTY,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age, Civilian_labor_force_2014 , Employed_2014 , Unemployed_2014 ,Unemployment_rate_2014,Crime_Count,Crime_rate
Alabama,Pickens,338.9577534,63.9353767,2.323645225,1.6003378940000001,74.5516309,"7,762","7,126",636,8.2,558,2866.978369
Alabama,Pike,322.38458849999995,72.76967478,4.486333607,1.9514706590000002,74.90191111,"14,953","13,852","1,101",7.4,2531,8274.216222
Alabama,Randolph,354.0620865,73.29556163,1.8969039019999998,3.0867903819999998,74.65191482,"9,277","8,653",624,6.7,1067,4829.146866
Alabama,Russell,294.7599044,80.35472933,4.459578415,2.765012495,74.42946613,"24,774","23,156","1,618",6.5,4368,8594.364867
Alabama,Shelby,232.5695549,53.62736705,1.121178647,2.030103132,79.53418046,"107,247","102,440","4,807",4.5,7800,4016.581271
Alabama,Sumter,325.6144264,51.48727928,4.217354373,1.9677862130000001,74.82131302,"5,374","4,918",456,8.5,619,11308.00146
Alabama,Talladega,337.14696299999997,89.66725641,2.4174635980000003,2.326632349,74.28689529,"35,399","32,651","2,748",7.8,8278,10267.032140000001
Alabama,Tallapoosa,318.1210746000001,83.09174994,2.4353017809999997,3.21926886,75.01084601,"18,424","17,041","1,383",7.5,3027,7457.134411
Alabama,Tuscaloosa,305.45691769999996,71.00326051,2.1858482930000003,1.483574884,75.79956916,"97,092","91,359","5,733",5.9,18897,10387.932690000001
Alabama,Walker,360.3473313,119.69865940000001,1.646990815,2.41325135,71.56804807,"25,761","23,724","2,037",7.9,5726,8288.100511
Alabama,Washington,341.0641181000001,64.48407015,2.252894514,1.224969902,74.81607809,"6,656","6,017",639,9.6,384,2234.8969850000003
Arizona,Apache,210.0003817,50.31606635,2.248532715,3.727024477,74.28083521,"21,129","17,823","3,306",15.6,712,1080.949778
Arizona,Cochise,253.5318574,49.22518344,0.8200515840000001,1.224730415,78.82568184,"50,772","46,508","4,264",8.4,8705,6758.750272
Arizona,Coconino,193.01610209999998,46.49164033,1.115911191,2.1346410319999998,79.39500367,"71,960","66,866","5,094",7.1,9216,7584.061620999999
Arizona,Gila,249.67241140000002,69.64185866,1.372049866,0.896558975,76.26265371,"21,332","19,562","1,770",8.3,2846,5644.249648
Arizona,Graham,248.4116051,57.24412088,0.99632681,1.438774981,77.51518324,"14,387","13,320","1,067",7.4,3545,9745.168651
Arizona,Greenlee,233.5253352,55.05461925,0.834803845,1.1748503209999999,78.25067376,"4,702","4,397",305,6.5,232,2952.405192
Arizona,La Paz,184.9491953,45.07870202,1.36133544,1.000374316,80.68009173,"7,924","7,324",600,7.6,1530,7686.510926999999
Arizona,Maricopa,203.0554297,51.21434802,1.9813792669999999,0.704536068,80.05669046,"1,954,459","1,841,230","113,229",5.8,327330,8148.616343000001
Arizona,Mohave,295.4071295,71.97346859,1.987433716,2.379517116,75.70979169,"78,060","71,264","6,796",8.7,14444,7256.796337999999
Arizona,Navajo,233.77097340000003,50.92812683,1.4530515259999999,2.3817048709999997,75.71379494,"41,527","36,937","4,590",11.1,5847,5163.689031
Arizona,Pima,213.4262691,49.95356533,1.925267131,0.8620749,79.4578924,"461,348","433,561","27,787",6.0,58602,5744.111506
Arizona,Pinal,180.69918230000002,50.29363902,1.510991591,0.6411133489999999,80.17215444,"153,156","142,463","10,693",7.0,22295,6511.808586
Arizona,Santa Cruz,169.7428941,30.18488878,0.7782855790000001,0.776309514,81.97463277,"20,217","17,608","2,609",12.9,2397,5683.327011
Arkansas,Arkansas,410.4964707,76.37829488,1.516409806,2.634589144,74.57059047,"9,466","8,958",508,5.4,1555,8116.7136439999995
Arkansas,Ashley,384.5032575,61.73286052,2.086100483,3.241026343,74.71536326,"8,476","7,692",784,9.2,1179,5330.982094
Arkansas,Baxter,272.9457216,66.59314367,0.846765938,1.3687890109999998,76.94078823,"15,986","14,919","1,067",6.7,2641,6183.418791
Arkansas,Benton,261.1220886,53.32588137,0.868065115,0.7197872790000001,79.38662393,"115,420","110,115","5,305",4.6,10154,4675.319892
Arkansas,Boone,333.9190718000001,62.68168375,0.792570786,1.321704805,77.22027340000002,"15,664","14,727",937,6.0,1999,5351.072088
Arkansas,Bradley,458.00221110000007,54.94533567,2.3759103319999997,2.59389216,74.48573322,"4,153","3,806",347,8.4,477,4285.714286
Arkansas,Calhoun,310.2436281,68.99741256,1.708498455,2.26160565,75.70708091,"2,367","2,211",156,6.6,94,1732.3995579999998
Arkansas,Carroll,266.2515912,57.91689414,1.051624807,1.259960937,77.97311975,"12,542","11,894",648,5.2,1577,5648.685436
Arkansas,Chicot,420.60947869999995,57.51328415,3.5138937589999997,3.038962769,73.34736724,"3,850","3,448",402,10.4,633,5351.707812
Arkansas,Clark,355.564366,62.40230168,1.7272601890000001,3.2431667980000003,75.89627149,"9,522","8,859",663,7.0,1576,6559.833507
Arkansas,Clay,404.915588,72.78232476,0.743739747,1.8154137430000001,74.76613272,"6,414","5,913",501,7.8,447,2841.884417
Arkansas,Cleburne,311.956409,70.58539145,0.983176136,1.427329505,77.42769049,"9,745","8,940",805,8.3,1545,6024.566192
Arkansas,Cleveland,353.8796579,72.46974382,0.884480617,1.905738142,76.09457829,"3,455","3,220",235,6.8,228,2616.779525
Arkansas,Columbia,380.4302888,68.11474074,3.1119883369999997,2.302156438,74.64962803,"9,538","8,857",681,7.1,1542,6401.5277320000005
Arkansas,Conway,309.8167345,64.44667262,1.382032172,2.10215073,76.13151688,"8,596","7,982",614,7.1,1579,7560.088097
Arkansas,Craighead,340.7685787,79.35093716,1.7384978359999999,1.693524389,76.04490344,"49,477","46,789","2,688",5.4,8217,8853.190251
Arkansas,Crawford,345.27165049999996,78.26227839,1.002746675,1.70784604,75.97051346,"26,803","25,200","1,603",6.0,2057,6876.608831999999
Arkansas,Crittenden,371.4182148,80.98894878,7.8654812629999995,2.4051231730000002,72.30517454,"21,433","19,853","1,580",7.4,7869,14863.716209999999
Arkansas,Cross,351.6806147,94.2981489,1.9372403740000002,3.535628485,73.87152431,"8,098","7,584",514,6.3,1518,8070.175439
Arkansas,Dallas,384.26910689999994,67.54076063,2.555045779,2.9378173569999997,74.43590659,"2,878","2,610",268,9.3,402,4980.79544
Arkansas,Desha,468.83676669999994,50.52613633,2.371347183,4.4783111380000005,73.83194990000001,"5,552","5,104",448,8.1,732,8171.466845
Arkansas,Drew,339.38000839999995,61.21743704,1.7928440890000001,3.9973369880000003,75.68926943,"7,985","7,313",672,8.4,1254,6691.211782
Arkansas,Faulkner,278.6365072,67.91400986,1.298677221,3.288196838,77.23094383,"59,046","55,769","3,277",5.5,8277,7538.2513659999995
Arkansas,Franklin,333.68728710000005,85.96311277,0.945588792,1.056232652,75.51222371,"7,287","6,875",412,5.7,720,3933.1366759999996
Arkansas,Fulton,315.2207757,78.66967327,0.708862497,1.992538726,76.31101789,"4,801","4,524",277,5.8,311,2925.682032
Arkansas,Garland,299.46035539999997,76.90246471,2.33389623,1.971549649,75.65631474,"40,339","37,789","2,550",6.3,13748,13897.397019999999
Arkansas,Grant,323.770979,78.27894314,1.0417031509999999,2.666188585,75.93258825,"8,222","7,774",448,5.4,754,4212.525839
Arkansas,Greene,375.92553260000005,107.6449892,1.0748113479999999,2.4450496409999998,75.05616482,"19,627","18,387","1,240",6.3,4278,10379.46429
Arkansas,Hempstead,402.2750858,57.18594422,1.776004649,3.289773582,75.07852467,"9,927","9,335",592,6.0,1699,7413.3868569999995
Arkansas,Hot Spring,327.86958,77.28519487,1.6063352219999998,3.4869005539999995,75.6140479,"13,978","13,171",807,5.8,0,0.0
Arkansas,Howard,392.05352810000005,70.8499005,1.344086079,2.8290540330000002,74.84335901,"6,196","5,837",359,5.8,873,6153.520829
Arkansas,Independence,342.936287,70.12438725,1.219283458,1.2692541240000002,75.69194784,"15,482","14,278","1,204",7.8,3123,8968.983343
Arkansas,Izard,309.8917037,72.61250721,1.011814187,2.110684531,75.92335293,"4,917","4,547",370,7.5,234,1798.3399940000002
Arkansas,Jackson,411.83805110000003,91.09867652,1.694074031,2.265751525,73.75773605,"6,191","5,621",570,9.2,1444,8981.775206999999
Arkansas,Jefferson,397.92431810000005,57.04678687,3.795682484,4.386751703,74.18306713,"29,502","26,928","2,574",8.7,11238,14603.14985
Arkansas,Johnson,307.9017037,72.84351008,1.280117833,1.301272892,76.48272929999997,"10,297","9,624",673,6.5,1152,4573.243351
Arkansas,Lafayette,381.0707057,65.22381265,1.8433739619999998,3.27875044,74.13817498,"2,663","2,455",208,7.8,376,4915.675252
Arkansas,Lawrence,345.6273025,93.35595995,1.052691858,1.983291242,74.82653385,"7,085","6,573",512,7.2,561,3331.551755
Arkansas,Lee,353.7224111,58.30898559,4.943132619,2.891189785,73.71096011,"3,252","3,006",246,7.6,537,5044.148037
Arkansas,Lincoln,362.4855238,59.4273637,1.205709702,3.132760184,76.26923828,"4,214","3,916",298,7.1,313,2515.672721
Arkansas,Little River,367.0332229,72.5307563,1.61720016,2.71153925,74.98476429,"5,543","5,181",362,6.5,506,3962.1016369999998
Arkansas,Logan,361.51239080000005,70.03174721,1.4786347640000002,1.311323305,75.60417143,"9,079","8,537",542,6.0,1145,5052.28787
Arkansas,Lonoke,314.92091769999996,77.35910323,1.275092702,1.8994362830000002,75.86463348,"32,747","31,077","1,670",5.1,4111,6425.144179
Arkansas,Madison,336.0091771000001,69.90176405,0.723604932,1.382032095,76.41757722,"6,967","6,631",336,4.8,215,1601.131963
Arkansas,Marion,279.42610319999994,64.67377198,0.652573172,1.2120291970000001,76.56685817,"6,536","6,126",410,6.3,640,3784.5189520000004
Arkansas,Miller,327.5979108,69.20947846,2.704220658,3.612167356,75.69439445,"19,372","18,247","1,125",5.8,4335,14284.3021
Arkansas,Mississippi,428.5767655,91.03085751,3.32889389,2.419062381,72.65610955,"19,075","17,320","1,755",9.2,5373,11563.044740000001
Arkansas,Monroe,407.09184489999996,60.05820995,2.747863895,2.4644408369999997,73.72422602,"3,093","2,885",208,6.7,377,4496.660304999999
Arkansas,Montgomery,322.4161607,77.60812624,0.835608292,2.226552856,77.10114438,"3,349","3,082",267,8.0,50,551.9372999
Arkansas,Nevada,360.98977080000003,68.19638940000002,1.554501406,2.806326403,74.71824086,"3,684","3,461",223,6.1,355,3895.9613700000004
Arkansas,Newton,297.974631,54.57735690000001,0.9891028709999999,1.3631821569999998,77.56455112,"3,363","3,167",196,5.8,311,3750.15073
Arkansas,Ouachita,410.8415687,68.8873605,3.197043525,3.117539704,73.37219813,"9,954","9,160",794,8.0,1665,6512.555738
Arkansas,Perry,313.1927298,81.21660089,1.1704687809999998,2.309327926,75.51199890000002,"4,231","3,905",326,7.7,298,2874.505643
Arkansas,Phillips,435.852262,80.14007256,4.042069294,3.19999941,71.27714861,"7,228","6,535",693,9.6,2066,15864.24019
Arkansas,Pike,340.8058325,92.30369232,0.879332363,1.945114255,75.72995231,"4,207","3,898",309,7.3,258,2437.872059
Arkansas,Poinsett,438.5895426,111.4892935,1.6521002480000002,1.72586849,72.13829595,"10,103","9,404",699,6.9,1814,7338.187701999999
Arkansas,Polk,344.58435289999994,93.82821527,1.079212679,2.187765051,75.60356129,"8,457","7,928",529,6.3,889,4371.342873
Arkansas,Pope,307.82583969999996,79.43767057,1.1692579859999999,1.4465323030000001,76.81381268,"29,615","27,764","1,851",6.3,4526,7440.4076939999995
Arkansas,Prairie,316.2861251,71.89510757,1.458956827,1.708531333,76.10375435,"3,813","3,593",220,5.8,243,3102.655771
Arkansas,Pulaski,291.7695424,56.7103043,4.329188397,3.757296396,76.48142235,"184,549","174,401","10,148",5.5,62815,16531.13322
Arkansas,Randolph,317.1243825,76.81285395,0.799763674,2.3854546080000003,76.05298705,"6,551","6,034",517,7.9,296,1626.105587
Arkansas,Saline,253.8222997,61.40974135,1.52047943,2.2897638469999997,77.90655109999999,"54,611","51,972","2,639",4.8,4361,9511.657833
Arkansas,Scott,380.0080138,61.95611605,1.137063511,1.418538429,75.90558551,"4,543","4,315",228,5.0,480,4393.994874
Arkansas,Searcy,339.17686539999994,62.10815107,0.8847527470000001,1.3679213380000002,76.27590253,"2,994","2,804",190,6.3,113,1402.681231
Arkansas,Sebastian,328.7261099,72.13533055,2.07090179,1.6556610980000002,76.19079573,"57,183","53,940","3,243",5.7,12689,10331.96811
Arkansas,Sevier,346.768931,90.19884435,1.137369807,1.97910918,75.24752824,"5,793","5,388",405,7.0,1034,6201.271441
Arkansas,Sharp,336.1958527,72.64493656,1.064788179,1.762882654,75.39866716,"5,969","5,465",504,8.4,458,5069.175429
Arkansas,Stone,284.91296689999996,81.20812605,0.802829302,1.5511330859999999,76.64483713,"4,701","4,343",358,7.6,358,2933.704827
Arkansas,Union,334.82106569999996,83.32692832,5.873692357,2.8690822810000003,73.64434776,"16,579","15,355","1,224",7.4,4226,10242.11725
Arkansas,Van Buren,280.88376370000003,70.74816984,0.931764522,1.487707189,77.09956478,"6,454","5,933",521,8.1,597,3578.707589
Arkansas,Washington,287.7769823000001,63.33904369,1.064801968,1.747307938,78.11494349,"110,157","105,355","4,802",4.4,13996,6955.605584
Arkansas,White,350.9468162,78.72197928,1.08280224,1.614430056,75.87338913,"34,474","32,053","2,421",7.0,5513,7251.943542
California,Alameda,196.5928379,36.12465016,2.853491767,0.634489776,81.45976533,"809,983","762,878","47,105",5.8,135531,9207.431653
California,Alpine,250.2484747,42.85262705,0.6833201440000001,1.1727579540000002,79.0638122,512,470,42,8.2,150,14381.591559999999
California,Amador,251.52062940000002,48.35784661,1.0710086509999999,0.678449297,79.80151061,"14,382","13,188","1,194",8.3,1928,5012.739847
California,Butte,260.04674339999997,64.8637858,1.470843339,1.8260068130000002,78.24305179,"101,483","92,708","8,775",8.6,14621,6601.707657
California,Calaveras,243.5741106,49.62412194,0.95396381,0.7114141270000001,79.84153933,"20,292","18,668","1,624",8.0,1752,3694.799443
California,Colusa,220.2277219,55.27596573,0.859461895,1.8266679119999998,80.18516192,"11,112","9,180","1,932",17.4,1175,5487.320786
California,Contra Costa,201.1846857,40.33657071,1.638255478,0.705229395,81.39449781,"540,891","507,521","33,370",6.2,70857,6846.265555
California,Del Norte,288.04643010000007,75.02306823,1.089359185,2.475791502,76.37627978,"9,954","8,952","1,002",10.1,1507,5163.611444
California,El Dorado,203.7347747,46.02666943,0.914847188,1.264658173,81.06414486,"88,114","81,968","6,146",7.0,6357,3577.297078
California,Fresno,275.93869739999997,46.21881878,2.979256607,0.998403402,78.76388306,"439,300","388,435","50,865",11.6,80960,8812.356456
California,Glenn,239.301789,65.65992583,1.110953017,1.607168687,78.28644217,"12,834","11,466","1,368",10.7,1240,4374.823596
California,Humboldt,273.6705561,70.47425592,1.8755008930000001,2.068540931,77.20811759,"62,505","58,346","4,159",6.7,9223,7158.268914
California,Imperial,223.35123109999998,32.49077317,2.3520993040000002,2.046039461,80.41937447,"78,445","59,598","18,847",24.0,12508,7535.484493000001
California,Inyo,275.32496760000004,58.59582733,0.811452088,1.189575175,78.83049895,"9,234","8,604",630,6.8,701,4125.228035
California,Kern,311.738762,72.71101703,1.7147203030000002,0.6774949379999999,77.25980354,"393,459","352,504","40,955",10.4,73263,8994.666771
California,Kings,250.10751569999996,57.5898873,1.4817958830000002,1.445425683,79.21074117,"57,578","50,717","6,861",11.9,8292,5478.040273
California,Lake,306.0881656,81.47994218,2.27797156,1.3861901890000001,75.80169776,"29,352","26,727","2,625",8.9,4045,6186.528814
California,Lassen,259.7205092,64.90806478,0.7034349209999999,1.887008895,78.94176874,"10,843","9,856",987,9.1,913,2642.62352
California,Los Angeles,218.7848367,34.94064092,3.3820941060000003,0.382060799,81.35807988,"5,004,087","4,591,068","413,019",8.3,595982,6042.122163
California,Madera,254.84873190000002,50.03530597,1.827642987,0.870555642,79.34930981,"61,953","55,013","6,940",11.2,7728,5122.766082
California,Marin,160.5140691,27.66118202,1.3601105080000002,0.654287339,83.80002265,"139,122","133,186","5,936",4.3,11929,4808.800884
California,Mariposa,224.1145169,48.61846106,0.687753266,1.4270821269999998,80.09509905,"8,110","7,398",712,8.8,687,3814.971124
California,Mendocino,254.663533,58.58931851,1.6761166969999999,1.6821273380000001,78.54100759,"40,479","37,647","2,832",7.0,3782,4402.537687
California,Merced,261.70816569999994,53.47693867,1.871985631,1.2388097009999999,78.92387559999997,"114,589","99,887","14,702",12.8,20026,8028.641073000001
California,Modoc,267.3445016,77.17274552,0.675029722,1.6110044330000002,77.50070031,"3,374","3,028",346,10.3,261,2859.647201
California,Mono,163.24356569999995,31.52248146,0.642091812,1.10588758,82.96174740000002,"8,260","7,678",582,7.0,915,7195.093182
California,Monterey,196.1367735,37.59555617,1.470985425,0.859668529,81.84677223,"218,226","198,499","19,727",9.0,26734,6562.0528079999995
California,Napa,227.72836759999998,44.85008546,1.13724459,0.445611811,80.49355885,"73,592","69,417","4,175",5.7,7405,5526.284367
California,Nevada,202.01416919999997,47.08944637,0.8804469109999999,0.8001462359999999,81.29504835,"47,961","44,820","3,141",6.5,3507,3604.0943
California,Orange,205.7995386,35.14851061,1.2797635490000001,0.298420463,82.27429948,"1,572,653","1,486,383","86,270",5.5,136723,4530.427455
California,Placer,203.32514730000003,42.85450069,0.746033582,0.635858509,81.4637242,"175,888","164,871","11,017",6.3,17334,4915.076417
California,Plumas,244.88797630000002,71.37410835,0.7513926120000001,2.138345772,78.33346915,"8,118","7,182",936,11.5,910,4515.680826
California,Riverside,237.61381310000002,50.71936172,2.4682019580000003,0.45611524,80.21369372,"1,013,481","930,412","83,069",8.2,136820,6322.8050299999995
California,Sacramento,251.7752036,49.14670007,2.4593991159999997,0.6755570940000001,79.11699482,"680,676","630,973","49,703",7.3,122580,8700.917152
California,San Benito,204.1725404,39.83626991,0.803685117,0.726673274,81.76589581,"29,241","26,513","2,728",9.3,2718,4977.20156
California,San Bernardino,269.749552,63.23774678,2.24595355,0.9266842240000001,78.65355011,"907,537","834,901","72,636",8.0,136846,6694.0141969999995
California,San Diego,205.9982999,38.90823176,2.19298197,1.095242318,81.42787948,"1,544,314","1,445,086","99,228",6.4,165420,5494.177009
California,San Joaquin,274.7236292,57.97849428,2.603689321,0.557248838,78.10445402,"312,782","279,832","32,950",10.5,68643,10053.39903
California,San Luis Obispo,227.4370589,44.23318968,1.068806855,0.8681735829999999,81.37256158,"140,565","132,727","7,838",5.6,13430,5041.631942
California,San Mateo,175.518856,30.47041248,1.391372695,0.299451283,83.11294121,"427,907","409,873","18,034",4.2,35813,5039.066732
California,Santa Barbara,214.7520634,36.34053151,1.426572841,0.759814999,81.65392829,"218,314","204,973","13,341",6.1,21681,5358.453633
California,Santa Clara,170.2823928,29.6808326,1.007034382,0.36848475299999994,83.13961024,"992,221","941,097","51,124",5.2,95937,5428.339603
California,Santa Cruz,213.49005079999998,39.94503856,1.378299725,0.7446282479999999,81.36632656,"142,647","130,163","12,484",8.8,20615,8181.724373
California,Shasta,290.9519331,84.22968552,1.324244996,1.77534897,76.68418018,"75,047","67,830","7,217",9.6,11867,6537.859756
California,Sierra,226.49904640000003,52.95948445,0.525229949,1.4707162619999998,79.01367593,"1,416","1,273",143,10.1,113,3509.3167700000004
California,Siskiyou,254.47165460000002,67.65623514,1.223175402,1.470068765,77.65546325,"18,046","16,046","2,000",11.1,1981,4459.502049000001
California,Solano,206.94717519999998,50.48489926,2.5065751019999998,0.801269604,79.65057096,"203,266","187,972","15,294",7.5,30784,7558.176648999999
California,Sonoma,220.21793309999998,42.21082039,1.8383543219999998,0.7778049429999999,81.09476535,"256,742","242,339","14,403",5.6,22819,4898.557631000001
California,Stanislaus,297.8374675,54.92991384,1.866846692,0.721651413,78.25066562,"241,157","214,219","26,938",11.2,48969,9486.604765
California,Sutter,272.9416675,60.90230235,1.136465284,1.228717364,78.98803939,"44,394","38,781","5,613",12.6,4879,5220.080029
California,Tehama,258.9333889,76.43201214,1.100090415,1.5668033119999998,77.74387965,"25,144","22,726","2,418",9.6,3495,5640.007746
California,Trinity,236.3950912,66.33364403,1.094930409,2.676661419,77.27537841,"5,182","4,693",489,9.4,348,2413.147493
California,Tulare,292.1125326,56.06011863,1.842068906,1.4581093040000002,78.29661869,"198,635","172,550","26,085",13.1,35913,8318.740270999999
California,Tuolumne,242.9479523,51.77936382,0.982426067,1.128191822,79.2774625,"21,628","19,757","1,871",8.7,2927,5267.894102
California,Ventura,204.9197135,39.40685759,1.095864449,0.8744591620000001,81.70825701,"431,107","402,455","28,652",6.6,34813,4353.279246
